id,cycle,fe,role,fp,cmax,tec,twc,q,p,score,origRank,slot,lineage,dFp,dCmax,dTEC,dTWC,dq,dp,dScore,dOrigRank
10,14,94049,CMAX,"[16, 19, 12, 5, 9, 3, 15, 11, 4, 2, 6, 13, 14, 7, 17, 18, 8, 0, 10, 1]|[2, 1, 1, 0, 1, 0, 2, 2, 1, 2, 2, 2, 0, 1, 2, 2, 0, 0, 1, 1]|[0, 1, 1, 0, 1, 3, 0, 1, 0, 0, 1, 0, 3, 1, 1, 1, 0, 3, 1, 1]|[1, 1, 1, 0, 1, 2, 1, 0, 0, 1, 0, 1, 2, 1, 0, 0, 0, 2, 1, 1]",180.23480593755863,10715.231107558,15911.815879325393,0,3,0.25,113,0,787,"[16, 19, 12, 5, 4, 6, 3, 11, 10, 9, 2, 18, 14, 1, 8, 13, 15, 7, 0, 17]|[2, 1, 1, 0, 1, 2, 0, 2, 2, 1, 2, 0, 0, 1, 0, 2, 1, 1, 0, 2]|[0, 1, 1, 0, 0, 0, 3, 1, 1, 1, 0, 0, 3, 1, 0, 0, 1, 1, 3, 1]|[1, 1, 1, 0, 0, 1, 2, 0, 0, 1, 1, 1, 2, 1, 0, 1, 1, 1, 2, 0]",189.32373771331902,10507.859844662138,15497.369554257544,0,16,0.058823529411764705,98
11,14,94049,TWC,"[6, 19, 12, 5, 4, 16, 3, 11, 15, 1, 10, 7, 18, 13, 2, 0, 17, 8, 9, 14]|[2, 2, 0, 1, 2, 0, 0, 2, 1, 0, 0, 1, 0, 0, 1, 0, 0, 2, 0, 0]|[0, 0, 2, 1, 0, 3, 3, 0, 1, 3, 3, 1, 3, 0, 1, 3, 3, 1, 3, 3]|[1, 0, 1, 0, 1, 0, 2, 0, 1, 2, 0, 1, 0, 2, 1, 0, 1, 1, 2, 0]",382.91162888725654,9600.907507815913,12911.034063185603,0,12,0.07692307692307693,107,2,791,"[16, 6, 19, 12, 5, 4, 3, 11, 10, 9, 2, 18, 14, 13, 1, 8, 15, 7, 0, 17]|[2, 2, 1, 1, 0, 1, 0, 2, 2, 1, 2, 0, 0, 2, 1, 0, 1, 1, 0, 2]|[0, 0, 1, 1, 0, 0, 3, 1, 1, 1, 0, 0, 3, 0, 1, 0, 1, 1, 3, 1]|[1, 1, 1, 1, 0, 0, 2, 0, 0, 1, 1, 1, 2, 1, 1, 0, 1, 1, 2, 0]",189.32373771331902,10507.859844662138,15497.369554257544,0,16,0.058823529411764705,99
12,15,100858,CMAX,"[16, 12, 5, 6, 3, 2, 4, 9, 17, 18, 13, 7, 10, 14, 11, 19, 15, 8, 0, 1]|[2, 1, 0, 2, 0, 2, 1, 1, 1, 0, 2, 1, 1, 0, 2, 2, 1, 0, 0, 1]|[1, 1, 0, 0, 3, 1, 0, 1, 1, 0, 0, 1, 0, 3, 1, 0, 1, 0, 3, 1]|[1, 0, 0, 0, 2, 0, 1, 1, 1, 0, 1, 1, 0, 2, 0, 1, 1, 0, 2, 1]",180.0883259367706,10726.283551948261,15850.660720529751,0,0,1,115,0,826,"[6, 19, 12, 5, 4, 16, 17, 11, 10, 7, 2, 15, 1, 13, 9, 3, 8, 18, 0, 14]|[2, 1, 1, 0, 1, 2, 0, 1, 1, 0, 2, 0, 0, 2, 0, 0, 0, 1, 0, 1]|[0, 1, 1, 0, 0, 0, 3, 1, 1, 3, 0, 0, 3, 0, 3, 3, 3, 1, 3, 1]|[1, 1, 1, 0, 0, 1, 2, 1, 1, 2, 1, 1, 2, 1, 2, 2, 0, 1, 2, 1]",278.1479738340939,9841.596935008398,15519.13534885283,0,12,0.07692307692307693,98
13,15,100858,TWC,"[6, 19, 12, 5, 4, 16, 3, 11, 15, 1, 10, 7, 18, 13, 2, 0, 17, 8, 9, 14]|[2, 2, 0, 1, 2, 0, 0, 2, 1, 0, 0, 1, 0, 0, 1, 0, 0, 2, 0, 0]|[0, 0, 2, 1, 0, 3, 3, 0, 1, 3, 3, 1, 3, 0, 1, 3, 3, 1, 3, 3]|[1, 0, 1, 0, 1, 0, 2, 0, 1, 2, 0, 1, 0, 2, 1, 0, 1, 1, 2, 0]",382.91162888725654,9600.907507815913,12911.034063185603,0,9,0.1,103,2,791,"[6, 12, 19, 5, 15, 16, 13, 11, 10, 1, 4, 7, 8, 9, 18, 14, 3, 0, 17, 2]|[2, 1, 1, 2, 2, 0, 2, 1, 1, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0]|[0, 1, 1, 0, 0, 3, 0, 1, 1, 3, 0, 3, 3, 3, 3, 3, 3, 3, 3, 3]|[1, 1, 1, 0, 1, 0, 1, 1, 1, 2, 1, 2, 0, 2, 0, 2, 0, 0, 2, 0]",459.9886424139295,8538.657362337532,13997.968072130407,0,12,0.07692307692307693,99
14,16,107687,CMAX,"[16, 12, 5, 6, 3, 2, 4, 9, 17, 18, 13, 7, 10, 14, 11, 19, 15, 8, 0, 1]|[2, 1, 0, 2, 0, 2, 1, 1, 1, 0, 2, 1, 1, 0, 2, 2, 1, 0, 0, 1]|[1, 1, 0, 0, 3, 1, 0, 1, 1, 0, 0, 1, 0, 3, 1, 0, 1, 0, 3, 1]|[1, 0, 0, 0, 2, 0, 1, 1, 1, 0, 1, 1, 0, 2, 0, 1, 1, 0, 2, 1]",180.0883259367706,10726.283551948261,15850.660720529751,0,2,0.3333333333333333,109,0,826,"[6, 19, 12, 5, 4, 16, 17, 11, 10, 7, 15, 2, 13, 3, 1, 9, 14, 0, 8, 18]|[2, 1, 1, 2, 1, 2, 0, 1, 2, 1, 0, 2, 0, 0, 0, 0, 0, 0, 0, 1]|[0, 1, 1, 0, 0, 0, 3, 1, 0, 1, 3, 0, 3, 3, 2, 3, 3, 3, 0, 1]|[1, 1, 1, 0, 0, 1, 2, 1, 0, 1, 2, 1, 0, 0, 2, 2, 2, 2, 0, 1]",285.5297434807149,9675.089521037113,14320.307284719696,0,14,0.06666666666666667,98
15,16,107687,TWC,"[6, 19, 12, 5, 4, 16, 3, 11, 15, 1, 10, 7, 18, 13, 2, 0, 17, 8, 9, 14]|[2, 2, 0, 1, 2, 0, 0, 2, 1, 0, 0, 1, 0, 0, 1, 0, 0, 2, 0, 0]|[0, 0, 2, 1, 0, 3, 3, 0, 1, 3, 3, 1, 3, 0, 1, 3, 3, 1, 3, 3]|[1, 0, 1, 0, 1, 0, 2, 0, 1, 2, 0, 1, 0, 2, 1, 0, 1, 1, 2, 0]",382.91162888725654,9600.907507815913,12911.034063185603,0,9,0.1,101,2,791,"[6, 2, 19, 11, 5, 4, 16, 3, 9, 10, 17, 14, 1, 15, 13, 7, 12, 8, 0, 18]|[2, 0, 0, 1, 2, 2, 2, 0, 1, 1, 0, 0, 0, 1, 2, 1, 1, 0, 0, 0]|[0, 3, 2, 1, 0, 0, 0, 3, 1, 1, 3, 3, 3, 1, 0, 1, 1, 0, 3, 3]|[1, 0, 1, 1, 0, 1, 1, 2, 1, 1, 2, 2, 0, 1, 1, 1, 1, 0, 2, 2]",300.12517788574274,9502.164923512762,14643.226198527678,0,13,0.07142857142857142,99
16,17,114539,CMAX,"[16, 19, 12, 5, 4, 10, 11, 2, 15, 18, 13, 6, 1, 14, 17, 9, 3, 7, 0, 8]|[2, 1, 1, 0, 1, 2, 2, 2, 2, 0, 2, 1, 0, 0, 2, 2, 1, 1, 0, 0]|[0, 1, 1, 0, 0, 1, 1, 0, 0, 0, 0, 1, 3, 3, 1, 1, 0, 1, 3, 0]|[1, 1, 1, 0, 0, 0, 0, 1, 1, 1, 1, 1, 2, 2, 0, 0, 1, 1, 2, 0]",176.98584291693194,10769.398545613269,16732.232217430577,0,0,1,111,0,844,"[6, 19, 12, 5, 4, 16, 17, 11, 10, 7, 2, 15, 1, 13, 14, 18, 8, 9, 3, 0]|[2, 1, 1, 2, 2, 0, 0, 1, 1, 1, 2, 0, 0, 2, 0, 1, 1, 0, 0, 0]|[0, 1, 1, 0, 0, 3, 3, 1, 1, 1, 0, 3, 3, 0, 3, 1, 1, 3, 3, 3]|[1, 1, 1, 0, 1, 0, 2, 1, 1, 1, 1, 0, 2, 1, 0, 1, 1, 2, 2, 0]",316.18027780429725,8793.560753957578,15977.66972522731,0,15,0.0625,98
17,17,114539,TWC,"[6, 19, 12, 5, 4, 16, 3, 11, 15, 1, 10, 7, 18, 13, 2, 0, 17, 8, 9, 14]|[2, 2, 0, 1, 2, 0, 0, 2, 1, 0, 0, 1, 0, 0, 1, 0, 0, 2, 0, 0]|[0, 0, 2, 1, 0, 3, 3, 0, 1, 3, 3, 1, 3, 0, 1, 3, 3, 1, 3, 3]|[1, 0, 1, 0, 1, 0, 2, 0, 1, 2, 0, 1, 0, 2, 1, 0, 1, 1, 2, 0]",382.91162888725654,9600.907507815913,12911.034063185603,0,8,0.1111111111111111,104,2,791,"[16, 19, 12, 5, 4, 15, 3, 10, 11, 6, 2, 18, 13, 14, 7, 17, 1, 8, 9, 0]|[2, 1, 1, 0, 1, 2, 0, 2, 2, 1, 2, 0, 2, 0, 1, 2, 1, 0, 1, 0]|[0, 1, 1, 0, 0, 0, 3, 1, 1, 1, 0, 0, 0, 3, 1, 1, 1, 0, 1, 3]|[1, 1, 1, 0, 0, 1, 2, 0, 0, 1, 1, 1, 1, 2, 1, 0, 1, 0, 1, 2]",190.51936120820835,10398.93913665614,15965.60964314019,0,13,0.07142857142857142,99
18,18,121415,CMAX,"[16, 19, 12, 5, 4, 10, 11, 2, 15, 18, 13, 6, 1, 14, 17, 9, 3, 7, 0, 8]|[2, 1, 1, 0, 1, 2, 2, 2, 2, 0, 2, 1, 0, 0, 2, 2, 1, 1, 0, 0]|[0, 1, 1, 0, 0, 1, 1, 0, 0, 0, 0, 1, 3, 3, 1, 1, 0, 1, 3, 0]|[1, 1, 1, 0, 0, 0, 0, 1, 1, 1, 1, 1, 2, 2, 0, 0, 1, 1, 2, 0]",176.98584291693194,10769.398545613269,16732.232217430577,0,2,0.3333333333333333,110,0,844,"[16, 19, 12, 5, 4, 15, 3, 10, 11, 17, 1, 18, 6, 14, 7, 9, 0, 13, 2, 8]|[2, 1, 1, 0, 1, 1, 0, 1, 2, 2, 1, 0, 2, 0, 1, 1, 0, 2, 2, 0]|[0, 1, 1, 0, 0, 1, 3, 1, 1, 1, 1, 3, 0, 3, 1, 1, 3, 0, 0, 0]|[1, 1, 1, 0, 0, 1, 2, 1, 0, 0, 1, 2, 1, 2, 1, 1, 2, 1, 1, 0]",210.77507848997885,10284.924315780934,16560.180842544112,0,10,0.09090909090909091,98
19,18,121415,TWC,"[6, 19, 12, 5, 4, 16, 3, 11, 15, 1, 10, 7, 18, 13, 2, 0, 17, 8, 9, 14]|[2, 2, 0, 1, 2, 0, 0, 2, 1, 0, 0, 1, 0, 0, 1, 0, 0, 2, 0, 0]|[0, 0, 2, 1, 0, 3, 3, 0, 1, 3, 3, 1, 3, 0, 1, 3, 3, 1, 3, 3]|[1, 0, 1, 0, 1, 0, 2, 0, 1, 2, 0, 1, 0, 2, 1, 0, 1, 1, 2, 0]",382.91162888725654,9600.907507815913,12911.034063185603,0,2,0.3333333333333333,112,2,791,"[16, 19, 12, 5, 4, 6, 3, 11, 10, 17, 2, 18, 14, 13, 9, 15, 7, 1, 0, 8]|[2, 1, 1, 0, 1, 2, 0, 2, 1, 1, 2, 1, 0, 2, 0, 1, 1, 0, 0, 0]|[0, 1, 1, 0, 0, 0, 3, 1, 1, 1, 0, 0, 3, 0, 3, 1, 1, 3, 3, 0]|[1, 1, 1, 0, 0, 1, 2, 0, 1, 1, 1, 0, 2, 1, 2, 1, 1, 2, 2, 0]",221.03069664062758,10393.602841525422,14608.484530457205,0,10,0.09090909090909091,99
20,19,128316,CMAX,"[16, 19, 12, 5, 4, 10, 11, 2, 15, 18, 13, 6, 1, 14, 17, 9, 3, 7, 0, 8]|[2, 1, 1, 0, 1, 2, 2, 2, 2, 0, 2, 1, 0, 0, 2, 2, 1, 1, 0, 0]|[0, 1, 1, 0, 0, 1, 1, 0, 0, 0, 0, 1, 3, 3, 1, 1, 0, 1, 3, 0]|[1, 1, 1, 0, 0, 0, 0, 1, 1, 1, 1, 1, 2, 2, 0, 0, 1, 1, 2, 0]",176.98584291693194,10769.398545613269,16732.232217430577,0,1,0.5,105,0,844,"[16, 19, 12, 5, 10, 6, 3, 11, 4, 17, 2, 18, 13, 7, 0, 14, 1, 8, 9, 15]|[2, 1, 1, 0, 1, 2, 0, 2, 1, 1, 2, 0, 2, 1, 0, 0, 0, 0, 1, 1]|[0, 1, 1, 0, 0, 0, 3, 1, 0, 1, 0, 0, 0, 1, 3, 3, 3, 0, 1, 1]|[1, 1, 1, 0, 0, 1, 2, 0, 0, 1, 1, 1, 1, 1, 2, 2, 2, 0, 1, 1]",202.18179393702678,10457.840125930366,14731.3024071944,0,9,0.1,99
21,20,135245,CMAX,"[16, 19, 12, 5, 4, 10, 11, 2, 15, 18, 13, 6, 1, 14, 17, 9, 3, 7, 0, 8]|[2, 1, 1, 0, 1, 2, 2, 2, 2, 0, 2, 1, 0, 0, 2, 2, 1, 1, 0, 0]|[0, 1, 1, 0, 0, 1, 1, 0, 0, 0, 0, 1, 3, 3, 1, 1, 0, 1, 3, 0]|[1, 1, 1, 0, 0, 0, 0, 1, 1, 1, 1, 1, 2, 2, 0, 0, 1, 1, 2, 0]",176.98584291693194,10769.398545613269,16732.232217430577,0,0,1,112,0,844,"[6, 19, 12, 5, 15, 16, 13, 11, 10, 1, 4, 7, 18, 9, 2, 14, 0, 17, 3, 8]|[2, 1, 1, 2, 2, 0, 2, 1, 1, 0, 2, 0, 0, 0, 1, 0, 0, 0, 1, 0]|[0, 1, 1, 0, 0, 3, 0, 1, 1, 3, 0, 3, 3, 3, 1, 3, 3, 3, 1, 3]|[1, 1, 1, 0, 1, 0, 1, 1, 1, 2, 1, 2, 0, 0, 1, 2, 0, 2, 1, 0]",349.33203781775455,8577.299973438416,16100.040210048599,0,13,0.07142857142857142,97
22,20,135245,TWC,"[6, 19, 12, 5, 4, 16, 3, 11, 15, 1, 10, 7, 18, 13, 2, 0, 17, 8, 9, 14]|[2, 2, 0, 1, 2, 0, 0, 2, 1, 0, 0, 1, 0, 0, 1, 0, 0, 2, 0, 0]|[0, 0, 2, 1, 0, 3, 3, 0, 1, 3, 3, 1, 3, 0, 1, 3, 3, 1, 3, 3]|[1, 0, 1, 0, 1, 0, 2, 0, 1, 2, 0, 1, 0, 2, 1, 0, 1, 1, 2, 0]",382.91162888725654,9600.907507815913,12911.034063185603,0,7,0.125,107,2,862,,NaN,NaN,NaN,0,0,NaN,-1
23,21,142203,CMAX,"[16, 19, 12, 5, 4, 10, 11, 2, 15, 18, 13, 6, 1, 14, 17, 9, 3, 7, 0, 8]|[2, 1, 1, 0, 1, 2, 2, 2, 2, 0, 2, 1, 0, 0, 2, 2, 1, 1, 0, 0]|[0, 1, 1, 0, 0, 1, 1, 0, 0, 0, 0, 1, 3, 3, 1, 1, 0, 1, 3, 0]|[1, 1, 1, 0, 0, 0, 0, 1, 1, 1, 1, 1, 2, 2, 0, 0, 1, 1, 2, 0]",176.98584291693194,10769.398545613269,16732.232217430577,0,7,0.125,106,0,844,"[16, 19, 12, 14, 5, 4, 15, 3, 10, 11, 17, 6, 18, 8, 7, 0, 9, 2, 1, 13]|[2, 1, 1, 0, 0, 1, 2, 0, 2, 1, 1, 0, 0, 0, 0, 0, 1, 2, 1, 2]|[0, 1, 1, 3, 0, 0, 0, 3, 1, 1, 1, 3, 0, 0, 3, 3, 1, 0, 1, 0]|[1, 1, 1, 2, 0, 0, 1, 2, 0, 1, 1, 2, 1, 0, 2, 2, 1, 1, 1, 1]",252.47662005747108,10059.773626419628,14875.879084555532,0,19,0.05,98
24,21,142203,TWC,"[6, 19, 12, 5, 4, 16, 3, 11, 15, 1, 10, 7, 18, 13, 2, 0, 17, 8, 9, 14]|[2, 2, 0, 1, 2, 0, 0, 2, 1, 0, 0, 1, 0, 0, 1, 0, 0, 2, 0, 0]|[0, 0, 2, 1, 0, 3, 3, 0, 1, 3, 3, 1, 3, 0, 1, 3, 3, 1, 3, 3]|[1, 0, 1, 0, 1, 0, 2, 0, 1, 2, 0, 1, 0, 2, 1, 0, 1, 1, 2, 0]",382.91162888725654,9600.907507815913,12911.034063185603,0,10,0.09090909090909091,104,2,862,"[16, 19, 12, 5, 4, 6, 3, 11, 10, 17, 2, 18, 13, 14, 15, 7, 0, 8, 9, 1]|[2, 1, 1, 0, 1, 2, 0, 1, 2, 1, 2, 0, 2, 0, 1, 1, 0, 0, 2, 0]|[0, 1, 1, 0, 0, 0, 3, 1, 1, 1, 0, 0, 0, 3, 1, 1, 3, 0, 1, 3]|[1, 1, 1, 0, 0, 1, 2, 1, 0, 1, 1, 1, 1, 2, 1, 1, 2, 0, 0, 2]",199.6400608108605,10228.806158890142,16171.059026705607,0,18,0.05263157894736842,99
25,22,149192,CMAX,"[16, 19, 12, 5, 4, 10, 11, 2, 15, 18, 13, 6, 1, 14, 17, 9, 3, 7, 0, 8]|[2, 1, 1, 0, 1, 2, 2, 2, 2, 0, 2, 1, 0, 0, 2, 2, 1, 1, 0, 0]|[0, 1, 1, 0, 0, 1, 1, 0, 0, 0, 0, 1, 3, 3, 1, 1, 0, 1, 3, 0]|[1, 1, 1, 0, 0, 0, 0, 1, 1, 1, 1, 1, 2, 2, 0, 0, 1, 1, 2, 0]",176.98584291693194,10769.398545613269,16732.232217430577,0,3,0.25,103,0,919,"[6, 19, 12, 5, 4, 16, 3, 11, 10, 17, 8, 14, 18, 13, 2, 9, 0, 15, 1, 7]|[2, 1, 1, 2, 2, 0, 0, 2, 1, 0, 1, 0, 1, 2, 1, 0, 0, 2, 0, 0]|[0, 1, 1, 0, 0, 3, 3, 0, 1, 3, 1, 3, 1, 0, 1, 3, 3, 0, 3, 3]|[1, 1, 1, 0, 1, 0, 2, 1, 1, 2, 1, 0, 1, 1, 1, 2, 0, 1, 2, 2]",310.5217482314328,8957.835878060305,17455.618029270714,0,11,0.08333333333333333,98
