id,cycle,fe,role,fp,cmax,tec,twc,q,p,score,origRank,slot,lineage,dFp,dCmax,dTEC,dTWC,dq,dp,dScore,dOrigRank
10,16,107687,CMAX,"[16, 5, 2, 10, 18, 17, 15, 11, 9, 19, 7, 4, 13, 1, 8, 12, 6, 0, 3, 14]|[2, 0, 2, 2, 0, 2, 1, 2, 2, 1, 1, 1, 0, 1, 2, 2, 1, 1, 0, 0]|[1, 2, 0, 0, 3, 0, 0, 1, 1, 1, 1, 0, 3, 0, 1, 0, 1, 1, 0, 1]|[1, 2, 0, 1, 0, 1, 0, 0, 1, 1, 1, 1, 0, 1, 1, 0, 0, 1, 2, 1]",189.17425032982658,11229.470347100229,17630.941824421345,0,0,1,117,0,793,"[16, 5, 2, 10, 3, 12, 14, 11, 9, 0, 6, 17, 8, 4, 13, 19, 7, 18, 15, 1]|[2, 1, 2, 2, 0, 2, 0, 2, 2, 0, 1, 2, 2, 1, 0, 1, 1, 0, 0, 0]|[1, 1, 0, 0, 0, 0, 3, 1, 1, 3, 1, 0, 1, 0, 3, 1, 1, 3, 3, 3]|[1, 1, 0, 1, 0, 1, 2, 0, 1, 2, 0, 0, 1, 1, 0, 1, 1, 0, 2, 2]",248.03385306281612,9843.066073311991,15937.722994812992,0,12,0.07692307692307693,99
11,18,121415,CMAX,"[16, 5, 2, 17, 6, 1, 9, 10, 8, 12, 15, 11, 3, 4, 13, 18, 19, 14, 0, 7]|[2, 1, 2, 2, 1, 0, 2, 2, 0, 2, 0, 2, 2, 1, 0, 2, 1, 0, 0, 1]|[1, 0, 0, 0, 1, 3, 1, 0, 0, 0, 3, 1, 1, 0, 3, 0, 1, 1, 3, 1]|[1, 1, 0, 0, 0, 2, 1, 1, 0, 1, 2, 0, 1, 1, 0, 0, 1, 1, 2, 1]",188.3943862917039,10733.755586088082,16498.88354849159,0,4,0.2,108,0,992,"[10, 14, 6, 3, 7, 8, 2, 17, 11, 4, 19, 15, 12, 0, 16, 1, 13, 9, 5, 18]|[2, 2, 2, 2, 1, 2, 0, 1, 2, 1, 1, 0, 0, 0, 1, 0, 0, 0, 1, 0]|[1, 0, 0, 0, 1, 0, 3, 1, 0, 1, 1, 3, 3, 3, 1, 1, 3, 3, 1, 3]|[0, 1, 0, 1, 1, 1, 0, 1, 1, 1, 1, 2, 0, 2, 1, 1, 0, 0, 1, 0]",281.8578292999852,9444.582744453226,19106.47258233162,0,14,0.06666666666666667,98
12,18,121415,TEC,"[16, 14, 19, 6, 0, 3, 1, 11, 17, 10, 5, 15, 9, 12, 7, 8, 4, 18, 13, 2]|[1, 1, 0, 2, 0, 0, 0, 1, 2, 2, 1, 0, 2, 0, 0, 0, 2, 0, 0, 0]|[1, 1, 3, 0, 3, 3, 3, 1, 0, 0, 1, 3, 0, 3, 3, 3, 0, 3, 3, 3]|[1, 1, 0, 1, 2, 0, 2, 1, 0, 1, 1, 2, 0, 0, 2, 0, 1, 2, 0, 2]",450.879502974659,8419.009079845262,13697.432440857132,0,7,0.125,104,1,940,"[16, 10, 14, 9, 0, 8, 12, 7, 11, 17, 5, 4, 3, 6, 15, 1, 19, 18, 2, 13]|[2, 2, 2, 0, 0, 0, 0, 2, 1, 2, 1, 1, 0, 2, 0, 0, 1, 0, 2, 0]|[0, 0, 0, 1, 1, 3, 3, 0, 1, 0, 1, 1, 3, 0, 3, 1, 1, 3, 0, 3]|[1, 1, 0, 1, 1, 0, 0, 1, 1, 1, 1, 1, 0, 0, 2, 1, 1, 2, 1, 0]",276.24566362799396,10090.77816712526,15890.647759203723,0,12,0.07692307692307693,99
13,19,128316,CMAX,"[16, 5, 2, 17, 6, 1, 9, 10, 8, 12, 15, 11, 3, 4, 13, 18, 19, 14, 0, 7]|[2, 1, 2, 2, 1, 0, 2, 2, 0, 2, 0, 2, 2, 1, 0, 2, 1, 0, 0, 1]|[1, 0, 0, 0, 1, 3, 1, 0, 0, 0, 3, 1, 1, 0, 3, 0, 1, 1, 3, 1]|[1, 1, 0, 0, 0, 2, 1, 1, 0, 1, 2, 0, 1, 1, 0, 0, 1, 1, 2, 1]",188.3943862917039,10733.755586088082,16498.88354849159,0,4,0.2,112,0,992,"[16, 10, 14, 9, 6, 8, 2, 4, 11, 17, 5, 15, 12, 0, 3, 7, 19, 13, 1, 18]|[1, 2, 2, 0, 2, 2, 0, 1, 2, 1, 1, 0, 0, 0, 0, 0, 1, 0, 0, 1]|[1, 1, 0, 3, 0, 0, 3, 1, 0, 1, 1, 3, 3, 3, 3, 3, 1, 3, 3, 1]|[1, 1, 0, 0, 1, 1, 0, 1, 0, 1, 1, 2, 0, 2, 0, 2, 1, 0, 0, 1]",316.9530762353516,8971.94168662936,16380.800159932262,0,13,0.07142857142857142,99
14,19,128316,TEC,"[16, 14, 19, 6, 0, 3, 1, 11, 17, 10, 5, 15, 9, 12, 7, 8, 4, 18, 13, 2]|[1, 1, 0, 2, 0, 0, 0, 1, 2, 2, 1, 0, 2, 0, 0, 0, 2, 0, 0, 0]|[1, 1, 3, 0, 3, 3, 3, 1, 0, 0, 1, 3, 0, 3, 3, 3, 0, 3, 3, 3]|[1, 1, 0, 1, 2, 0, 2, 1, 0, 1, 1, 2, 0, 0, 2, 0, 1, 2, 0, 2]",450.879502974659,8419.009079845262,13697.432440857132,0,3,0.25,116,1,940,,NaN,NaN,NaN,0,0,NaN,-1
15,20,135245,CMAX,"[16, 5, 2, 17, 6, 1, 9, 10, 8, 12, 15, 11, 3, 4, 13, 18, 19, 14, 0, 7]|[2, 1, 2, 2, 1, 0, 2, 2, 0, 2, 0, 2, 2, 1, 0, 2, 1, 0, 0, 1]|[1, 0, 0, 0, 1, 3, 1, 0, 0, 0, 3, 1, 1, 0, 3, 0, 1, 1, 3, 1]|[1, 1, 0, 0, 0, 2, 1, 1, 0, 1, 2, 0, 1, 1, 0, 0, 1, 1, 2, 1]",188.3943862917039,10733.755586088082,16498.88354849159,0,2,0.3333333333333333,109,0,992,,NaN,NaN,NaN,0,0,NaN,-1
16,21,142203,CMAX,"[5, 19, 17, 3, 13, 4, 16, 2, 9, 6, 12, 8, 10, 15, 11, 0, 14, 7, 1, 18]|[1, 1, 2, 2, 0, 1, 1, 2, 2, 2, 2, 0, 2, 0, 2, 0, 0, 1, 0, 0]|[0, 1, 0, 1, 2, 1, 1, 0, 1, 1, 0, 0, 0, 3, 1, 3, 1, 1, 3, 3]|[0, 1, 0, 1, 0, 1, 1, 0, 1, 1, 1, 0, 1, 2, 0, 2, 1, 1, 2, 0]",183.98596683832295,10745.362399780312,15808.737344664742,0,5,0.16666666666666666,116,0,1091,"[16, 5, 2, 10, 8, 12, 15, 11, 9, 1, 6, 17, 3, 4, 14, 13, 19, 7, 0, 18]|[2, 1, 2, 2, 0, 2, 0, 2, 2, 0, 1, 2, 2, 1, 0, 0, 1, 2, 0, 0]|[1, 1, 0, 0, 0, 0, 3, 1, 1, 3, 1, 0, 1, 0, 1, 3, 1, 1, 3, 3]|[1, 1, 0, 1, 0, 1, 2, 0, 1, 2, 0, 0, 1, 1, 1, 0, 1, 1, 2, 0]",197.4091677881489,10296.203485002625,15110.335985691554,0,19,0.05,99
17,22,149192,CMAX,"[5, 19, 17, 3, 13, 4, 16, 2, 9, 6, 12, 8, 10, 15, 11, 0, 14, 7, 1, 18]|[1, 1, 2, 2, 0, 1, 1, 2, 2, 2, 2, 0, 2, 0, 2, 0, 0, 1, 0, 0]|[0, 1, 0, 1, 2, 1, 1, 0, 1, 1, 0, 0, 0, 3, 1, 3, 1, 1, 3, 3]|[0, 1, 0, 1, 0, 1, 1, 0, 1, 1, 1, 0, 1, 2, 0, 2, 1, 1, 2, 0]",183.98596683832295,10745.362399780312,15808.737344664742,0,5,0.16666666666666666,112,0,1091,,NaN,NaN,NaN,0,0,NaN,-1
18,23,156214,CMAX,"[5, 19, 17, 3, 13, 4, 16, 2, 9, 6, 12, 8, 10, 15, 11, 0, 14, 7, 1, 18]|[1, 1, 2, 2, 0, 1, 1, 2, 2, 2, 2, 0, 2, 0, 2, 0, 0, 1, 0, 0]|[0, 1, 0, 1, 2, 1, 1, 0, 1, 1, 0, 0, 0, 3, 1, 3, 1, 1, 3, 3]|[0, 1, 0, 1, 0, 1, 1, 0, 1, 1, 1, 0, 1, 2, 0, 2, 1, 1, 2, 0]",183.98596683832295,10745.362399780312,15808.737344664742,0,13,0.07142857142857142,103,0,1091,,NaN,NaN,NaN,0,0,NaN,-1
19,24,163271,CMAX,"[5, 19, 17, 3, 13, 4, 16, 2, 9, 6, 12, 8, 10, 15, 11, 0, 14, 7, 1, 18]|[1, 1, 2, 2, 0, 1, 1, 2, 2, 2, 2, 0, 2, 0, 2, 0, 0, 1, 0, 0]|[0, 1, 0, 1, 2, 1, 1, 0, 1, 1, 0, 0, 0, 3, 1, 3, 1, 1, 3, 3]|[0, 1, 0, 1, 0, 1, 1, 0, 1, 1, 1, 0, 1, 2, 0, 2, 1, 1, 2, 0]",183.98596683832295,10745.362399780312,15808.737344664742,0,10,0.09090909090909091,101,0,1091,"[16, 5, 2, 10, 13, 12, 15, 11, 9, 0, 6, 17, 3, 4, 14, 8, 18, 1, 19, 7]|[2, 1, 2, 2, 0, 2, 0, 2, 2, 0, 1, 2, 2, 1, 0, 0, 0, 0, 1, 1]|[1, 0, 0, 0, 2, 0, 3, 1, 1, 3, 1, 0, 0, 0, 1, 0, 3, 3, 1, 1]|[1, 1, 0, 1, 0, 1, 2, 0, 1, 2, 0, 0, 1, 1, 1, 0, 0, 2, 1, 1]",188.3943862917039,10640.934345562575,15865.217019175821,0,14,0.06666666666666667,98
20,24,163271,TWC,"[16, 10, 14, 9, 1, 8, 12, 4, 11, 17, 5, 15, 2, 0, 3, 7, 13, 6, 18, 19]|[0, 2, 2, 0, 0, 2, 0, 1, 2, 1, 1, 0, 0, 0, 0, 0, 0, 2, 0, 1]|[3, 1, 0, 3, 1, 0, 3, 1, 0, 1, 1, 3, 3, 3, 3, 3, 3, 0, 3, 1]|[2, 1, 0, 0, 1, 1, 0, 1, 0, 1, 0, 2, 0, 2, 0, 2, 0, 1, 2, 1]",377.9809971260039,9200.488139268524,12577.16872328102,0,8,0.1111111111111111,104,2,962,"[16, 5, 2, 17, 8, 12, 15, 10, 4, 11, 6, 3, 14, 9, 13, 18, 1, 19, 7, 0]|[2, 1, 2, 2, 0, 1, 0, 2, 1, 2, 2, 2, 0, 0, 0, 0, 0, 1, 1, 1]|[0, 0, 1, 1, 0, 1, 3, 1, 1, 1, 0, 0, 1, 3, 3, 3, 3, 1, 1, 1]|[0, 0, 1, 1, 0, 1, 2, 1, 1, 0, 1, 1, 1, 2, 0, 0, 2, 1, 1, 1]",191.49451208536217,10624.098411358293,16415.00286226539,0,13,0.07142857142857142,99
21,25,170366,CMAX,"[5, 19, 17, 3, 13, 4, 16, 2, 9, 6, 12, 8, 10, 15, 11, 0, 14, 7, 1, 18]|[1, 1, 2, 2, 0, 1, 1, 2, 2, 2, 2, 0, 2, 0, 2, 0, 0, 1, 0, 0]|[0, 1, 0, 1, 2, 1, 1, 0, 1, 1, 0, 0, 0, 3, 1, 3, 1, 1, 3, 3]|[0, 1, 0, 1, 0, 1, 1, 0, 1, 1, 1, 0, 1, 2, 0, 2, 1, 1, 2, 0]",183.98596683832295,10745.362399780312,15808.737344664742,0,3,0.25,101,0,1091,"[16, 5, 2, 15, 0, 3, 19, 11, 17, 9, 1, 14, 6, 4, 10, 7, 12, 8, 13, 18]|[0, 1, 2, 0, 0, 0, 1, 2, 2, 2, 0, 1, 1, 2, 2, 0, 0, 0, 0, 0]|[0, 1, 0, 3, 3, 0, 1, 1, 0, 1, 3, 1, 1, 0, 0, 3, 3, 3, 3, 3]|[0, 1, 0, 2, 2, 0, 1, 0, 1, 1, 2, 1, 0, 1, 1, 2, 0, 0, 0, 0]",321.5016888439908,9654.38303530027,14895.648029055057,0,8,0.1111111111111111,99
22,26,177500,CMAX,"[5, 19, 17, 3, 13, 4, 16, 2, 9, 6, 12, 8, 10, 15, 11, 0, 14, 7, 1, 18]|[1, 1, 2, 2, 0, 1, 1, 2, 2, 2, 2, 0, 2, 0, 2, 0, 0, 1, 0, 0]|[0, 1, 0, 1, 2, 1, 1, 0, 1, 1, 0, 0, 0, 3, 1, 3, 1, 1, 3, 3]|[0, 1, 0, 1, 0, 1, 1, 0, 1, 1, 1, 0, 1, 2, 0, 2, 1, 1, 2, 0]",183.98596683832295,10745.362399780312,15808.737344664742,0,11,0.08333333333333333,108,0,1091,"[9, 10, 14, 6, 1, 8, 12, 4, 11, 17, 5, 15, 2, 0, 13, 7, 16, 3, 19, 18]|[0, 2, 2, 0, 2, 2, 0, 1, 2, 1, 1, 0, 0, 0, 0, 0, 2, 0, 1, 0]|[3, 1, 0, 3, 0, 0, 3, 1, 0, 1, 1, 3, 3, 3, 3, 3, 0, 3, 1, 3]|[0, 1, 0, 2, 1, 1, 0, 1, 0, 1, 1, 2, 0, 2, 0, 2, 1, 0, 1, 2]",353.41566352628513,8989.102340089861,14791.46715149358,0,20,0.047619047619047616,98
23,26,177500,TWC,"[16, 10, 14, 9, 1, 8, 12, 4, 11, 17, 5, 15, 2, 0, 3, 7, 13, 6, 18, 19]|[0, 2, 2, 0, 0, 2, 0, 1, 2, 1, 1, 0, 0, 0, 0, 0, 0, 2, 0, 1]|[3, 1, 0, 3, 1, 0, 3, 1, 0, 1, 1, 3, 3, 3, 3, 3, 3, 0, 3, 1]|[2, 1, 0, 0, 1, 1, 0, 1, 0, 1, 0, 2, 0, 2, 0, 2, 0, 1, 2, 1]",377.9809971260039,9200.488139268524,12577.16872328102,0,18,0.05263157894736842,102,2,1165,"[10, 14, 19, 6, 0, 3, 2, 11, 17, 16, 5, 15, 12, 1, 7, 8, 18, 13, 4, 9]|[2, 1, 1, 2, 0, 0, 2, 1, 2, 1, 1, 0, 0, 0, 0, 0, 0, 0, 2, 0]|[0, 1, 1, 0, 3, 3, 0, 1, 0, 1, 1, 3, 3, 3, 3, 3, 3, 3, 0, 0]|[1, 1, 1, 1, 2, 0, 0, 1, 1, 1, 1, 2, 0, 2, 2, 0, 2, 0, 1, 0]",357.63107938325106,8660.349224548014,16105.100925046125,0,20,0.047619047619047616,99
24,27,184676,CMAX,"[5, 19, 17, 3, 13, 4, 16, 2, 9, 6, 12, 8, 10, 15, 11, 0, 14, 7, 1, 18]|[1, 1, 2, 2, 0, 1, 1, 2, 2, 2, 2, 0, 2, 0, 2, 0, 0, 1, 0, 0]|[0, 1, 0, 1, 2, 1, 1, 0, 1, 1, 0, 0, 0, 3, 1, 3, 1, 1, 3, 3]|[0, 1, 0, 1, 0, 1, 1, 0, 1, 1, 1, 0, 1, 2, 0, 2, 1, 1, 2, 0]",183.98596683832295,10745.362399780312,15808.737344664742,0,6,0.14285714285714285,109,0,1091,"[16, 5, 2, 3, 17, 6, 14, 9, 11, 15, 1, 12, 8, 10, 4, 7, 13, 18, 19, 0]|[2, 1, 2, 2, 2, 1, 0, 0, 2, 0, 0, 2, 0, 2, 1, 2, 0, 0, 1, 0]|[0, 1, 1, 1, 0, 1, 3, 0, 1, 3, 3, 0, 0, 0, 0, 1, 3, 3, 1, 3]|[0, 1, 1, 1, 0, 0, 2, 0, 0, 2, 2, 1, 0, 1, 1, 1, 0, 0, 1, 2]",250.03394429750557,9939.02749451742,15548.243792501617,0,19,0.05,98
25,27,184676,TEC,"[16, 14, 19, 6, 0, 3, 1, 11, 17, 10, 5, 7, 9, 2, 15, 4, 8, 18, 13, 12]|[1, 1, 0, 2, 0, 0, 0, 1, 2, 2, 1, 0, 2, 0, 0, 2, 0, 0, 0, 0]|[1, 1, 3, 0, 3, 3, 3, 1, 0, 0, 1, 3, 0, 3, 3, 0, 3, 3, 3, 3]|[1, 1, 0, 1, 2, 0, 2, 1, 0, 1, 1, 2, 0, 0, 2, 1, 0, 2, 0, 2]",456.08966989754055,8392.617815985901,13733.767191444189,0,15,0.0625,105,1,1152,"[16, 5, 2, 3, 17, 6, 14, 9, 11, 15, 1, 12, 8, 10, 4, 7, 13, 18, 19, 0]|[2, 1, 2, 2, 2, 1, 0, 0, 2, 0, 0, 2, 0, 2, 1, 2, 0, 0, 1, 0]|[0, 1, 1, 1, 0, 1, 3, 0, 1, 3, 3, 0, 0, 0, 0, 1, 3, 3, 1, 3]|[0, 1, 1, 1, 0, 0, 2, 0, 0, 2, 2, 1, 0, 1, 1, 1, 0, 0, 1, 2]",250.03394429750557,9939.02749451742,15548.243792501617,0,19,0.05,98
