run_id,seed,arm,variant,approx_count,pfref_count,pfref_sha256,hv,igd
A3-seed-20260816,20260816,A3,k50,50,205,96869d62ced6669c6d264f6b331e44dc3d69f0c4116e3fc946c58abd670256e7,0.44843641372451093,0.28285454050317776
A3-seed-20260817,20260817,A3,k50,50,205,96869d62ced6669c6d264f6b331e44dc3d69f0c4116e3fc946c58abd670256e7,0.6091387383095614,0.1882186126706603
A3-seed-20260818,20260818,A3,k50,50,205,96869d62ced6669c6d264f6b331e44dc3d69f0c4116e3fc946c58abd670256e7,0.5879471716482756,0.20470427661466223
A3-seed-20260819,20260819,A3,k50,50,205,96869d62ced6669c6d264f6b331e44dc3d69f0c4116e3fc946c58abd670256e7,0.47962413936276493,0.296128898102124
A4-seed-20260808,20260808,A4,k50,50,205,96869d62ced6669c6d264f6b331e44dc3d69f0c4116e3fc946c58abd670256e7,0.6746697639763619,0.17691878035421832
A4-seed-20260809,20260809,A4,k50,50,205,96869d62ced6669c6d264f6b331e44dc3d69f0c4116e3fc946c58abd670256e7,0.5708788294233804,0.2048681910960603
A4-seed-20260810,20260810,A4,k50,50,205,96869d62ced6669c6d264f6b331e44dc3d69f0c4116e3fc946c58abd670256e7,0.6707937178624257,0.17109164604532345
A4-seed-20260811,20260811,A4,k50,50,205,96869d62ced6669c6d264f6b331e44dc3d69f0c4116e3fc946c58abd670256e7,0.6171689150027697,0.18760747073358353
A4-seed-20260812,20260812,A4,k50,50,205,96869d62ced6669c6d264f6b331e44dc3d69f0c4116e3fc946c58abd670256e7,0.8164470695837173,0.16565493410748947
A4-seed-20260813,20260813,A4,k50,50,205,96869d62ced6669c6d264f6b331e44dc3d69f0c4116e3fc946c58abd670256e7,0.610042057745247,0.20407509354588982
A4-seed-20260814,20260814,A4,k50,50,205,96869d62ced6669c6d264f6b331e44dc3d69f0c4116e3fc946c58abd670256e7,0.5135218331682566,0.23569297306152004
A4-seed-20260815,20260815,A4,k50,50,205,96869d62ced6669c6d264f6b331e44dc3d69f0c4116e3fc946c58abd670256e7,0.6705727688311225,0.15817588194513
A4-seed-20260816,20260816,A4,k50,50,205,96869d62ced6669c6d264f6b331e44dc3d69f0c4116e3fc946c58abd670256e7,0.5362996524555746,0.2247714147134606
A4-seed-20260817,20260817,A4,k50,50,205,96869d62ced6669c6d264f6b331e44dc3d69f0c4116e3fc946c58abd670256e7,0.7724901035731109,0.11186536669116637
A4-seed-20260818,20260818,A4,k50,50,205,96869d62ced6669c6d264f6b331e44dc3d69f0c4116e3fc946c58abd670256e7,0.6195155398519003,0.1673520788810327
A4-seed-20260819,20260819,A4,k50,50,205,96869d62ced6669c6d264f6b331e44dc3d69f0c4116e3fc946c58abd670256e7,0.4885158028132722,0.23720802565664
