scope,omitted,remaining_runs,full_pfref_count,leaveout_pfref_count,pfref_delta,full_points_removed,new_points_exposed,pfref_jaccard,leaveout_pfref_sha256
run,A2-seed-20260819,59,1979,2107,128,280,408,0.711772098868873,b4e08ea96e4e34df46f4e808a5481aa015477ea9551a1cf2081804f388ac0e4e
run,A3-seed-20260808,59,1979,1963,-16,16,0,0.9919151086407276,b250e7e84d5abfe269a130e9cbea8730984e2a244d9d2fd648e72913e9bb1064
run,A3-seed-20260809,59,1979,1975,-4,4,0,0.9979787771601819,2bd2b92eabe85192fd7f2142be100cd8aa2c7aeffa8d5230d67be5647dc90418
run,A3-seed-20260810,59,1979,1979,0,0,0,1.0,3711e6dc7109f04fb2178cc0d49096d46ea3bf760fb58b47ea13a2368f2023fd
run,A3-seed-20260811,59,1979,1979,0,0,0,1.0,3711e6dc7109f04fb2178cc0d49096d46ea3bf760fb58b47ea13a2368f2023fd
run,A3-seed-20260812,59,1979,2006,27,18,45,0.9688735177865613,d0c7fd5d7e71f23e1beba2c0fe5bb4253d0b3aa7b8a427ad61d9bfbcf412638a
run,A3-seed-20260813,59,1979,1979,0,0,0,1.0,3711e6dc7109f04fb2178cc0d49096d46ea3bf760fb58b47ea13a2368f2023fd
run,A3-seed-20260814,59,1979,1979,0,0,0,1.0,3711e6dc7109f04fb2178cc0d49096d46ea3bf760fb58b47ea13a2368f2023fd
run,A3-seed-20260815,59,1979,1979,0,0,0,1.0,3711e6dc7109f04fb2178cc0d49096d46ea3bf760fb58b47ea13a2368f2023fd
run,A3-seed-20260816,59,1979,1979,0,0,0,1.0,3711e6dc7109f04fb2178cc0d49096d46ea3bf760fb58b47ea13a2368f2023fd
run,A3-seed-20260817,59,1979,1979,0,0,0,1.0,3711e6dc7109f04fb2178cc0d49096d46ea3bf760fb58b47ea13a2368f2023fd
run,A3-seed-20260818,59,1979,1979,0,0,0,1.0,3711e6dc7109f04fb2178cc0d49096d46ea3bf760fb58b47ea13a2368f2023fd
run,A3-seed-20260819,59,1979,1979,0,0,0,1.0,3711e6dc7109f04fb2178cc0d49096d46ea3bf760fb58b47ea13a2368f2023fd
run,A4-seed-20260808,59,1979,1968,-11,13,2,0.9924280666330136,38f0ded6234892b4e087c9628ddec70b9566780f61af9a845e2da602fcc9cce3
run,A4-seed-20260809,59,1979,1979,0,0,0,1.0,3711e6dc7109f04fb2178cc0d49096d46ea3bf760fb58b47ea13a2368f2023fd
run,A4-seed-20260810,59,1979,1637,-342,441,99,0.7401347449470644,59ae5881d3bdf926661cf7f9beac323b8d69ce6aca8599801174f432e71b2b49
run,A4-seed-20260811,59,1979,1979,0,0,0,1.0,3711e6dc7109f04fb2178cc0d49096d46ea3bf760fb58b47ea13a2368f2023fd
run,A4-seed-20260812,59,1979,1664,-315,467,152,0.7095260441107462,4982015560e4f3652f980277c0605bb09c41a8476379ccae6bc8a4b419964b0b
run,A4-seed-20260813,59,1979,1979,0,0,0,1.0,3711e6dc7109f04fb2178cc0d49096d46ea3bf760fb58b47ea13a2368f2023fd
run,A4-seed-20260814,59,1979,1979,0,0,0,1.0,3711e6dc7109f04fb2178cc0d49096d46ea3bf760fb58b47ea13a2368f2023fd
run,A4-seed-20260815,59,1979,1946,-33,37,4,0.9793242561775088,84d810911069cb25230ac93a2bd07ae791f0975e2fa05ca499138a291ad8ddf0
run,A4-seed-20260816,59,1979,1979,0,0,0,1.0,3711e6dc7109f04fb2178cc0d49096d46ea3bf760fb58b47ea13a2368f2023fd
run,A4-seed-20260817,59,1979,1941,-38,110,72,0.9112627986348123,db23dbc07c1915197f45b61b8eb4593e58f4261f30a4aa0bd994a7cc7fc338b9
run,A4-seed-20260818,59,1979,1979,0,0,0,1.0,3711e6dc7109f04fb2178cc0d49096d46ea3bf760fb58b47ea13a2368f2023fd
run,A4-seed-20260819,59,1979,1979,0,0,0,1.0,3711e6dc7109f04fb2178cc0d49096d46ea3bf760fb58b47ea13a2368f2023fd
arm,A0,48,1979,1930,-49,136,87,0.8920619554695063,a39468cd2d6a3ed5e1fc7024c29474c66a4f9d34375f5b3ccb6debacbc49f4ac
arm,A1,48,1979,1806,-173,250,77,0.8409533073929961,8a2669ffb6c4411cebd6ed3cf1bbe664196342fd581b5e6693453d161446306d
arm,A2,48,1979,2068,89,487,576,0.5839530332681018,0ec065c9a5d180edeeb10ac6d18ce0f7bf10dafae9c31b477d6c889236a51e91
arm,A3,48,1979,1987,8,38,46,0.9585185185185185,453c009c2a64c7f06eda4f8c673bc6dc7c9026359a4bebf5ec000d3294a3ed87
arm,A4,48,1979,1205,-774,1068,294,0.40079190497140343,11ad929beed14e6ff5a24194717396c0294e9cf6fadf04155141f306e7aea5ae
