run_id,seed,arm,variant,source_kind,raw_count,exact_unique_count,exact_duplicate_count,strict_nd_count,strict_dominated_unique_count,near_0.01pct_rate,near_0.05pct_rate,near_0.1pct_rate
A0-seed-20260817,20260817,A0,k50,deterministic-maximin,178,50,0,50,0,0.0,0.0,0.0
A0-seed-20260818,20260818,A0,full,decision-front,238,238,0,238,0,0.0,0.0,0.0
A0-seed-20260818,20260818,A0,k25,deterministic-maximin,238,25,0,25,0,0.0,0.0,0.0
A0-seed-20260818,20260818,A0,k30,deterministic-maximin,238,30,0,30,0,0.0,0.0,0.0
A0-seed-20260818,20260818,A0,k50,deterministic-maximin,238,50,0,50,0,0.0,0.0,0.0
A0-seed-20260819,20260819,A0,full,decision-front,245,245,0,245,0,0.0,0.0,0.0
A0-seed-20260819,20260819,A0,k25,deterministic-maximin,245,25,0,25,0,0.0,0.0,0.0
A0-seed-20260819,20260819,A0,k30,deterministic-maximin,245,30,0,30,0,0.0,0.0,0.0
A0-seed-20260819,20260819,A0,k50,deterministic-maximin,245,50,0,50,0,0.0,0.0,0.0
A1-seed-20260808,20260808,A1,full,decision-front,299,299,0,299,0,0.0,0.006688963210702341,0.020066889632107024
A1-seed-20260808,20260808,A1,k25,deterministic-maximin,299,25,0,25,0,0.0,0.0,0.0
A1-seed-20260808,20260808,A1,k30,deterministic-maximin,299,30,0,30,0,0.0,0.0,0.0
A1-seed-20260808,20260808,A1,k50,deterministic-maximin,299,50,0,50,0,0.0,0.0,0.0
A1-seed-20260809,20260809,A1,full,decision-front,446,446,0,446,0,0.0,0.0,0.0
A1-seed-20260809,20260809,A1,k25,deterministic-maximin,446,25,0,25,0,0.0,0.0,0.0
A1-seed-20260809,20260809,A1,k30,deterministic-maximin,446,30,0,30,0,0.0,0.0,0.0
A1-seed-20260809,20260809,A1,k50,deterministic-maximin,446,50,0,50,0,0.0,0.0,0.0
A1-seed-20260810,20260810,A1,full,decision-front,203,203,0,203,0,0.0,0.0,0.009852216748768473
A1-seed-20260810,20260810,A1,k25,deterministic-maximin,203,25,0,25,0,0.0,0.0,0.0
A1-seed-20260810,20260810,A1,k30,deterministic-maximin,203,30,0,30,0,0.0,0.0,0.0
A1-seed-20260810,20260810,A1,k50,deterministic-maximin,203,50,0,50,0,0.0,0.0,0.0
A1-seed-20260811,20260811,A1,full,decision-front,362,362,0,362,0,0.0,0.0055248618784530384,0.0055248618784530384
A1-seed-20260811,20260811,A1,k25,deterministic-maximin,362,25,0,25,0,0.0,0.0,0.0
A1-seed-20260811,20260811,A1,k30,deterministic-maximin,362,30,0,30,0,0.0,0.0,0.0
A1-seed-20260811,20260811,A1,k50,deterministic-maximin,362,50,0,50,0,0.0,0.0,0.0
A1-seed-20260812,20260812,A1,full,decision-front,208,208,0,208,0,0.0,0.019230769230769232,0.019230769230769232
A1-seed-20260812,20260812,A1,k25,deterministic-maximin,208,25,0,25,0,0.0,0.0,0.0
A1-seed-20260812,20260812,A1,k30,deterministic-maximin,208,30,0,30,0,0.0,0.0,0.0
A1-seed-20260812,20260812,A1,k50,deterministic-maximin,208,50,0,50,0,0.0,0.0,0.0
A1-seed-20260813,20260813,A1,full,decision-front,241,241,0,241,0,0.0,0.0,0.016597510373443983
A1-seed-20260813,20260813,A1,k25,deterministic-maximin,241,25,0,25,0,0.0,0.0,0.0
A1-seed-20260813,20260813,A1,k30,deterministic-maximin,241,30,0,30,0,0.0,0.0,0.0
A1-seed-20260813,20260813,A1,k50,deterministic-maximin,241,50,0,50,0,0.0,0.0,0.0
A1-seed-20260814,20260814,A1,full,decision-front,380,380,0,380,0,0.0,0.0,0.0
A1-seed-20260814,20260814,A1,k25,deterministic-maximin,380,25,0,25,0,0.0,0.0,0.0
A1-seed-20260814,20260814,A1,k30,deterministic-maximin,380,30,0,30,0,0.0,0.0,0.0
A1-seed-20260814,20260814,A1,k50,deterministic-maximin,380,50,0,50,0,0.0,0.0,0.0
A1-seed-20260815,20260815,A1,full,decision-front,232,232,0,232,0,0.0,0.0,0.017241379310344827
A1-seed-20260815,20260815,A1,k25,deterministic-maximin,232,25,0,25,0,0.0,0.0,0.0
A1-seed-20260815,20260815,A1,k30,deterministic-maximin,232,30,0,30,0,0.0,0.0,0.0
A1-seed-20260815,20260815,A1,k50,deterministic-maximin,232,50,0,50,0,0.0,0.0,0.0
A1-seed-20260816,20260816,A1,full,decision-front,369,369,0,369,0,0.0,0.0,0.01084010840108401
A1-seed-20260816,20260816,A1,k25,deterministic-maximin,369,25,0,25,0,0.0,0.0,0.0
A1-seed-20260816,20260816,A1,k30,deterministic-maximin,369,30,0,30,0,0.0,0.0,0.0
A1-seed-20260816,20260816,A1,k50,deterministic-maximin,369,50,0,50,0,0.0,0.0,0.0
A1-seed-20260817,20260817,A1,full,decision-front,225,225,0,225,0,0.0,0.0,0.0
A1-seed-20260817,20260817,A1,k25,deterministic-maximin,225,25,0,25,0,0.0,0.0,0.0
A1-seed-20260817,20260817,A1,k30,deterministic-maximin,225,30,0,30,0,0.0,0.0,0.0
A1-seed-20260817,20260817,A1,k50,deterministic-maximin,225,50,0,50,0,0.0,0.0,0.0
A1-seed-20260818,20260818,A1,full,decision-front,177,177,0,177,0,0.0,0.0,0.0
A1-seed-20260818,20260818,A1,k25,deterministic-maximin,177,25,0,25,0,0.0,0.0,0.0
A1-seed-20260818,20260818,A1,k30,deterministic-maximin,177,30,0,30,0,0.0,0.0,0.0
A1-seed-20260818,20260818,A1,k50,deterministic-maximin,177,50,0,50,0,0.0,0.0,0.0
A1-seed-20260819,20260819,A1,full,decision-front,236,236,0,236,0,0.0,0.0,0.00847457627118644
A1-seed-20260819,20260819,A1,k25,deterministic-maximin,236,25,0,25,0,0.0,0.0,0.0
A1-seed-20260819,20260819,A1,k30,deterministic-maximin,236,30,0,30,0,0.0,0.0,0.0
A1-seed-20260819,20260819,A1,k50,deterministic-maximin,236,50,0,50,0,0.0,0.0,0.0
A2-seed-20260808,20260808,A2,full,decision-front,202,202,0,202,0,0.0,0.0,0.0
A2-seed-20260808,20260808,A2,k25,deterministic-maximin,202,25,0,25,0,0.0,0.0,0.0
A2-seed-20260808,20260808,A2,k30,deterministic-maximin,202,30,0,30,0,0.0,0.0,0.0
A2-seed-20260808,20260808,A2,k50,deterministic-maximin,202,50,0,50,0,0.0,0.0,0.0
A2-seed-20260809,20260809,A2,full,decision-front,160,160,0,160,0,0.0,0.0,0.0
A2-seed-20260809,20260809,A2,k25,deterministic-maximin,160,25,0,25,0,0.0,0.0,0.0
A2-seed-20260809,20260809,A2,k30,deterministic-maximin,160,30,0,30,0,0.0,0.0,0.0
A2-seed-20260809,20260809,A2,k50,deterministic-maximin,160,50,0,50,0,0.0,0.0,0.0
A2-seed-20260810,20260810,A2,full,decision-front,239,239,0,239,0,0.0,0.0,0.0
A2-seed-20260810,20260810,A2,k25,deterministic-maximin,239,25,0,25,0,0.0,0.0,0.0
A2-seed-20260810,20260810,A2,k30,deterministic-maximin,239,30,0,30,0,0.0,0.0,0.0
A2-seed-20260810,20260810,A2,k50,deterministic-maximin,239,50,0,50,0,0.0,0.0,0.0
A2-seed-20260811,20260811,A2,full,decision-front,74,74,0,74,0,0.0,0.0,0.0
A2-seed-20260811,20260811,A2,k25,deterministic-maximin,74,25,0,25,0,0.0,0.0,0.0
A2-seed-20260811,20260811,A2,k30,deterministic-maximin,74,30,0,30,0,0.0,0.0,0.0
A2-seed-20260811,20260811,A2,k50,deterministic-maximin,74,50,0,50,0,0.0,0.0,0.0
A2-seed-20260812,20260812,A2,full,decision-front,188,188,0,188,0,0.0,0.0,0.0
A2-seed-20260812,20260812,A2,k25,deterministic-maximin,188,25,0,25,0,0.0,0.0,0.0
A2-seed-20260812,20260812,A2,k30,deterministic-maximin,188,30,0,30,0,0.0,0.0,0.0
A2-seed-20260812,20260812,A2,k50,deterministic-maximin,188,50,0,50,0,0.0,0.0,0.0
A2-seed-20260813,20260813,A2,full,decision-front,181,181,0,181,0,0.0,0.0,0.011049723756906077
A2-seed-20260813,20260813,A2,k25,deterministic-maximin,181,25,0,25,0,0.0,0.0,0.0
A2-seed-20260813,20260813,A2,k30,deterministic-maximin,181,30,0,30,0,0.0,0.0,0.0
A2-seed-20260813,20260813,A2,k50,deterministic-maximin,181,50,0,50,0,0.0,0.0,0.0
A2-seed-20260814,20260814,A2,full,decision-front,294,294,0,294,0,0.013605442176870748,0.023809523809523808,0.034013605442176874
A2-seed-20260814,20260814,A2,k25,deterministic-maximin,294,25,0,25,0,0.0,0.0,0.0
A2-seed-20260814,20260814,A2,k30,deterministic-maximin,294,30,0,30,0,0.0,0.0,0.0
A2-seed-20260814,20260814,A2,k50,deterministic-maximin,294,50,0,50,0,0.0,0.0,0.0
A2-seed-20260815,20260815,A2,full,decision-front,307,307,0,307,0,0.0,0.0,0.006514657980456026
A2-seed-20260815,20260815,A2,k25,deterministic-maximin,307,25,0,25,0,0.0,0.0,0.0
A2-seed-20260815,20260815,A2,k30,deterministic-maximin,307,30,0,30,0,0.0,0.0,0.0
A2-seed-20260815,20260815,A2,k50,deterministic-maximin,307,50,0,50,0,0.0,0.0,0.0
A2-seed-20260816,20260816,A2,full,decision-front,99,99,0,99,0,0.0,0.0,0.0
A2-seed-20260816,20260816,A2,k25,deterministic-maximin,99,25,0,25,0,0.0,0.0,0.0
A2-seed-20260816,20260816,A2,k30,deterministic-maximin,99,30,0,30,0,0.0,0.0,0.0
A2-seed-20260816,20260816,A2,k50,deterministic-maximin,99,50,0,50,0,0.0,0.0,0.0
A2-seed-20260817,20260817,A2,full,decision-front,212,212,0,212,0,0.0,0.0,0.0
A2-seed-20260817,20260817,A2,k25,deterministic-maximin,212,25,0,25,0,0.0,0.0,0.0
A2-seed-20260817,20260817,A2,k30,deterministic-maximin,212,30,0,30,0,0.0,0.0,0.0
A2-seed-20260817,20260817,A2,k50,deterministic-maximin,212,50,0,50,0,0.0,0.0,0.0
A2-seed-20260818,20260818,A2,full,decision-front,175,175,0,175,0,0.0,0.0,0.0
A2-seed-20260818,20260818,A2,k25,deterministic-maximin,175,25,0,25,0,0.0,0.0,0.0
A2-seed-20260818,20260818,A2,k30,deterministic-maximin,175,30,0,30,0,0.0,0.0,0.0
A2-seed-20260818,20260818,A2,k50,deterministic-maximin,175,50,0,50,0,0.0,0.0,0.0
A2-seed-20260819,20260819,A2,full,decision-front,302,302,0,302,0,0.0,0.0,0.006622516556291391
A2-seed-20260819,20260819,A2,k25,deterministic-maximin,302,25,0,25,0,0.0,0.0,0.0
A2-seed-20260819,20260819,A2,k30,deterministic-maximin,302,30,0,30,0,0.0,0.0,0.0
A2-seed-20260819,20260819,A2,k50,deterministic-maximin,302,50,0,50,0,0.0,0.0,0.0
A3-seed-20260808,20260808,A3,full,decision-front,323,323,0,323,0,0.0,0.0,0.018575851393188854
A3-seed-20260808,20260808,A3,k25,deterministic-maximin,323,25,0,25,0,0.0,0.0,0.0
A3-seed-20260808,20260808,A3,k30,deterministic-maximin,323,30,0,30,0,0.0,0.0,0.0
A3-seed-20260808,20260808,A3,k50,deterministic-maximin,323,50,0,50,0,0.0,0.0,0.0
A3-seed-20260809,20260809,A3,full,decision-front,201,201,0,201,0,0.0,0.0,0.0
A3-seed-20260809,20260809,A3,k25,deterministic-maximin,201,25,0,25,0,0.0,0.0,0.0
A3-seed-20260809,20260809,A3,k30,deterministic-maximin,201,30,0,30,0,0.0,0.0,0.0
A3-seed-20260809,20260809,A3,k50,deterministic-maximin,201,50,0,50,0,0.0,0.0,0.0
A3-seed-20260810,20260810,A3,full,decision-front,186,186,0,186,0,0.0,0.0,0.0
A3-seed-20260810,20260810,A3,k25,deterministic-maximin,186,25,0,25,0,0.0,0.0,0.0
A3-seed-20260810,20260810,A3,k30,deterministic-maximin,186,30,0,30,0,0.0,0.0,0.0
A3-seed-20260810,20260810,A3,k50,deterministic-maximin,186,50,0,50,0,0.0,0.0,0.0
A3-seed-20260811,20260811,A3,full,decision-front,209,209,0,209,0,0.0,0.009569377990430622,0.019138755980861243
A3-seed-20260811,20260811,A3,k25,deterministic-maximin,209,25,0,25,0,0.0,0.0,0.0
A3-seed-20260811,20260811,A3,k30,deterministic-maximin,209,30,0,30,0,0.0,0.0,0.0
A3-seed-20260811,20260811,A3,k50,deterministic-maximin,209,50,0,50,0,0.0,0.0,0.0
A3-seed-20260812,20260812,A3,full,decision-front,169,169,0,169,0,0.0,0.0,0.0
A3-seed-20260812,20260812,A3,k25,deterministic-maximin,169,25,0,25,0,0.0,0.0,0.0
A3-seed-20260812,20260812,A3,k30,deterministic-maximin,169,30,0,30,0,0.0,0.0,0.0
A3-seed-20260812,20260812,A3,k50,deterministic-maximin,169,50,0,50,0,0.0,0.0,0.0
A3-seed-20260813,20260813,A3,full,decision-front,130,130,0,130,0,0.0,0.0,0.015384615384615385
A3-seed-20260813,20260813,A3,k25,deterministic-maximin,130,25,0,25,0,0.0,0.0,0.0
A3-seed-20260813,20260813,A3,k30,deterministic-maximin,130,30,0,30,0,0.0,0.0,0.0
A3-seed-20260813,20260813,A3,k50,deterministic-maximin,130,50,0,50,0,0.0,0.0,0.0
A3-seed-20260814,20260814,A3,full,decision-front,203,203,0,203,0,0.0,0.0,0.009852216748768473
A3-seed-20260814,20260814,A3,k25,deterministic-maximin,203,25,0,25,0,0.0,0.0,0.0
A3-seed-20260814,20260814,A3,k30,deterministic-maximin,203,30,0,30,0,0.0,0.0,0.0
A3-seed-20260814,20260814,A3,k50,deterministic-maximin,203,50,0,50,0,0.0,0.0,0.0
A3-seed-20260815,20260815,A3,full,decision-front,200,200,0,200,0,0.0,0.0,0.0
A3-seed-20260815,20260815,A3,k25,deterministic-maximin,200,25,0,25,0,0.0,0.0,0.0
A3-seed-20260815,20260815,A3,k30,deterministic-maximin,200,30,0,30,0,0.0,0.0,0.0
A3-seed-20260815,20260815,A3,k50,deterministic-maximin,200,50,0,50,0,0.0,0.0,0.0
A3-seed-20260816,20260816,A3,full,decision-front,267,267,0,267,0,0.0,0.0,0.0
A3-seed-20260816,20260816,A3,k25,deterministic-maximin,267,25,0,25,0,0.0,0.0,0.0
A3-seed-20260816,20260816,A3,k30,deterministic-maximin,267,30,0,30,0,0.0,0.0,0.0
A3-seed-20260816,20260816,A3,k50,deterministic-maximin,267,50,0,50,0,0.0,0.0,0.0
A3-seed-20260817,20260817,A3,full,decision-front,240,240,0,240,0,0.0,0.0,0.0
A3-seed-20260817,20260817,A3,k25,deterministic-maximin,240,25,0,25,0,0.0,0.0,0.0
A3-seed-20260817,20260817,A3,k30,deterministic-maximin,240,30,0,30,0,0.0,0.0,0.0
A3-seed-20260817,20260817,A3,k50,deterministic-maximin,240,50,0,50,0,0.0,0.0,0.0
A3-seed-20260818,20260818,A3,full,decision-front,229,229,0,229,0,0.0,0.0,0.0
A3-seed-20260818,20260818,A3,k25,deterministic-maximin,229,25,0,25,0,0.0,0.0,0.0
A3-seed-20260818,20260818,A3,k30,deterministic-maximin,229,30,0,30,0,0.0,0.0,0.0
A3-seed-20260818,20260818,A3,k50,deterministic-maximin,229,50,0,50,0,0.0,0.0,0.0
A3-seed-20260819,20260819,A3,full,decision-front,214,214,0,214,0,0.0,0.0,0.0
A3-seed-20260819,20260819,A3,k25,deterministic-maximin,214,25,0,25,0,0.0,0.0,0.0
A3-seed-20260819,20260819,A3,k30,deterministic-maximin,214,30,0,30,0,0.0,0.0,0.0
A3-seed-20260819,20260819,A3,k50,deterministic-maximin,214,50,0,50,0,0.0,0.0,0.0
A4-seed-20260808,20260808,A4,full,decision-front,550,550,0,550,0,0.0,0.01090909090909091,0.014545454545454545
A4-seed-20260808,20260808,A4,k25,deterministic-maximin,550,25,0,25,0,0.0,0.0,0.0
A4-seed-20260808,20260808,A4,k30,deterministic-maximin,550,30,0,30,0,0.0,0.0,0.0
A4-seed-20260808,20260808,A4,k50,deterministic-maximin,550,50,0,50,0,0.0,0.0,0.0
A4-seed-20260809,20260809,A4,full,decision-front,267,267,0,267,0,0.0,0.0,0.00749063670411985
A4-seed-20260809,20260809,A4,k25,deterministic-maximin,267,25,0,25,0,0.0,0.0,0.0
A4-seed-20260809,20260809,A4,k30,deterministic-maximin,267,30,0,30,0,0.0,0.0,0.0
A4-seed-20260809,20260809,A4,k50,deterministic-maximin,267,50,0,50,0,0.0,0.0,0.0
A4-seed-20260810,20260810,A4,full,decision-front,700,700,0,700,0,0.014285714285714285,0.02857142857142857,0.045714285714285714
A4-seed-20260810,20260810,A4,k25,deterministic-maximin,700,25,0,25,0,0.0,0.0,0.0
A4-seed-20260810,20260810,A4,k30,deterministic-maximin,700,30,0,30,0,0.0,0.0,0.0
A4-seed-20260810,20260810,A4,k50,deterministic-maximin,700,50,0,50,0,0.0,0.0,0.0
A4-seed-20260811,20260811,A4,full,decision-front,219,219,0,219,0,0.0,0.0,0.0
A4-seed-20260811,20260811,A4,k25,deterministic-maximin,219,25,0,25,0,0.0,0.0,0.0
A4-seed-20260811,20260811,A4,k30,deterministic-maximin,219,30,0,30,0,0.0,0.0,0.0
A4-seed-20260811,20260811,A4,k50,deterministic-maximin,219,50,0,50,0,0.0,0.0,0.0
A4-seed-20260812,20260812,A4,full,decision-front,873,873,0,873,0,0.0,0.006872852233676976,0.03665521191294387
A4-seed-20260812,20260812,A4,k25,deterministic-maximin,873,25,0,25,0,0.0,0.0,0.0
A4-seed-20260812,20260812,A4,k30,deterministic-maximin,873,30,0,30,0,0.0,0.0,0.0
A4-seed-20260812,20260812,A4,k50,deterministic-maximin,873,50,0,50,0,0.0,0.0,0.0
A4-seed-20260813,20260813,A4,full,decision-front,448,448,0,448,0,0.0,0.0,0.008928571428571428
A4-seed-20260813,20260813,A4,k25,deterministic-maximin,448,25,0,25,0,0.0,0.0,0.0
A4-seed-20260813,20260813,A4,k30,deterministic-maximin,448,30,0,30,0,0.0,0.0,0.0
A4-seed-20260813,20260813,A4,k50,deterministic-maximin,448,50,0,50,0,0.0,0.0,0.0
A4-seed-20260814,20260814,A4,full,decision-front,258,258,0,258,0,0.0,0.0,0.007751937984496124
A4-seed-20260814,20260814,A4,k25,deterministic-maximin,258,25,0,25,0,0.0,0.0,0.0
A4-seed-20260814,20260814,A4,k30,deterministic-maximin,258,30,0,30,0,0.0,0.0,0.0
A4-seed-20260814,20260814,A4,k50,deterministic-maximin,258,50,0,50,0,0.0,0.0,0.0
A4-seed-20260815,20260815,A4,full,decision-front,387,387,0,387,0,0.00516795865633075,0.00516795865633075,0.00516795865633075
A4-seed-20260815,20260815,A4,k25,deterministic-maximin,387,25,0,25,0,0.0,0.0,0.0
A4-seed-20260815,20260815,A4,k30,deterministic-maximin,387,30,0,30,0,0.0,0.0,0.0
A4-seed-20260815,20260815,A4,k50,deterministic-maximin,387,50,0,50,0,0.0,0.0,0.0
A4-seed-20260816,20260816,A4,full,decision-front,729,729,0,729,0,0.0027434842249657062,0.01783264746227709,0.0411522633744856
A4-seed-20260816,20260816,A4,k25,deterministic-maximin,729,25,0,25,0,0.0,0.0,0.0
A4-seed-20260816,20260816,A4,k30,deterministic-maximin,729,30,0,30,0,0.0,0.0,0.0
A4-seed-20260816,20260816,A4,k50,deterministic-maximin,729,50,0,50,0,0.0,0.0,0.0
A4-seed-20260817,20260817,A4,full,decision-front,443,443,0,443,0,0.004514672686230248,0.013544018058690745,0.02708803611738149
A4-seed-20260817,20260817,A4,k25,deterministic-maximin,443,25,0,25,0,0.0,0.0,0.0
A4-seed-20260817,20260817,A4,k30,deterministic-maximin,443,30,0,30,0,0.0,0.0,0.0
A4-seed-20260817,20260817,A4,k50,deterministic-maximin,443,50,0,50,0,0.0,0.0,0.0
A4-seed-20260818,20260818,A4,full,decision-front,531,531,0,531,0,0.0,0.007532956685499058,0.02824858757062147
A4-seed-20260818,20260818,A4,k25,deterministic-maximin,531,25,0,25,0,0.0,0.0,0.0
A4-seed-20260818,20260818,A4,k30,deterministic-maximin,531,30,0,30,0,0.0,0.0,0.0
A4-seed-20260818,20260818,A4,k50,deterministic-maximin,531,50,0,50,0,0.0,0.0,0.0
A4-seed-20260819,20260819,A4,full,decision-front,283,283,0,283,0,0.0,0.007067137809187279,0.04240282685512368
A4-seed-20260819,20260819,A4,k25,deterministic-maximin,283,25,0,25,0,0.0,0.0,0.0
A4-seed-20260819,20260819,A4,k30,deterministic-maximin,283,30,0,30,0,0.0,0.0,0.0
A4-seed-20260819,20260819,A4,k50,deterministic-maximin,283,50,0,50,0,0.0,0.0,0.0
