run_id,seed,arm,instance,source_member_prefix,status,full_evaluations,actual_fe,phase_bound_accepted,initial_population_hash,front_sha256,front_rows,verification_ok,complete_accepted_ok
A0-seed-20260810,20260810,A0,100_2_3_1,zhangbo-v35-stage2-master-v2-20260823/results/formal-a0-a4-4500/100_2_3_1/seed-20260810/A0/,COMPLETED,500000,500000,true,4ee55c39d82b5f22adebc0a1da97f71ca6ec52e2093b2932f6060e6a707465c5,4b29858e377c2fad0d474eb632d7892eb33c1aa1f296eebd426df92a3e98c868,183,true,true
A1-seed-20260810,20260810,A1,100_2_3_1,zhangbo-v35-stage2-master-v2-20260823/results/formal-a0-a4-4500/100_2_3_1/seed-20260810/A1/,COMPLETED,500000,500000,true,4ee55c39d82b5f22adebc0a1da97f71ca6ec52e2093b2932f6060e6a707465c5,55d3e5d64a422eff715c5948c9406b74ebf34983fd741a5290c1e4f8aa785d36,203,true,true
A2-seed-20260810,20260810,A2,100_2_3_1,zhangbo-v35-stage2-master-v2-20260823/results/formal-a0-a4-4500/100_2_3_1/seed-20260810/A2/,COMPLETED,500000,500000,true,4ee55c39d82b5f22adebc0a1da97f71ca6ec52e2093b2932f6060e6a707465c5,f886f3a2f38a0b50a2bf6983496cb6935f18542a9b1437165f986b617d24eeb8,239,true,true
A3-seed-20260810,20260810,A3,100_2_3_1,zhangbo-v35-stage2-master-v2-20260823/results/formal-a0-a4-4500/100_2_3_1/seed-20260810/A3/,COMPLETED,495590,495590,true,4ee55c39d82b5f22adebc0a1da97f71ca6ec52e2093b2932f6060e6a707465c5,0850fcdef0cb5dfbf193e7322b3443b6a5186281f90b5c750746cbf14ef62df6,186,true,true
A4-seed-20260810,20260810,A4,100_2_3_1,zhangbo-v35-stage2-master-v2-20260823/results/formal-a0-a4-4500/100_2_3_1/seed-20260810/A4/,COMPLETED,500000,500000,true,4ee55c39d82b5f22adebc0a1da97f71ca6ec52e2093b2932f6060e6a707465c5,06fa4f4ac8b7432393eb114545bbdd5354d4ef5f2461258eebae0d8a58b63233,700,true,true
A0-seed-20260811,20260811,A0,100_2_3_1,zhangbo-v35-stage2-master-v2-20260823/results/formal-a0-a4-4500/100_2_3_1/seed-20260811/A0/,COMPLETED,500000,500000,true,e25863c8282747abde40ca706cae19a530d387de314f07ae38880fdea0851209,16220be66409fc8455139a84a9c09dcf69c91f295171de27bb58092fc942d4b4,110,true,true
A1-seed-20260811,20260811,A1,100_2_3_1,zhangbo-v35-stage2-master-v2-20260823/results/formal-a0-a4-4500/100_2_3_1/seed-20260811/A1/,COMPLETED,500000,500000,true,e25863c8282747abde40ca706cae19a530d387de314f07ae38880fdea0851209,2b961e8840120305b075156f8b09bcd4faf99ab50d88e93f57fef7e885098922,362,true,true
A2-seed-20260811,20260811,A2,100_2_3_1,zhangbo-v35-stage2-master-v2-20260823/results/formal-a0-a4-4500/100_2_3_1/seed-20260811/A2/,COMPLETED,500000,500000,true,e25863c8282747abde40ca706cae19a530d387de314f07ae38880fdea0851209,b5644f0e2d67334ad349d30133a45034102c0f2034588c2d2b22e0fb40e0f535,74,true,true
A3-seed-20260811,20260811,A3,100_2_3_1,zhangbo-v35-stage2-master-v2-20260823/results/formal-a0-a4-4500/100_2_3_1/seed-20260811/A3/,COMPLETED,500000,500000,true,e25863c8282747abde40ca706cae19a530d387de314f07ae38880fdea0851209,8adc05e3b50e0ef5b731b2bb447e62feb3fff26a1fdeffcc644429a88dd48172,209,true,true
A4-seed-20260811,20260811,A4,100_2_3_1,zhangbo-v35-stage2-master-v2-20260823/results/formal-a0-a4-4500/100_2_3_1/seed-20260811/A4/,COMPLETED,500000,500000,true,e25863c8282747abde40ca706cae19a530d387de314f07ae38880fdea0851209,1fbbb173189d6971f2ffa2ce000bcd8ffc1155ce664d3ebc3a1c407e08a1f1f4,219,true,true
A0-seed-20260812,20260812,A0,100_2_3_1,zhangbo-v35-stage2-master-v2-20260823/results/formal-a0-a4-4500/100_2_3_1/seed-20260812/A0/,COMPLETED,500000,500000,true,3157767a891bd76404682b514bd9553c321fdec7edda673fc60bd182fa62ee55,04bb0daddb9c86cda87923a363d873e7bf7bc22ec4ba4c4e96b2cc0c6c6cb07e,147,true,true
A1-seed-20260812,20260812,A1,100_2_3_1,zhangbo-v35-stage2-master-v2-20260823/results/formal-a0-a4-4500/100_2_3_1/seed-20260812/A1/,COMPLETED,500000,500000,true,3157767a891bd76404682b514bd9553c321fdec7edda673fc60bd182fa62ee55,93f086a5e4fd3c45083f492f05c9b3fc7ec12cdbb892c3c09da3915e13982477,208,true,true
A2-seed-20260812,20260812,A2,100_2_3_1,zhangbo-v35-stage2-master-v2-20260823/results/formal-a0-a4-4500/100_2_3_1/seed-20260812/A2/,COMPLETED,500000,500000,true,3157767a891bd76404682b514bd9553c321fdec7edda673fc60bd182fa62ee55,d551907d70233d280254c69e91d72adebb52883596524c16b99cc2bad955baaa,188,true,true
A3-seed-20260812,20260812,A3,100_2_3_1,zhangbo-v35-stage2-master-v2-20260823/results/formal-a0-a4-4500/100_2_3_1/seed-20260812/A3/,COMPLETED,500000,500000,true,3157767a891bd76404682b514bd9553c321fdec7edda673fc60bd182fa62ee55,b8d6b8af39fd0c551dd2069c702c208c728fddd3699fc315a8bb454dddd89526,169,true,true
A4-seed-20260812,20260812,A4,100_2_3_1,zhangbo-v35-stage2-master-v2-20260823/results/formal-a0-a4-4500/100_2_3_1/seed-20260812/A4/,COMPLETED,500000,500000,true,3157767a891bd76404682b514bd9553c321fdec7edda673fc60bd182fa62ee55,f0960a6729d08f65979ff62cf3b7d31fcad99400bc5c10c4a2c87bf69ed9dafa,873,true,true
A0-seed-20260813,20260813,A0,100_2_3_1,zhangbo-v35-stage2-master-v2-20260823/results/formal-a0-a4-4500/100_2_3_1/seed-20260813/A0/,COMPLETED,500000,500000,true,f7b11fe7efca7d0375b1fe5cb562c37af098b89b470f51cb57fcb854be0c58d6,84f0200dd03511626bcdbb04d0f597656bca42b4b69f743c1f8ab864ea8d35a8,246,true,true
A1-seed-20260813,20260813,A1,100_2_3_1,zhangbo-v35-stage2-master-v2-20260823/results/formal-a0-a4-4500/100_2_3_1/seed-20260813/A1/,COMPLETED,500000,500000,true,f7b11fe7efca7d0375b1fe5cb562c37af098b89b470f51cb57fcb854be0c58d6,3386dfca789965ae285824a43564db5f02227565e806efa54ad9d30b60134d69,241,true,true
A2-seed-20260813,20260813,A2,100_2_3_1,zhangbo-v35-stage2-master-v2-20260823/results/formal-a0-a4-4500/100_2_3_1/seed-20260813/A2/,COMPLETED,500000,500000,true,f7b11fe7efca7d0375b1fe5cb562c37af098b89b470f51cb57fcb854be0c58d6,06b8183f14e22a259ff394d61658f610b5c1df0bc5bba0a9e2b874e0c3162cb6,181,true,true
A3-seed-20260813,20260813,A3,100_2_3_1,zhangbo-v35-stage2-master-v2-20260823/results/formal-a0-a4-4500/100_2_3_1/seed-20260813/A3/,COMPLETED,500000,500000,true,f7b11fe7efca7d0375b1fe5cb562c37af098b89b470f51cb57fcb854be0c58d6,b3d53a7aac287b3ab94b9cbdeebb8d3e20cb4d154207273a2ab60e6f33784489,130,true,true
A4-seed-20260813,20260813,A4,100_2_3_1,zhangbo-v35-stage2-master-v2-20260823/results/formal-a0-a4-4500/100_2_3_1/seed-20260813/A4/,COMPLETED,500000,500000,true,f7b11fe7efca7d0375b1fe5cb562c37af098b89b470f51cb57fcb854be0c58d6,6ef2fab6ffddb975df1538057e5db63b119886bf8bddc64ff358b7acd08d60a5,448,true,true
A0-seed-20260814,20260814,A0,100_2_3_1,zhangbo-v35-stage2-master-v2-20260823/results/formal-a0-a4-4500/100_2_3_1/seed-20260814/A0/,COMPLETED,500000,500000,true,5866add64cc2e42f6969752dd793479c1f84f2cc450ae2436911f1a56d23878e,a22e510c42e098c2f0bf0165be25dbf85cf06c9ab39ffe8090f33d28b56c7c74,271,true,true
A1-seed-20260814,20260814,A1,100_2_3_1,zhangbo-v35-stage2-master-v2-20260823/results/formal-a0-a4-4500/100_2_3_1/seed-20260814/A1/,COMPLETED,500000,500000,true,5866add64cc2e42f6969752dd793479c1f84f2cc450ae2436911f1a56d23878e,f6f318ebabd29f4cbe86c8fc346ca3e1a8a2f83dff012c24a7ab99ad8759c00d,380,true,true
A2-seed-20260814,20260814,A2,100_2_3_1,zhangbo-v35-stage2-master-v2-20260823/results/formal-a0-a4-4500/100_2_3_1/seed-20260814/A2/,COMPLETED,500000,500000,true,5866add64cc2e42f6969752dd793479c1f84f2cc450ae2436911f1a56d23878e,9c18e726fa186fca4b8eda7ab98bc583561f05e69ead45c19784dbb02fe3a786,294,true,true
A3-seed-20260814,20260814,A3,100_2_3_1,zhangbo-v35-stage2-master-v2-20260823/results/formal-a0-a4-4500/100_2_3_1/seed-20260814/A3/,COMPLETED,500000,500000,true,5866add64cc2e42f6969752dd793479c1f84f2cc450ae2436911f1a56d23878e,9cb7b4f9ac4d3bbed448efb1d44949abf32db7d24586f8f5cc16287091767094,203,true,true
A4-seed-20260814,20260814,A4,100_2_3_1,zhangbo-v35-stage2-master-v2-20260823/results/formal-a0-a4-4500/100_2_3_1/seed-20260814/A4/,COMPLETED,500000,500000,true,5866add64cc2e42f6969752dd793479c1f84f2cc450ae2436911f1a56d23878e,b1678a1843322df61cd5be4f507cdcbc682af2bbd8a5b8fea178866829d324bc,258,true,true
A0-seed-20260815,20260815,A0,100_2_3_1,zhangbo-v35-stage2-master-v2-20260823/results/formal-a0-a4-4500/100_2_3_1/seed-20260815/A0/,COMPLETED,500000,500000,true,a53d3ff2ef6b1030c530bb5dbefb245afe87dfa9d0fb3beeb716a79120ac3e41,2afc7d78f65246040acefc65bd9646a0351cd9d51c610f95af47bc9e1bf16f14,210,true,true
A1-seed-20260815,20260815,A1,100_2_3_1,zhangbo-v35-stage2-master-v2-20260823/results/formal-a0-a4-4500/100_2_3_1/seed-20260815/A1/,COMPLETED,500000,500000,true,a53d3ff2ef6b1030c530bb5dbefb245afe87dfa9d0fb3beeb716a79120ac3e41,98834f35f4dfd8328cba94cd05f80d216c2916fb0f9e7f8dabd0e5c7aeca5c41,232,true,true
A2-seed-20260815,20260815,A2,100_2_3_1,zhangbo-v35-stage2-master-v2-20260823/results/formal-a0-a4-4500/100_2_3_1/seed-20260815/A2/,COMPLETED,500000,500000,true,a53d3ff2ef6b1030c530bb5dbefb245afe87dfa9d0fb3beeb716a79120ac3e41,7ee0f8238920c7557b030229c2b443a3b1991095bd4912862b58a26ba8023a6d,307,true,true
A3-seed-20260815,20260815,A3,100_2_3_1,zhangbo-v35-stage2-master-v2-20260823/results/formal-a0-a4-4500/100_2_3_1/seed-20260815/A3/,COMPLETED,499452,499452,true,a53d3ff2ef6b1030c530bb5dbefb245afe87dfa9d0fb3beeb716a79120ac3e41,e05081b4a79373c7e0158be18c394f1a32f7f775d5134d208d0adbdbe42eb04b,200,true,true
A4-seed-20260815,20260815,A4,100_2_3_1,zhangbo-v35-stage2-master-v2-20260823/results/formal-a0-a4-4500/100_2_3_1/seed-20260815/A4/,COMPLETED,500000,500000,true,a53d3ff2ef6b1030c530bb5dbefb245afe87dfa9d0fb3beeb716a79120ac3e41,14aa5b495a37c483c239eafa7e7605e81d98c83df25645ff50428ebd7a205586,387,true,true
A0-seed-20260816,20260816,A0,100_2_3_1,zhangbo-v35-stage2-master-v2-20260823/results/formal-a0-a4-4500/100_2_3_1/seed-20260816/A0/,COMPLETED,500000,500000,true,325dbb5aa4d2011f8558567dd23ffddf9ecd9885b17283df4a8360b5d10edfaf,a172b80898bc3d2062f95f8ad59627092cfb426efcb4f041a9c15dbf8e85fff7,193,true,true
A1-seed-20260816,20260816,A1,100_2_3_1,zhangbo-v35-stage2-master-v2-20260823/results/formal-a0-a4-4500/100_2_3_1/seed-20260816/A1/,COMPLETED,500000,500000,true,325dbb5aa4d2011f8558567dd23ffddf9ecd9885b17283df4a8360b5d10edfaf,82b3ccaa5b314cfa51fad980f64a2065157da4fa5becbcc841e841d237dc90b8,369,true,true
A2-seed-20260816,20260816,A2,100_2_3_1,zhangbo-v35-stage2-master-v2-20260823/results/formal-a0-a4-4500/100_2_3_1/seed-20260816/A2/,COMPLETED,500000,500000,true,325dbb5aa4d2011f8558567dd23ffddf9ecd9885b17283df4a8360b5d10edfaf,4f7c24bff4be0ffb84e057232b477ba500c316377eacae09d835839b6a7fe18c,99,true,true
A3-seed-20260816,20260816,A3,100_2_3_1,zhangbo-v35-stage2-master-v2-20260823/results/formal-a0-a4-4500/100_2_3_1/seed-20260816/A3/,COMPLETED,500000,500000,true,325dbb5aa4d2011f8558567dd23ffddf9ecd9885b17283df4a8360b5d10edfaf,d2813ee066022c23ce952d940155bd65ab97d46809a2f42f76f96ae5385a856c,267,true,true
A4-seed-20260816,20260816,A4,100_2_3_1,zhangbo-v35-stage2-master-v2-20260823/results/formal-a0-a4-4500/100_2_3_1/seed-20260816/A4/,COMPLETED,500000,500000,true,325dbb5aa4d2011f8558567dd23ffddf9ecd9885b17283df4a8360b5d10edfaf,d49f2e54b124f18e9a71039ea83c74bc98514401f7a720685c234de5c4ab9128,729,true,true
A0-seed-20260817,20260817,A0,100_2_3_1,zhangbo-v35-stage2-master-v2-20260823/results/formal-a0-a4-4500/100_2_3_1/seed-20260817/A0/,COMPLETED,500000,500000,true,c5089a7d7e9a5b39382102285d5632b193f7781d9990b0c31694ae115e834947,ec6d03df47752abb8f23d7206205f95cb80c392fa604c9b2c4020f371d31ce4a,178,true,true
A1-seed-20260817,20260817,A1,100_2_3_1,zhangbo-v35-stage2-master-v2-20260823/results/formal-a0-a4-4500/100_2_3_1/seed-20260817/A1/,COMPLETED,500000,500000,true,c5089a7d7e9a5b39382102285d5632b193f7781d9990b0c31694ae115e834947,57f5be141031904de18d8e3727449c00255ef7dd616fbc440403811de6b292a9,225,true,true
A2-seed-20260817,20260817,A2,100_2_3_1,zhangbo-v35-stage2-master-v2-20260823/results/formal-a0-a4-4500/100_2_3_1/seed-20260817/A2/,COMPLETED,499607,499607,true,c5089a7d7e9a5b39382102285d5632b193f7781d9990b0c31694ae115e834947,738bce82a5e865d1be375e973809afc68292738754a94013776e4accc55caca4,212,true,true
A3-seed-20260817,20260817,A3,100_2_3_1,zhangbo-v35-stage2-master-v2-20260823/results/formal-a0-a4-4500/100_2_3_1/seed-20260817/A3/,COMPLETED,500000,500000,true,c5089a7d7e9a5b39382102285d5632b193f7781d9990b0c31694ae115e834947,7c69a999f5cde883137fa97ae508015cb8285b8e11e7a2b386e9febe2bfe8e68,240,true,true
A4-seed-20260817,20260817,A4,100_2_3_1,zhangbo-v35-stage2-master-v2-20260823/results/formal-a0-a4-4500/100_2_3_1/seed-20260817/A4/,COMPLETED,500000,500000,true,c5089a7d7e9a5b39382102285d5632b193f7781d9990b0c31694ae115e834947,eace3bbce18b64e2b9b26570baa0626142302148de4b27e2b069d1ac9a8dc26e,443,true,true
A0-seed-20260818,20260818,A0,100_2_3_1,zhangbo-v35-stage2-master-v2-20260823/results/formal-a0-a4-4500/100_2_3_1/seed-20260818/A0/,COMPLETED,500000,500000,true,6ae123118bfe329a7314b444ad209922a319b5c15b244806c7ed82ab11ddb524,dcba751ab90e869de95e9bc38cdbec1b2cff60e63ca0789132ac61a26018e5e4,238,true,true
A1-seed-20260818,20260818,A1,100_2_3_1,zhangbo-v35-stage2-master-v2-20260823/results/formal-a0-a4-4500/100_2_3_1/seed-20260818/A1/,COMPLETED,500000,500000,true,6ae123118bfe329a7314b444ad209922a319b5c15b244806c7ed82ab11ddb524,d8c3ebef9ad39d7a1e586808e3a098e4a7396f0681b948800c659755d7391d5d,177,true,true
A2-seed-20260818,20260818,A2,100_2_3_1,zhangbo-v35-stage2-master-v2-20260823/results/formal-a0-a4-4500/100_2_3_1/seed-20260818/A2/,COMPLETED,500000,500000,true,6ae123118bfe329a7314b444ad209922a319b5c15b244806c7ed82ab11ddb524,22cd89dfae434308ceda04ca9e60e13fafb4d3161c76ed643abd9d233df5a469,175,true,true
A3-seed-20260818,20260818,A3,100_2_3_1,zhangbo-v35-stage2-master-v2-20260823/results/formal-a0-a4-4500/100_2_3_1/seed-20260818/A3/,COMPLETED,500000,500000,true,6ae123118bfe329a7314b444ad209922a319b5c15b244806c7ed82ab11ddb524,7f0faa69536a3ed490f47452786e921e457daed5d4fdaf446ee33f79fb1fa301,229,true,true
A4-seed-20260818,20260818,A4,100_2_3_1,zhangbo-v35-stage2-master-v2-20260823/results/formal-a0-a4-4500/100_2_3_1/seed-20260818/A4/,COMPLETED,500000,500000,true,6ae123118bfe329a7314b444ad209922a319b5c15b244806c7ed82ab11ddb524,a4571dc5e6d25353737e372afce641108d438ee943bb8c923db9cb8ce1f55ab2,531,true,true
A0-seed-20260819,20260819,A0,100_2_3_1,zhangbo-v35-stage2-master-v2-20260823/results/formal-a0-a4-4500/100_2_3_1/seed-20260819/A0/,COMPLETED,500000,500000,true,6693754561a4bb9a40226d855bd4babe58a6283a5a030a278a923373e7ee2ef4,7d3cbae4c144beefcb8842200a0c3d66d342fa4b6116a587522f293c460f7e14,245,true,true
A1-seed-20260819,20260819,A1,100_2_3_1,zhangbo-v35-stage2-master-v2-20260823/results/formal-a0-a4-4500/100_2_3_1/seed-20260819/A1/,COMPLETED,500000,500000,true,6693754561a4bb9a40226d855bd4babe58a6283a5a030a278a923373e7ee2ef4,c89ab180529cc281c2d36c0a93b1ce7af7c81a722dd4b243e19bc5f4aced151c,236,true,true
A2-seed-20260819,20260819,A2,100_2_3_1,zhangbo-v35-stage2-master-v2-20260823/results/formal-a0-a4-4500/100_2_3_1/seed-20260819/A2/,COMPLETED,500000,500000,true,6693754561a4bb9a40226d855bd4babe58a6283a5a030a278a923373e7ee2ef4,76a9900aabdd5272df04588ffa33dd1f0257603afa8944ec17c17af69270db98,302,true,true
A3-seed-20260819,20260819,A3,100_2_3_1,zhangbo-v35-stage2-master-v2-20260823/results/formal-a0-a4-4500/100_2_3_1/seed-20260819/A3/,COMPLETED,500000,500000,true,6693754561a4bb9a40226d855bd4babe58a6283a5a030a278a923373e7ee2ef4,7acab5d16e8471987f9128291d077ef64fefbcc56ece43ba9713cce2e98f7fae,214,true,true
A4-seed-20260819,20260819,A4,100_2_3_1,zhangbo-v35-stage2-master-v2-20260823/results/formal-a0-a4-4500/100_2_3_1/seed-20260819/A4/,COMPLETED,500000,500000,true,6693754561a4bb9a40226d855bd4babe58a6283a5a030a278a923373e7ee2ef4,ccd9ee3a12f911734fdbd65ac25f15b30a1bb4333e3b6c018bf845f20a7feb6d,283,true,true
