sample,generation,mainFE,parentSlot,factory,role,diagnosis,maximumType,maximumPressure,secondType,secondPressure,pressureGap,pSeq,pMac,pWor,pSet,pFat,action,allowed,cmax,tec,twc,qGain,accepted,bestOverall,bestAllowed,regret
3,1,5174,40,2,G4_BALANCED,WOR,WOR,0.7791300398770058,SEQ,0.7161025928018704,0.06302744707513541,0.7161025928018704,0.5522988131703966,0.7791300398770058,0.15494064274311664,0.37840115779319383,N2,true,268.30968210361596,10542.218600130112,21442.570284514924,0.09353099594060543,true,true,true,0.0
3,1,5174,40,2,G4_BALANCED,WOR,WOR,0.7791300398770058,SEQ,0.7161025928018704,0.06302744707513541,0.7161025928018704,0.5522988131703966,0.7791300398770058,0.15494064274311664,0.37840115779319383,N3,false,268.30968210361596,10570.987077730648,21768.17439090187,0.05830647750970831,true,false,false,0.0
3,1,5174,40,2,G4_BALANCED,WOR,WOR,0.7791300398770058,SEQ,0.7161025928018704,0.06302744707513541,0.7161025928018704,0.5522988131703966,0.7791300398770058,0.15494064274311664,0.37840115779319383,N4,true,268.30968210361596,10542.317410934796,20875.20175733009,0.15491008407527027,false,false,false,0.0
3,1,5174,40,2,G4_BALANCED,WOR,WOR,0.7791300398770058,SEQ,0.7161025928018704,0.06302744707513541,0.7161025928018704,0.5522988131703966,0.7791300398770058,0.15494064274311664,0.37840115779319383,N5,true,268.30968210361596,10913.999802407157,21821.95356489804,0.052488536431977026,true,false,false,0.0
4,1,5210,60,0,G2_TEC,BAL,MAC,0.7391919572338481,SEQ,0.7282385647705458,0.010953392463302292,0.7282385647705458,0.7391919572338481,0.5710247958176508,0.15751449405585238,0.4198634257650806,N1,true,462.56515272375856,10039.31707156047,18043.335781144564,0.00405446258250543,true,true,true,0.0
4,1,5210,60,0,G2_TEC,BAL,MAC,0.7391919572338481,SEQ,0.7282385647705458,0.010953392463302292,0.7282385647705458,0.7391919572338481,0.5710247958176508,0.15751449405585238,0.4198634257650806,N2,true,470.2971569281083,10251.015772893888,17097.039061321717,-0.2017975722573643,false,false,false,0.0
4,1,5210,60,0,G2_TEC,BAL,MAC,0.7391919572338481,SEQ,0.7282385647705458,0.010953392463302292,0.7282385647705458,0.7391919572338481,0.5710247958176508,0.15751449405585238,0.4198634257650806,N3,true,462.98024084755883,10084.519628877182,18004.06372279941,-0.03989969653609907,false,false,false,0.0
4,1,5210,60,0,G2_TEC,BAL,MAC,0.7391919572338481,SEQ,0.7282385647705458,0.010953392463302292,0.7282385647705458,0.7391919572338481,0.5710247958176508,0.15751449405585238,0.4198634257650806,N4,true,462.98024084755883,10151.927979160473,18161.59758026836,-0.10544637199330786,false,false,false,0.0
4,1,5210,60,0,G2_TEC,BAL,MAC,0.7391919572338481,SEQ,0.7282385647705458,0.010953392463302292,0.7282385647705458,0.7391919572338481,0.5710247958176508,0.15751449405585238,0.4198634257650806,N5,true,462.98024084755883,10612.298692645563,18495.137642203754,-0.5531026285252345,false,false,false,0.0
5,1,5251,80,0,G3_TWC,MAC,MAC,0.7626430901590469,SEQ,0.7197569899160551,0.042886100242991776,0.7197569899160551,0.7626430901590469,0.6495322521796807,0.1957571805914302,0.5715044716349091,N1,false,470.92392713927535,9904.294320280747,13744.205844500417,-0.7096849917228181,false,false,false,0.5830783141393339
5,1,5251,80,0,G3_TWC,MAC,MAC,0.7626430901590469,SEQ,0.7197569899160551,0.042886100242991776,0.7197569899160551,0.7626430901590469,0.6495322521796807,0.1957571805914302,0.5715044716349091,N2,true,496.36162429440753,10163.294559944225,13497.299687720306,-0.08958070508758509,false,false,false,0.5830783141393339
5,1,5251,80,0,G3_TWC,MAC,MAC,0.7626430901590469,SEQ,0.7197569899160551,0.042886100242991776,0.7197569899160551,0.7626430901590469,0.6495322521796807,0.1957571805914302,0.5715044716349091,N3,false,467.85716944592514,10006.823501351486,13487.893595475547,-0.06595732445776999,false,false,false,0.5830783141393339
5,1,5251,80,0,G3_TWC,MAC,MAC,0.7626430901590469,SEQ,0.7197569899160551,0.042886100242991776,0.7197569899160551,0.7626430901590469,0.6495322521796807,0.1957571805914302,0.5715044716349091,N4,true,467.85716944592514,10211.994983717803,14834.62041010449,-1.0,false,false,false,0.5830783141393339
5,1,5251,80,0,G3_TWC,MAC,MAC,0.7626430901590469,SEQ,0.7197569899160551,0.042886100242991776,0.7197569899160551,0.7626430901590469,0.6495322521796807,0.1957571805914302,0.5715044716349091,N5,false,462.33422047227396,10237.518790610098,13229.467878071015,0.5830783141393339,true,true,false,0.5830783141393339
