instance,arm,seed,cycle,fe,pool,ndTotal,g1Lt1,g1Eq1,g1Total,g2Lt1,g2Eq1,g2Total,g3Lt1,g3Eq1,g3Total,g4Lt1,g4Eq1,g4Total,ovfLt1,ovfEq1,ovfTotal,rejG1,rejG2,rejG3,rejG4,rejOvf,rejTotal,absorbable,absorbRate,ovfRate
20_2_3_1,BASE,20260822,50,369628,284,105,15,0,15,55,0,55,15,0,15,15,0,15,5,0,5,1,0,1,2,1,5,4,0.8,0.047619047619047616
20_2_3_1,BASE,20260822,51,379143,286,111,15,0,15,55,0,55,15,0,15,15,0,15,11,0,11,1,0,3,3,4,11,7,0.6363636363636364,0.0990990990990991
20_2_3_1,BASE,20260822,52,388872,291,109,15,0,15,55,0,55,15,0,15,15,0,15,9,0,9,3,0,3,1,2,9,7,0.7777777777777778,0.08256880733944955
20_2_3_1,BASE,20260822,53,398836,289,111,15,0,15,55,0,55,15,0,15,15,0,15,11,0,11,1,0,0,4,6,11,5,0.45454545454545453,0.0990990990990991
20_2_3_1,BASE,20260822,54,409059,295,108,15,0,15,55,0,55,15,0,15,15,0,15,8,0,8,3,0,1,2,2,8,6,0.75,0.07407407407407407
20_2_3_1,BASE,20260822,55,419570,294,105,15,0,15,55,0,55,15,0,15,15,0,15,5,0,5,1,0,2,1,1,5,4,0.8,0.047619047619047616
20_2_3_1,BASE,20260822,56,430402,288,105,15,0,15,55,0,55,15,0,15,15,0,15,5,0,5,2,0,1,1,1,5,4,0.8,0.047619047619047616
20_2_3_1,BASE,20260822,57,441595,299,107,15,0,15,55,0,55,15,0,15,15,0,15,7,0,7,0,0,2,1,4,7,3,0.42857142857142855,0.06542056074766354
20_2_3_1,BASE,20260822,58,453199,292,106,15,0,15,55,0,55,15,0,15,15,0,15,6,0,6,0,0,3,0,3,6,3,0.5,0.05660377358490566
20_2_3_1,BASE,20260822,59,465273,302,107,15,0,15,55,0,55,15,0,15,15,0,15,7,0,7,0,0,2,3,2,7,5,0.7142857142857143,0.06542056074766354
20_2_3_1,BASE,20260822,60,477894,297,106,15,0,15,55,0,55,15,0,15,15,0,15,6,0,6,0,0,3,0,3,6,3,0.5,0.05660377358490566
20_2_3_1,BASE,20260822,61,491160,307,111,15,0,15,55,0,55,15,0,15,15,0,15,11,0,11,4,0,4,1,2,11,9,0.8181818181818182,0.0990990990990991
20_2_3_1,BASE,20260822,62,500000,298,105,15,0,15,55,0,55,15,0,15,15,0,15,5,0,5,0,0,3,0,2,5,3,0.6,0.047619047619047616
20_2_3_1,BASE,20260823,1,6767,281,43,15,0,15,28,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,nan,0.0
20_2_3_1,BASE,20260823,2,13435,277,47,15,0,15,32,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,nan,0.0
20_2_3_1,BASE,20260823,3,20106,278,69,15,0,15,54,0,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,nan,0.0
20_2_3_1,BASE,20260823,4,26781,254,78,15,0,15,55,0,55,8,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,nan,0.0
20_2_3_1,BASE,20260823,5,33462,265,99,15,0,15,55,0,55,15,0,15,14,0,14,0,0,0,0,0,0,0,0,0,0,nan,0.0
20_2_3_1,BASE,20260823,6,40149,265,104,15,0,15,55,0,55,15,0,15,14,1,15,4,0,4,0,0,0,4,0,4,4,1.0,0.038461538461538464
20_2_3_1,BASE,20260823,7,46844,272,105,15,0,15,55,0,55,15,0,15,15,0,15,5,0,5,0,0,3,2,0,5,5,1.0,0.047619047619047616
20_2_3_1,BASE,20260823,8,53549,288,122,15,0,15,55,0,55,15,0,15,15,0,15,22,0,22,6,0,3,3,10,22,12,0.5454545454545454,0.18032786885245902
20_2_3_1,BASE,20260823,9,60264,290,118,15,0,15,55,0,55,15,0,15,15,0,15,18,0,18,2,0,0,9,7,18,11,0.6111111111111112,0.15254237288135594
20_2_3_1,BASE,20260823,10,66991,268,118,15,0,15,55,0,55,15,0,15,15,0,15,18,0,18,2,0,9,2,5,18,13,0.7222222222222222,0.15254237288135594
20_2_3_1,BASE,20260823,11,73732,290,111,15,0,15,55,0,55,15,0,15,14,1,15,11,0,11,2,0,1,5,3,11,8,0.7272727272727273,0.0990990990990991
20_2_3_1,BASE,20260823,12,80488,292,105,15,0,15,55,0,55,15,0,15,14,1,15,4,1,5,1,0,2,1,1,5,4,0.8,0.047619047619047616
20_2_3_1,BASE,20260823,13,87260,273,110,14,1,15,55,0,55,15,0,15,15,0,15,10,0,10,5,0,2,2,1,10,9,0.9,0.09090909090909091
20_2_3_1,BASE,20260823,14,94049,264,105,15,0,15,55,0,55,15,0,15,15,0,15,5,0,5,0,0,3,2,0,5,5,1.0,0.047619047619047616
20_2_3_1,BASE,20260823,15,100858,274,113,15,0,15,55,0,55,15,0,15,15,0,15,13,0,13,7,0,1,2,3,13,10,0.7692307692307693,0.11504424778761062
20_2_3_1,BASE,20260823,16,107687,289,108,15,0,15,55,0,55,15,0,15,15,0,15,8,0,8,5,0,0,3,0,8,8,1.0,0.07407407407407407
20_2_3_1,BASE,20260823,17,114539,271,104,15,0,15,55,0,55,15,0,15,15,0,15,4,0,4,0,0,1,3,0,4,4,1.0,0.038461538461538464
20_2_3_1,BASE,20260823,18,121415,293,106,15,0,15,55,0,55,15,0,15,15,0,15,4,2,6,0,0,1,2,3,6,3,0.5,0.05660377358490566
20_2_3_1,BASE,20260823,19,128316,282,105,15,0,15,55,0,55,15,0,15,15,0,15,5,0,5,0,0,3,1,1,5,4,0.8,0.047619047619047616
20_2_3_1,BASE,20260823,20,135245,283,114,15,0,15,55,0,55,15,0,15,15,0,15,14,0,14,9,0,0,2,3,14,11,0.7857142857142857,0.12280701754385964
20_2_3_1,BASE,20260823,21,142203,283,110,14,1,15,55,0,55,15,0,15,15,0,15,10,0,10,6,0,0,4,0,10,10,1.0,0.09090909090909091
20_2_3_1,BASE,20260823,22,149192,271,95,15,0,15,55,0,55,15,0,15,10,0,10,0,0,0,0,0,0,0,0,0,0,nan,0.0
20_2_3_1,BASE,20260823,23,156214,287,104,15,0,15,55,0,55,15,0,15,15,0,15,4,0,4,1,0,0,2,1,4,3,0.75,0.038461538461538464
20_2_3_1,BASE,20260823,24,163271,287,110,15,0,15,55,0,55,15,0,15,15,0,15,10,0,10,4,0,1,3,2,10,8,0.8,0.09090909090909091
20_2_3_1,BASE,20260823,25,170366,314,110,15,0,15,55,0,55,15,0,15,15,0,15,10,0,10,3,0,3,2,2,10,8,0.8,0.09090909090909091
20_2_3_1,BASE,20260823,26,177500,307,113,15,0,15,55,0,55,15,0,15,15,0,15,13,0,13,4,0,1,4,4,13,9,0.6923076923076923,0.11504424778761062
20_2_3_1,BASE,20260823,27,184676,270,107,15,0,15,55,0,55,15,0,15,15,0,15,7,0,7,3,0,1,1,2,7,5,0.7142857142857143,0.06542056074766354
20_2_3_1,BASE,20260823,28,191896,281,112,15,0,15,55,0,55,15,0,15,15,0,15,12,0,12,4,0,2,1,5,12,7,0.5833333333333334,0.10714285714285714
20_2_3_1,BASE,20260823,29,199163,288,108,15,0,15,55,0,55,15,0,15,15,0,15,8,0,8,4,0,2,1,1,8,7,0.875,0.07407407407407407
20_2_3_1,BASE,20260823,30,206480,284,108,15,0,15,55,0,55,15,0,15,15,0,15,8,0,8,5,0,2,1,0,8,8,1.0,0.07407407407407407
20_2_3_1,BASE,20260823,31,213849,299,106,15,0,15,55,0,55,15,0,15,15,0,15,6,0,6,2,0,1,1,2,6,4,0.6666666666666666,0.05660377358490566
20_2_3_1,BASE,20260823,32,221274,293,121,13,2,15,55,0,55,15,0,15,15,0,15,21,0,21,7,0,1,11,2,21,19,0.9047619047619048,0.17355371900826447
20_2_3_1,BASE,20260823,33,228758,278,115,15,0,15,55,0,55,15,0,15,15,0,15,15,0,15,5,0,3,6,1,15,14,0.9333333333333333,0.13043478260869565
20_2_3_1,BASE,20260823,34,236304,292,106,15,0,15,55,0,55,15,0,15,15,0,15,6,0,6,2,0,0,2,2,6,4,0.6666666666666666,0.05660377358490566
20_2_3_1,BASE,20260823,35,243916,281,108,15,0,15,55,0,55,15,0,15,15,0,15,8,0,8,4,0,2,1,1,8,7,0.875,0.07407407407407407
20_2_3_1,BASE,20260823,36,251598,281,109,15,0,15,55,0,55,15,0,15,15,0,15,9,0,9,4,0,0,3,2,9,7,0.7777777777777778,0.08256880733944955
20_2_3_1,BASE,20260823,37,259354,286,105,15,0,15,55,0,55,15,0,15,15,0,15,5,0,5,1,0,4,0,0,5,5,1.0,0.047619047619047616
20_2_3_1,BASE,20260823,38,267188,284,115,15,0,15,55,0,55,15,0,15,15,0,15,15,0,15,4,0,1,3,7,15,8,0.5333333333333333,0.13043478260869565
20_2_3_1,BASE,20260823,39,275106,301,104,15,0,15,55,0,55,15,0,15,15,0,15,4,0,4,3,0,0,1,0,4,4,1.0,0.038461538461538464
20_2_3_1,BASE,20260823,40,283112,299,103,15,0,15,55,0,55,15,0,15,15,0,15,3,0,3,2,0,0,1,0,3,3,1.0,0.02912621359223301
20_2_3_1,BASE,20260823,41,291213,282,111,15,0,15,55,0,55,15,0,15,15,0,15,11,0,11,1,0,1,4,5,11,6,0.5454545454545454,0.0990990990990991
20_2_3_1,BASE,20260823,42,299414,275,112,13,2,15,55,0,55,15,0,15,15,0,15,12,0,12,8,0,2,1,1,12,11,0.9166666666666666,0.10714285714285714
20_2_3_1,BASE,20260823,43,307723,279,109,15,0,15,55,0,55,15,0,15,15,0,15,9,0,9,3,0,1,4,1,9,8,0.8888888888888888,0.08256880733944955
20_2_3_1,BASE,20260823,44,316147,287,105,15,0,15,55,0,55,15,0,15,15,0,15,5,0,5,2,0,1,0,2,5,3,0.6,0.047619047619047616
20_2_3_1,BASE,20260823,45,324694,278,104,15,0,15,55,0,55,15,0,15,15,0,15,4,0,4,2,0,0,2,0,4,4,1.0,0.038461538461538464
20_2_3_1,BASE,20260823,46,333373,298,105,15,0,15,55,0,55,15,0,15,15,0,15,5,0,5,2,0,0,3,0,5,5,1.0,0.047619047619047616
20_2_3_1,BASE,20260823,47,342194,301,104,15,0,15,55,0,55,15,0,15,15,0,15,4,0,4,2,0,0,1,1,4,3,0.75,0.038461538461538464
20_2_3_1,BASE,20260823,48,351168,299,111,15,0,15,55,0,55,15,0,15,15,0,15,11,0,11,5,0,0,6,0,11,11,1.0,0.0990990990990991
20_2_3_1,BASE,20260823,49,360308,288,111,15,0,15,55,0,55,15,0,15,15,0,15,11,0,11,4,0,3,2,2,11,9,0.8181818181818182,0.0990990990990991
20_2_3_1,BASE,20260823,50,369628,291,99,14,1,15,55,0,55,15,0,15,14,0,14,0,0,0,0,0,0,0,0,0,0,nan,0.0
20_2_3_1,BASE,20260823,51,379143,282,111,15,0,15,55,0,55,15,0,15,15,0,15,11,0,11,7,0,0,3,1,11,10,0.9090909090909091,0.0990990990990991
20_2_3_1,BASE,20260823,52,388872,300,109,15,0,15,55,0,55,15,0,15,15,0,15,9,0,9,6,0,0,1,2,9,7,0.7777777777777778,0.08256880733944955
20_2_3_1,BASE,20260823,53,398836,285,100,15,0,15,55,0,55,15,0,15,15,0,15,0,0,0,0,0,0,0,0,0,0,nan,0.0
20_2_3_1,BASE,20260823,54,409059,310,105,15,0,15,55,0,55,15,0,15,15,0,15,5,0,5,3,0,1,1,0,5,5,1.0,0.047619047619047616
20_2_3_1,BASE,20260823,55,419570,292,112,15,0,15,55,0,55,15,0,15,15,0,15,12,0,12,6,0,2,4,0,12,12,1.0,0.10714285714285714
20_2_3_1,BASE,20260823,56,430402,286,108,15,0,15,55,0,55,15,0,15,15,0,15,8,0,8,1,0,4,3,0,8,8,1.0,0.07407407407407407
20_2_3_1,BASE,20260823,57,441595,289,113,15,0,15,55,0,55,15,0,15,15,0,15,13,0,13,2,0,1,5,5,13,8,0.6153846153846154,0.11504424778761062
20_2_3_1,BASE,20260823,58,453199,292,111,15,0,15,55,0,55,15,0,15,15,0,15,11,0,11,5,0,3,2,1,11,10,0.9090909090909091,0.0990990990990991
20_2_3_1,BASE,20260823,59,465273,303,108,15,0,15,55,0,55,15,0,15,14,1,15,8,0,8,6,0,0,2,0,8,8,1.0,0.07407407407407407
20_2_3_1,BASE,20260823,60,477894,297,110,15,0,15,55,0,55,15,0,15,15,0,15,10,0,10,2,0,1,5,2,10,8,0.8,0.09090909090909091
20_2_3_1,BASE,20260823,61,491160,309,114,15,0,15,55,0,55,15,0,15,15,0,15,14,0,14,5,0,2,4,3,14,11,0.7857142857142857,0.12280701754385964
20_2_3_1,BASE,20260823,62,500000,285,107,15,0,15,55,0,55,15,0,15,15,0,15,7,0,7,1,0,3,3,0,7,7,1.0,0.06542056074766354
20_2_3_1,BASE,20260824,1,6767,310,35,15,0,15,20,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,nan,0.0
20_2_3_1,BASE,20260824,2,13435,270,45,15,0,15,30,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,nan,0.0
20_2_3_1,BASE,20260824,3,20106,271,57,15,0,15,42,0,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,nan,0.0
20_2_3_1,BASE,20260824,4,26781,269,77,15,0,15,55,0,55,7,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,nan,0.0
20_2_3_1,BASE,20260824,5,33462,272,79,15,0,15,55,0,55,9,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,nan,0.0
20_2_3_1,BASE,20260824,6,40149,263,91,15,0,15,55,0,55,15,0,15,6,0,6,0,0,0,0,0,0,0,0,0,0,nan,0.0
20_2_3_1,BASE,20260824,7,46844,271,100,15,0,15,55,0,55,15,0,15,15,0,15,0,0,0,0,0,0,0,0,0,0,nan,0.0
20_2_3_1,BASE,20260824,8,53549,257,113,15,0,15,55,0,55,15,0,15,15,0,15,13,0,13,11,0,0,0,2,13,11,0.8461538461538461,0.11504424778761062
20_2_3_1,BASE,20260824,9,60264,264,106,15,0,15,55,0,55,15,0,15,15,0,15,6,0,6,3,0,3,0,0,6,6,1.0,0.05660377358490566
20_2_3_1,BASE,20260824,10,66991,246,115,15,0,15,55,0,55,15,0,15,15,0,15,15,0,15,4,0,6,3,2,15,13,0.8666666666666667,0.13043478260869565
20_2_3_1,BASE,20260824,11,73732,269,101,15,0,15,55,0,55,15,0,15,15,0,15,1,0,1,1,0,0,0,0,1,1,1.0,0.009900990099009901
20_2_3_1,BASE,20260824,12,80488,285,106,15,0,15,55,0,55,15,0,15,15,0,15,6,0,6,1,0,4,0,1,6,5,0.8333333333333334,0.05660377358490566
20_2_3_1,BASE,20260824,13,87260,272,105,15,0,15,55,0,55,15,0,15,15,0,15,5,0,5,2,0,0,2,1,5,4,0.8,0.047619047619047616
20_2_3_1,BASE,20260824,14,94049,266,104,15,0,15,55,0,55,15,0,15,15,0,15,4,0,4,3,0,0,1,0,4,4,1.0,0.038461538461538464
20_2_3_1,BASE,20260824,15,100858,261,108,15,0,15,55,0,55,15,0,15,15,0,15,8,0,8,2,0,2,2,2,8,6,0.75,0.07407407407407407
20_2_3_1,BASE,20260824,16,107687,256,111,15,0,15,55,0,55,15,0,15,15,0,15,11,0,11,2,0,4,2,3,11,8,0.7272727272727273,0.0990990990990991
20_2_3_1,BASE,20260824,17,114539,256,113,15,0,15,55,0,55,15,0,15,15,0,15,13,0,13,10,0,1,1,1,13,12,0.9230769230769231,0.11504424778761062
20_2_3_1,BASE,20260824,18,121415,266,101,15,0,15,55,0,55,15,0,15,15,0,15,1,0,1,0,0,1,0,0,1,1,1.0,0.009900990099009901
20_2_3_1,BASE,20260824,19,128316,255,109,15,0,15,55,0,55,15,0,15,15,0,15,9,0,9,0,0,2,1,6,9,3,0.3333333333333333,0.08256880733944955
20_2_3_1,BASE,20260824,20,135245,257,106,15,0,15,55,0,55,15,0,15,15,0,15,6,0,6,0,0,5,1,0,6,6,1.0,0.05660377358490566
20_2_3_1,BASE,20260824,21,142203,264,113,15,0,15,55,0,55,15,0,15,15,0,15,13,0,13,7,0,2,2,2,13,11,0.8461538461538461,0.11504424778761062
20_2_3_1,BASE,20260824,22,149192,260,101,15,0,15,55,0,55,15,0,15,15,0,15,1,0,1,0,0,1,0,0,1,1,1.0,0.009900990099009901
20_2_3_1,BASE,20260824,23,156214,262,108,15,0,15,55,0,55,15,0,15,15,0,15,8,0,8,1,0,0,7,0,8,8,1.0,0.07407407407407407
20_2_3_1,BASE,20260824,24,163271,258,114,15,0,15,55,0,55,15,0,15,15,0,15,14,0,14,5,0,5,0,4,14,10,0.7142857142857143,0.12280701754385964
20_2_3_1,BASE,20260824,25,170366,269,110,15,0,15,55,0,55,15,0,15,15,0,15,10,0,10,1,0,0,1,8,10,2,0.2,0.09090909090909091
20_2_3_1,BASE,20260824,26,177500,270,110,14,1,15,55,0,55,15,0,15,15,0,15,10,0,10,3,0,4,1,2,10,8,0.8,0.09090909090909091
20_2_3_1,BASE,20260824,27,184676,262,115,15,0,15,55,0,55,15,0,15,15,0,15,15,0,15,7,0,2,0,6,15,9,0.6,0.13043478260869565
20_2_3_1,BASE,20260824,28,191896,266,106,15,0,15,55,0,55,15,0,15,15,0,15,6,0,6,3,0,2,0,1,6,5,0.8333333333333334,0.05660377358490566
20_2_3_1,BASE,20260824,29,199163,269,114,13,2,15,55,0,55,15,0,15,15,0,15,14,0,14,8,0,1,2,3,14,11,0.7857142857142857,0.12280701754385964
20_2_3_1,BASE,20260824,30,206480,270,96,15,0,15,55,0,55,15,0,15,11,0,11,0,0,0,0,0,0,0,0,0,0,nan,0.0
20_2_3_1,BASE,20260824,31,213849,283,101,15,0,15,55,0,55,15,0,15,15,0,15,1,0,1,1,0,0,0,0,1,1,1.0,0.009900990099009901
20_2_3_1,BASE,20260824,32,221274,262,105,15,0,15,55,0,55,15,0,15,15,0,15,5,0,5,3,0,2,0,0,5,5,1.0,0.047619047619047616
20_2_3_1,BASE,20260824,33,228758,258,117,15,0,15,55,0,55,15,0,15,15,0,15,17,0,17,5,0,8,1,3,17,14,0.8235294117647058,0.1452991452991453
20_2_3_1,BASE,20260824,34,236304,272,112,15,0,15,55,0,55,15,0,15,14,1,15,12,0,12,6,0,2,3,1,12,11,0.9166666666666666,0.10714285714285714
20_2_3_1,BASE,20260824,35,243916,257,111,15,0,15,55,0,55,15,0,15,15,0,15,11,0,11,8,0,2,0,1,11,10,0.9090909090909091,0.0990990990990991
20_2_3_1,BASE,20260824,36,251598,272,112,15,0,15,55,0,55,15,0,15,15,0,15,12,0,12,3,0,1,6,2,12,10,0.8333333333333334,0.10714285714285714
20_2_3_1,BASE,20260824,37,259354,263,113,14,1,15,55,0,55,15,0,15,15,0,15,13,0,13,2,0,4,5,2,13,11,0.8461538461538461,0.11504424778761062
20_2_3_1,BASE,20260824,38,267188,282,112,15,0,15,55,0,55,15,0,15,15,0,15,12,0,12,1,0,8,0,3,12,9,0.75,0.10714285714285714
20_2_3_1,BASE,20260824,39,275106,250,111,15,0,15,55,0,55,15,0,15,15,0,15,11,0,11,2,0,5,2,2,11,9,0.8181818181818182,0.0990990990990991
20_2_3_1,BASE,20260824,40,283112,268,112,14,1,15,55,0,55,15,0,15,15,0,15,12,0,12,3,0,7,0,2,12,10,0.8333333333333334,0.10714285714285714
20_2_3_1,BASE,20260824,41,291213,267,111,15,0,15,55,0,55,15,0,15,15,0,15,11,0,11,2,0,6,3,0,11,11,1.0,0.0990990990990991
20_2_3_1,BASE,20260824,42,299414,270,117,15,0,15,55,0,55,15,0,15,15,0,15,17,0,17,3,0,6,5,3,17,14,0.8235294117647058,0.1452991452991453
20_2_3_1,BASE,20260824,43,307723,264,104,15,0,15,55,0,55,15,0,15,15,0,15,4,0,4,3,0,0,1,0,4,4,1.0,0.038461538461538464
20_2_3_1,BASE,20260824,44,316147,272,110,14,1,15,55,0,55,15,0,15,15,0,15,10,0,10,4,0,4,1,1,10,9,0.9,0.09090909090909091
20_2_3_1,BASE,20260824,45,324694,269,114,14,1,15,55,0,55,15,0,15,15,0,15,14,0,14,7,0,3,2,2,14,12,0.8571428571428571,0.12280701754385964
20_2_3_1,BASE,20260824,46,333373,271,111,15,0,15,55,0,55,15,0,15,15,0,15,11,0,11,6,0,1,1,3,11,8,0.7272727272727273,0.0990990990990991
20_2_3_1,BASE,20260824,47,342194,254,112,15,0,15,55,0,55,15,0,15,15,0,15,12,0,12,8,0,0,1,3,12,9,0.75,0.10714285714285714
20_2_3_1,BASE,20260824,48,351168,274,112,15,0,15,55,0,55,15,0,15,15,0,15,12,0,12,0,0,10,0,2,12,10,0.8333333333333334,0.10714285714285714
20_2_3_1,BASE,20260824,49,360308,268,104,14,1,15,55,0,55,15,0,15,15,0,15,4,0,4,4,0,0,0,0,4,4,1.0,0.038461538461538464
20_2_3_1,BASE,20260824,50,369628,272,105,15,0,15,55,0,55,15,0,15,15,0,15,5,0,5,4,0,1,0,0,5,5,1.0,0.047619047619047616
20_2_3_1,BASE,20260824,51,379143,272,114,15,0,15,55,0,55,15,0,15,15,0,15,14,0,14,7,0,4,1,2,14,12,0.8571428571428571,0.12280701754385964
20_2_3_1,BASE,20260824,52,388872,273,110,15,0,15,55,0,55,15,0,15,15,0,15,10,0,10,3,0,6,0,1,10,9,0.9,0.09090909090909091
20_2_3_1,BASE,20260824,53,398836,277,108,14,1,15,55,0,55,15,0,15,15,0,15,8,0,8,4,0,3,0,1,8,7,0.875,0.07407407407407407
20_2_3_1,BASE,20260824,54,409059,283,113,15,0,15,55,0,55,15,0,15,15,0,15,13,0,13,7,0,4,1,1,13,12,0.9230769230769231,0.11504424778761062
20_2_3_1,BASE,20260824,55,419570,265,121,15,0,15,55,0,55,15,0,15,15,0,15,21,0,21,9,0,10,0,2,21,19,0.9047619047619048,0.17355371900826447
20_2_3_1,BASE,20260824,56,430402,271,116,14,1,15,55,0,55,15,0,15,15,0,15,16,0,16,4,0,7,4,1,16,15,0.9375,0.13793103448275862
20_2_3_1,BASE,20260824,57,441595,284,107,14,1,15,55,0,55,15,0,15,15,0,15,7,0,7,4,0,2,1,0,7,7,1.0,0.06542056074766354
20_2_3_1,BASE,20260824,58,453199,300,107,14,1,15,55,0,55,15,0,15,15,0,15,7,0,7,3,0,3,0,1,7,6,0.8571428571428571,0.06542056074766354
20_2_3_1,BASE,20260824,59,465273,286,113,15,0,15,55,0,55,15,0,15,15,0,15,13,0,13,2,0,7,0,4,13,9,0.6923076923076923,0.11504424778761062
20_2_3_1,BASE,20260824,60,477894,281,119,12,3,15,55,0,55,15,0,15,15,0,15,19,0,19,7,0,10,1,1,19,18,0.9473684210526315,0.15966386554621848
20_2_3_1,BASE,20260824,61,491160,291,114,15,0,15,55,0,55,14,1,15,15,0,15,14,0,14,5,0,5,1,3,14,11,0.7857142857142857,0.12280701754385964
20_2_3_1,BASE,20260824,62,500000,274,114,15,0,15,55,0,55,15,0,15,15,0,15,14,0,14,8,0,3,3,0,14,14,1.0,0.12280701754385964
