instance,seed,arm,cycle,FE,windowEndFE,cmaxGap,tecGap,twcGap,workingSize,archiveSize
100_2_4_1,20260901,A4,20,141753,150000,0.0,185.35168405764853,593.7629968398251,100,155
100_2_4_1,20260901,A4,21,149920,150000,0.0,33.77766295590118,375.6389532368921,100,193
100_2_4_1,20260901,A4,22,158303,200000,0.0,150.33002578693413,394.72522444976494,100,180
100_2_4_1,20260901,A4,23,166933,200000,7.628186236588817,150.33002578693413,394.72522444976494,100,177
100_2_4_1,20260901,A4,24,175848,200000,7.628186236588817,147.8385188322136,394.72522444976494,100,194
100_2_4_1,20260901,A4,25,185095,200000,7.628186236588817,129.37297349391883,136.56715284264646,100,200
100_2_4_1,20260901,A4,26,194733,200000,7.628186236588817,0.0,168.03977389114152,100,203
100_2_4_1,20260901,A4,27,204840,250000,7.628186236588817,111.43995110130345,168.03977389114152,100,223
100_2_4_1,20260901,A4,28,215519,250000,7.628186236588817,48.09394362533203,241.3476633434475,100,224
100_2_4_1,20260901,A4,29,226914,250000,7.628186236588817,216.11008674439654,241.3476633434475,100,257
100_2_4_1,20260901,A4,30,239235,250000,7.628186236588817,213.30783595494722,241.3476633434475,100,246
100_2_4_1,20260901,A4,31,250000,250000,7.628186236588817,165.72837738424278,157.8515544274269,100,259
100_2_4_1,20260902,A2,1,30774,50000,0.0,0.0,0.0,100,48
100_2_4_1,20260902,A2,2,62533,100000,0.0,0.0,0.0,100,73
100_2_4_1,20260902,A2,3,94298,100000,0.0,0.0,0.0,100,104
100_2_4_1,20260902,A2,4,125786,150000,0.0,0.0,0.0,100,133
100_2_4_1,20260902,A2,5,157152,200000,0.0,0.0,0.0,100,106
100_2_4_1,20260902,A2,6,188552,200000,0.0,0.0,0.0,100,108
100_2_4_1,20260902,A2,7,219379,250000,0.0,0.0,0.0,100,108
100_2_4_1,20260902,A2,8,250000,250000,0.0,0.0,0.0,100,109
100_2_4_1,20260902,A4,1,6768,50000,0.0,627.5694060077221,1790.0780930137407,100,20
100_2_4_1,20260902,A4,2,13442,50000,0.0,783.2727799809945,0.0,100,84
100_2_4_1,20260902,A4,3,20128,50000,0.0,269.6252064246146,352.9070713087567,100,109
100_2_4_1,20260902,A4,4,26830,50000,0.0,58.8360630711104,550.7741280744958,100,78
100_2_4_1,20260902,A4,5,33554,50000,0.0,309.174599512502,568.649925571197,100,125
100_2_4_1,20260902,A4,6,40306,50000,0.0,115.07113904360449,789.2975894515548,100,157
100_2_4_1,20260902,A4,7,47091,50000,0.0,335.2292222620745,356.42220001599344,100,143
100_2_4_1,20260902,A4,8,53915,100000,0.0,0.0,0.0,100,173
100_2_4_1,20260902,A4,9,60785,100000,0.0,0.0,893.4173356507818,100,174
100_2_4_1,20260902,A4,10,67707,100000,0.0,99.08350104239798,330.10412420809735,100,187
100_2_4_1,20260902,A4,11,74688,100000,0.0,154.60622452219832,2.24124413212121,100,166
100_2_4_1,20260902,A4,12,81736,100000,0.0,154.60622452219832,292.0827481490851,100,153
100_2_4_1,20260902,A4,13,88860,100000,0.0,195.00215746953472,330.64363703117124,100,171
100_2_4_1,20260902,A4,14,96068,100000,0.0,0.0,725.092991814221,100,192
100_2_4_1,20260902,A4,15,103371,150000,0.0,98.58442693589313,725.092991814221,100,190
100_2_4_1,20260902,A4,16,110780,150000,0.0,100.76392206717719,725.092991814221,100,231
100_2_4_1,20260902,A4,17,118307,150000,0.0,203.50974011735525,482.3246332508861,100,248
100_2_4_1,20260902,A4,18,125967,150000,0.0,159.49855700509943,279.60794486630766,100,267
100_2_4_1,20260902,A4,19,133776,150000,0.0,159.49855700509943,279.60794486630766,100,242
100_2_4_1,20260902,A4,20,141753,150000,0.0,0.0,811.6257473604492,100,256
100_2_4_1,20260902,A4,21,149920,150000,0.0,0.0,326.52210511219164,100,221
100_2_4_1,20260902,A4,22,158303,200000,0.0,17.071740023784514,326.52210511219164,100,213
100_2_4_1,20260902,A4,23,166933,200000,0.0,144.37190755242045,532.9969935125118,100,206
100_2_4_1,20260902,A4,24,175848,200000,0.0,150.86567186580214,532.9969935125118,100,230
100_2_4_1,20260902,A4,25,185095,200000,0.0,102.93107494243304,467.4165819252812,100,269
100_2_4_1,20260902,A4,26,194733,200000,0.0,204.42962741509837,467.4165819252812,100,272
100_2_4_1,20260902,A4,27,204840,250000,0.0,160.49538406470674,361.5733410478715,100,259
100_2_4_1,20260902,A4,28,215519,250000,0.0,0.0,165.26148242327326,100,292
100_2_4_1,20260902,A4,29,226914,250000,0.0,1214.5574388347013,165.26148242327326,100,284
100_2_4_1,20260902,A4,30,239235,250000,1.4381312644345599,825.2798171083923,165.26148242327326,100,290
100_2_4_1,20260902,A4,31,250000,250000,2.4848801921295944,464.50393896750757,165.26148242327326,100,315
100_2_4_1,20260903,A2,1,32056,50000,0.0,0.0,0.0,100,104
100_2_4_1,20260903,A2,2,64050,100000,0.0,0.0,112.37771147410967,100,91
100_2_4_1,20260903,A2,3,95803,100000,0.0,0.0,0.0,100,91
100_2_4_1,20260903,A2,4,127613,150000,0.0,0.0,0.0,100,81
100_2_4_1,20260903,A2,5,158967,200000,0.0,0.0,0.0,100,102
100_2_4_1,20260903,A2,6,190206,200000,0.0,0.0,0.0,100,134
100_2_4_1,20260903,A2,7,221706,250000,0.0,0.0,0.0,100,152
100_2_4_1,20260903,A2,8,250000,250000,0.0,0.0,46.57146755907161,100,144
100_2_4_1,20260903,A4,1,6768,50000,19.71448504834632,144.64030690835352,361.54514283263416,100,9
100_2_4_1,20260903,A4,2,13442,50000,23.248159090506306,83.33556596747076,3533.6235045670765,100,43
100_2_4_1,20260903,A4,3,20128,50000,0.0,379.4341298197469,1276.3969833915908,100,91
100_2_4_1,20260903,A4,4,26830,50000,0.0,165.32779338928958,445.2200134961895,100,87
100_2_4_1,20260903,A4,5,33554,50000,0.0,163.10622733923083,466.6739202315075,100,108
100_2_4_1,20260903,A4,6,40306,50000,0.0,129.2709218936143,381.7267486669589,100,114
100_2_4_1,20260903,A4,7,47091,50000,0.0,129.2709218936143,570.5185667764163,100,133
100_2_4_1,20260903,A4,8,53915,100000,0.0,226.50507893694885,168.8247018550028,100,163
100_2_4_1,20260903,A4,9,60785,100000,0.0,196.01567895735207,125.12699541532493,100,158
100_2_4_1,20260903,A4,10,67707,100000,0.0,242.3815673060817,0.0,100,203
100_2_4_1,20260903,A4,11,74688,100000,0.0,485.6306440460321,0.0,100,206
100_2_4_1,20260903,A4,12,81736,100000,0.0,231.62467023349745,250.65206581249367,100,214
100_2_4_1,20260903,A4,13,88860,100000,0.0,228.88258969631715,304.35260758725053,100,236
100_2_4_1,20260903,A4,14,96068,100000,5.257953056042538,233.00351987957401,180.48932074989716,100,224
100_2_4_1,20260903,A4,15,103371,150000,5.257953056042538,133.13975444388052,341.8229002895969,100,223
100_2_4_1,20260903,A4,16,110780,150000,5.257953056042538,350.38671595500637,341.8229002895969,100,255
100_2_4_1,20260903,A4,17,118307,150000,5.197152591901727,300.31732066109544,219.18044311340782,100,283
100_2_4_1,20260903,A4,18,125967,150000,5.197152591901727,300.31732066109544,113.97848034826166,100,284
100_2_4_1,20260903,A4,19,133776,150000,5.197152591901727,54.15221795674006,86.39329917407304,100,293
100_2_4_1,20260903,A4,20,141753,150000,5.184435783633717,480.376904112949,8.50044926481496,100,309
100_2_4_1,20260903,A4,21,149920,150000,3.312306099943612,254.99252701813384,8.50044926481496,100,282
100_2_4_1,20260903,A4,22,158303,200000,5.184435783633717,0.0,8.50044926481496,100,299
100_2_4_1,20260903,A4,23,166933,200000,4.901499174866103,0.0,115.3115701705101,100,307
100_2_4_1,20260903,A4,24,175848,200000,4.901499174866103,101.50909841355315,165.44215746833652,100,299
100_2_4_1,20260903,A4,25,185095,200000,4.52663501445079,178.01687305264932,211.7713599557028,100,312
100_2_4_1,20260903,A4,26,194733,200000,1.7718498276129822,178.01687305264932,211.7713599557028,100,303
100_2_4_1,20260903,A4,27,204840,250000,1.255973941210641,102.18607743283064,437.3903751125763,100,346
100_2_4_1,20260903,A4,28,215519,250000,1.7718498276129822,96.15822027407557,455.86476991030213,100,348
100_2_4_1,20260903,A4,29,226914,250000,1.7718498276129822,85.63899749526172,198.60773907479597,100,375
100_2_4_1,20260903,A4,30,239235,250000,1.7718498276129822,134.36362045626447,257.8053435414913,100,413
100_2_4_1,20260903,A4,31,250000,250000,1.7718498276129822,131.42706899483164,359.1439885177824,100,412
100_5_3_1,20260901,A2,1,32295,50000,0.0,0.0,0.0,100,79
100_5_3_1,20260901,A2,2,64495,100000,0.0,706.0190766979649,0.0,100,127
100_5_3_1,20260901,A2,3,96680,100000,0.0,54.518230780086014,0.0,100,168
100_5_3_1,20260901,A2,4,128867,150000,0.0,0.0,0.0,100,196
100_5_3_1,20260901,A2,5,161067,200000,0.0,0.0,0.0,100,178
100_5_3_1,20260901,A2,6,193267,200000,0.0,0.0,0.0,100,221
100_5_3_1,20260901,A2,7,225463,250000,0.0,305.03250663859944,1399.1730657733278,100,256
100_5_3_1,20260901,A2,8,250000,250000,4.130740879734162,353.5249561858509,1399.1730657733278,100,270
100_5_3_1,20260901,A4,1,6768,50000,0.0,2697.984101158174,4662.756729674584,100,38
100_5_3_1,20260901,A4,2,13442,50000,0.0,831.6106262903195,0.0,100,77
100_5_3_1,20260901,A4,3,20128,50000,0.0,574.2376914609777,1921.4874483424355,100,146
100_5_3_1,20260901,A4,4,26830,50000,0.0,917.0893557337404,1468.4872255283408,100,143
100_5_3_1,20260901,A4,5,33554,50000,0.0,567.4486950514838,2791.403725597076,100,162
100_5_3_1,20260901,A4,6,40306,50000,0.0,439.8490579789359,2791.403725597076,100,210
100_5_3_1,20260901,A4,7,47091,50000,0.0,1094.7215101711772,3189.1490471239667,100,222
100_5_3_1,20260901,A4,8,53915,100000,9.412285180517642,711.0095525143552,5138.379939642327,100,269
100_5_3_1,20260901,A4,9,60785,100000,9.412285180517642,836.3902041080437,3624.3531654960825,100,256
100_5_3_1,20260901,A4,10,67707,100000,9.412285180517642,646.7744329384295,4012.1096688279067,100,269
100_5_3_1,20260901,A4,11,74688,100000,9.412285180517642,362.07125038385857,913.0627799229114,100,298
100_5_3_1,20260901,A4,12,81736,100000,6.3603523569408935,248.72781631129328,2626.626601809752,100,289
100_5_3_1,20260901,A4,13,88860,100000,0.0,376.3907362386526,2626.626601809752,100,308
100_5_3_1,20260901,A4,14,96068,100000,0.0,385.53764861493255,3173.6700752793113,100,324
100_5_3_1,20260901,A4,15,103371,150000,0.0,709.2192725403875,1320.7060802413616,100,351
100_5_3_1,20260901,A4,16,110780,150000,0.0,816.0182581307745,1667.7526505158748,100,329
100_5_3_1,20260901,A4,17,118307,150000,0.0,526.1797686297796,689.4608941056067,100,343
100_5_3_1,20260901,A4,18,125967,150000,0.0,515.2901616944437,490.76438665995374,100,318
100_5_3_1,20260901,A4,19,133776,150000,0.0,438.86027482899954,2035.242376335489,100,303
100_5_3_1,20260901,A4,20,141753,150000,0.0,626.4902049679076,0.0,100,312
100_5_3_1,20260901,A4,21,149920,150000,0.0,293.2399811744981,0.0,100,278
100_5_3_1,20260901,A4,22,158303,200000,0.0,420.89873110728513,1778.346669495164,100,296
100_5_3_1,20260901,A4,23,166933,200000,0.0,309.44828577089356,1631.4246817235835,100,307
100_5_3_1,20260901,A4,24,175848,200000,0.0,125.83883029357821,1631.4246817235835,100,304
100_5_3_1,20260901,A4,25,185095,200000,0.0,35.59960800135741,1631.4246817235835,100,309
100_5_3_1,20260901,A4,26,194733,200000,0.0,35.59960800135741,1839.6021391985705,100,307
100_5_3_1,20260901,A4,27,204840,250000,0.0,84.26094199514773,1871.4964724049787,100,301
100_5_3_1,20260901,A4,28,215519,250000,0.0,510.90479618363315,1871.4964724049787,100,303
100_5_3_1,20260901,A4,29,226914,250000,0.0,510.90479618363315,1424.5850849592825,100,309
100_5_3_1,20260901,A4,30,239235,250000,0.0,510.90479618363315,1424.5850849592825,100,327
100_5_3_1,20260901,A4,31,250000,250000,0.0,482.14060826046625,1956.3702554748743,100,338
100_5_3_1,20260902,A2,1,32276,50000,0.0,0.0,0.0,100,88
100_5_3_1,20260902,A2,2,64472,100000,0.0,0.0,0.0,100,134
100_5_3_1,20260902,A2,3,96672,100000,0.0,0.0,0.0,100,160
100_5_3_1,20260902,A2,4,128871,150000,0.0,0.0,0.0,100,189
100_5_3_1,20260902,A2,5,161070,200000,0.0,0.0,758.7543014769908,100,186
100_5_3_1,20260902,A2,6,193247,200000,84.99696506052226,212.0692015617824,2786.3809506244143,100,207
100_5_3_1,20260902,A2,7,225447,250000,84.99696506052226,6.921002070477698,1448.5263897759723,100,223
100_5_3_1,20260902,A2,8,250000,250000,41.05741983772327,433.89790081308456,1448.5263897759723,100,228
100_5_3_1,20260902,A4,1,6768,50000,0.0,899.7967373195715,6876.0082791202,100,50
100_5_3_1,20260902,A4,2,13442,50000,0.0,773.6997819654061,2631.2653484972543,100,68
100_5_3_1,20260902,A4,3,20128,50000,0.0,680.0430803155468,1645.7534481172916,100,77
100_5_3_1,20260902,A4,4,26830,50000,0.0,0.0,2638.06142156478,100,105
100_5_3_1,20260902,A4,5,33554,50000,0.0,405.521800110364,5502.913835901883,100,89
100_5_3_1,20260902,A4,6,40306,50000,0.0,530.8470119891717,2456.6424864213914,100,149
100_5_3_1,20260902,A4,7,47091,50000,0.0,236.5959894189582,8379.944636644446,100,168
100_5_3_1,20260902,A4,8,53915,100000,0.0,636.0614339665626,3426.04270933324,100,209
100_5_3_1,20260902,A4,9,60785,100000,0.0,0.0,2172.8489507945487,100,181
100_5_3_1,20260902,A4,10,67707,100000,0.0,562.8112115600525,2275.568320105842,100,195
100_5_3_1,20260902,A4,11,74688,100000,0.0,352.1011586724053,2275.568320105842,100,213
100_5_3_1,20260902,A4,12,81736,100000,4.801523636939805,300.40582618997723,2275.568320105842,100,234
100_5_3_1,20260902,A4,13,88860,100000,3.2530448262797336,395.85232898233517,1799.9740507482202,100,255
100_5_3_1,20260902,A4,14,96068,100000,1.2642720863525483,197.79519005634938,1799.9740507482202,100,271
100_5_3_1,20260902,A4,15,103371,150000,0.9704604732603457,313.5178596918995,1799.9740507482202,100,276
100_5_3_1,20260902,A4,16,110780,150000,0.9704604732603457,313.5178596918995,1850.5243108170107,100,290
100_5_3_1,20260902,A4,17,118307,150000,0.9704604732603457,207.65879089708324,1850.5243108170107,100,308
100_5_3_1,20260902,A4,18,125967,150000,0.9704604732603457,213.27149552214541,1850.5243108170107,100,319
100_5_3_1,20260902,A4,19,133776,150000,0.9704604732603457,538.6484287189523,1275.1340829654946,100,325
100_5_3_1,20260902,A4,20,141753,150000,0.9704604732603457,503.6900638647494,1275.1340829654946,100,352
100_5_3_1,20260902,A4,21,149920,150000,0.9704604732603457,503.6900638647494,2654.322262881149,100,348
100_5_3_1,20260902,A4,22,158303,200000,0.9704604732603457,423.3787644843396,2466.9396596254082,100,350
100_5_3_1,20260902,A4,23,166933,200000,0.9704604732603457,423.3787644843396,1782.2919471409987,100,334
100_5_3_1,20260902,A4,24,175848,200000,0.9704604732603457,399.0186629429227,3173.1424669452826,100,347
100_5_3_1,20260902,A4,25,185095,200000,0.9704604732603457,397.292263815325,1394.5144560546032,100,350
100_5_3_1,20260902,A4,26,194733,200000,0.9704604732603457,393.032262273744,1394.5144560546032,100,363
100_5_3_1,20260902,A4,27,204840,250000,0.9704604732603457,303.6471855510026,1394.5144560546032,100,355
100_5_3_1,20260902,A4,28,215519,250000,0.9704604732603457,166.43559269998514,2225.2956100637093,100,382
100_5_3_1,20260902,A4,29,226914,250000,0.9704604732603457,501.28434904897586,1299.1517245842842,100,395
100_5_3_1,20260902,A4,30,239235,250000,1.680091878285566,199.15279896685388,1926.8702504782705,100,430
100_5_3_1,20260902,A4,31,250000,250000,1.680091878285566,160.64010542389587,1924.483528794197,100,444
100_5_3_1,20260903,A2,1,32295,50000,0.0,0.0,0.0,100,69
100_5_3_1,20260903,A2,2,64493,100000,0.0,295.6075022977311,0.0,100,102
100_5_3_1,20260903,A2,3,96653,100000,0.0,0.0,0.0,100,103
100_5_3_1,20260903,A2,4,128826,150000,0.0,0.0,0.0,100,140
100_5_3_1,20260903,A2,5,161019,200000,0.0,0.0,0.0,100,171
100_5_3_1,20260903,A2,6,193215,200000,6.103554196849359,125.85637009429047,0.0,100,176
100_5_3_1,20260903,A2,7,225387,250000,6.103554196849359,0.0,0.0,100,174
100_5_3_1,20260903,A2,8,250000,250000,6.103554196849359,9.382434308281518,0.0,100,166
100_5_3_1,20260903,A4,1,6768,50000,0.0,1017.5496390431799,3467.1902383812703,100,35
100_5_3_1,20260903,A4,2,13442,50000,0.0,1544.752005530885,3062.869439220696,100,86
100_5_3_1,20260903,A4,3,20128,50000,0.0,1070.4280241882661,5767.051097523945,100,110
100_5_3_1,20260903,A4,4,26830,50000,0.0,646.6223755639221,5658.6748507366865,100,152
100_5_3_1,20260903,A4,5,33554,50000,0.0,222.56459114882455,3552.76994524576,100,178
100_5_3_1,20260903,A4,6,40306,50000,0.0,423.79636332510563,4996.646797320456,100,221
100_5_3_1,20260903,A4,7,47091,50000,0.0,520.9701432690781,4388.290366215981,100,242
100_5_3_1,20260903,A4,8,53915,100000,0.0,548.8613022132049,2530.271937797661,100,225
100_5_3_1,20260903,A4,9,60785,100000,0.0,503.849343837006,0.0,100,225
100_5_3_1,20260903,A4,10,67707,100000,0.0,552.220400852806,372.0767903440865,100,229
100_5_3_1,20260903,A4,11,74688,100000,0.0,105.22487771727901,2302.2410881072283,100,242
100_5_3_1,20260903,A4,12,81736,100000,0.0,465.30232118969434,3306.431832030299,100,279
100_5_3_1,20260903,A4,13,88860,100000,0.0,586.1085297245154,663.1889269700041,100,240
100_5_3_1,20260903,A4,14,96068,100000,0.0,349.74556407291675,0.0,100,277
100_5_3_1,20260903,A4,15,103371,150000,0.0,396.8551311327901,0.0,100,289
100_5_3_1,20260903,A4,16,110780,150000,0.0,485.51566392587847,0.0,100,302
100_5_3_1,20260903,A4,17,118307,150000,0.0,187.4097393876582,523.6573509264272,100,320
100_5_3_1,20260903,A4,18,125967,150000,0.0,167.4931924692064,709.01548770722,100,336
100_5_3_1,20260903,A4,19,133776,150000,0.0,405.5651299037854,293.32748350530164,100,355
100_5_3_1,20260903,A4,20,141753,150000,0.0,362.9147691602411,1268.1088960451889,100,360
100_5_3_1,20260903,A4,21,149920,150000,0.0,302.6175185893371,2276.580565159209,100,364
100_5_3_1,20260903,A4,22,158303,200000,0.0,302.6175185893371,3439.002889106516,100,373
100_5_3_1,20260903,A4,23,166933,200000,0.0,190.10447731985187,2859.955853576539,100,375
100_5_3_1,20260903,A4,24,175848,200000,0.0,190.10447731985187,2859.955853576539,100,372
100_5_3_1,20260903,A4,25,185095,200000,0.0,208.0993129266717,1605.6746044284082,100,364
100_5_3_1,20260903,A4,26,194733,200000,0.0,320.7001484257635,2416.1730323801166,100,372
100_5_3_1,20260903,A4,27,204840,250000,0.0,320.7001484257635,671.6340203580912,100,344
100_5_3_1,20260903,A4,28,215519,250000,0.0,476.808462238012,800.9900998554076,100,363
100_5_3_1,20260903,A4,29,226914,250000,0.0,308.4976703913999,1994.5395791195915,100,369
100_5_3_1,20260903,A4,30,239235,250000,0.0,195.06921715041972,1994.5395791195915,100,376
100_5_3_1,20260903,A4,31,250000,250000,0.0,308.4976703913999,1869.8368349860539,100,369
