granularity,instance,seed,arm,cohortWindowEndFE,representative,poolRepresentatives,pddrSelected,poolToPddrRate,enteredNextPopulation,poolToNextRate,nextCycleEligible,survivedNextCycle,nextToNextCycleRate,teacherUsed,nextToTeacherRate,teacherExposure,teacherProducedImprovement,teacherToImprovementRate,improvedOffspringCount
LABEL_EVENT,100_2_4_1,20260901,A4,250000,E_W,5,5,1.0,5,1.0,4,4,1.0,4,0.8,218,4,1.0,68
LABEL_EVENT,100_2_4_1,20260902,A2,50000,E_B,1,1,1.0,1,1.0,1,0,0.0,0,0.0,0,0,,0
LABEL_EVENT,100_2_4_1,20260902,A2,50000,E_C,1,1,1.0,1,1.0,1,1,1.0,1,1.0,12,1,1.0,65
LABEL_EVENT,100_2_4_1,20260902,A2,50000,E_E,1,1,1.0,1,1.0,1,0,0.0,1,1.0,11,1,1.0,92
LABEL_EVENT,100_2_4_1,20260902,A2,50000,E_W,1,1,1.0,1,1.0,1,1,1.0,0,0.0,0,0,,0
LABEL_EVENT,100_2_4_1,20260902,A2,100000,E_B,2,2,1.0,2,1.0,2,2,1.0,0,0.0,0,0,,0
LABEL_EVENT,100_2_4_1,20260902,A2,100000,E_C,2,2,1.0,2,1.0,2,1,0.5,2,1.0,22,2,1.0,96
LABEL_EVENT,100_2_4_1,20260902,A2,100000,E_E,2,2,1.0,2,1.0,2,1,0.5,1,0.5,23,1,1.0,185
LABEL_EVENT,100_2_4_1,20260902,A2,100000,E_W,2,2,1.0,2,1.0,2,2,1.0,1,0.5,144,1,1.0,536
LABEL_EVENT,100_2_4_1,20260902,A2,150000,E_B,1,1,1.0,1,1.0,1,1,1.0,0,0.0,0,0,,0
LABEL_EVENT,100_2_4_1,20260902,A2,150000,E_C,1,1,1.0,1,1.0,1,1,1.0,1,1.0,134,1,1.0,689
LABEL_EVENT,100_2_4_1,20260902,A2,150000,E_E,1,1,1.0,1,1.0,1,1,1.0,0,0.0,0,0,,0
LABEL_EVENT,100_2_4_1,20260902,A2,150000,E_W,1,1,1.0,1,1.0,1,1,1.0,0,0.0,0,0,,0
LABEL_EVENT,100_2_4_1,20260902,A2,200000,E_B,2,2,1.0,2,1.0,2,2,1.0,1,0.5,28,1,1.0,30
LABEL_EVENT,100_2_4_1,20260902,A2,200000,E_C,2,2,1.0,2,1.0,2,2,1.0,2,1.0,170,2,1.0,908
LABEL_EVENT,100_2_4_1,20260902,A2,200000,E_E,2,2,1.0,2,1.0,2,2,1.0,0,0.0,0,0,,0
LABEL_EVENT,100_2_4_1,20260902,A2,200000,E_W,2,2,1.0,2,1.0,2,2,1.0,0,0.0,0,0,,0
LABEL_EVENT,100_2_4_1,20260902,A2,250000,E_B,2,2,1.0,2,1.0,1,0,0.0,0,0.0,0,0,,0
LABEL_EVENT,100_2_4_1,20260902,A2,250000,E_C,2,2,1.0,2,1.0,1,1,1.0,1,0.5,39,1,1.0,206
LABEL_EVENT,100_2_4_1,20260902,A2,250000,E_E,2,2,1.0,2,1.0,1,1,1.0,1,0.5,3,1,1.0,75
LABEL_EVENT,100_2_4_1,20260902,A2,250000,E_W,2,2,1.0,2,1.0,1,1,1.0,0,0.0,0,0,,0
LABEL_EVENT,100_2_4_1,20260902,A4,50000,E_B,7,7,1.0,7,1.0,7,5,0.7142857142857143,4,0.5714285714285714,3288,2,0.5,101
LABEL_EVENT,100_2_4_1,20260902,A4,50000,E_C,7,7,1.0,7,1.0,7,6,0.8571428571428571,7,1.0,1782,6,0.8571428571428571,4254
LABEL_EVENT,100_2_4_1,20260902,A4,50000,E_E,7,7,1.0,7,1.0,7,2,0.2857142857142857,6,0.8571428571428571,628,6,1.0,306
LABEL_EVENT,100_2_4_1,20260902,A4,50000,E_W,7,7,1.0,7,1.0,7,3,0.42857142857142855,6,0.8571428571428571,140,5,0.8333333333333334,42
LABEL_EVENT,100_2_4_1,20260902,A4,100000,E_B,7,7,1.0,7,1.0,7,6,0.8571428571428571,6,0.8571428571428571,33,1,0.16666666666666666,4
LABEL_EVENT,100_2_4_1,20260902,A4,100000,E_C,7,7,1.0,7,1.0,7,7,1.0,7,1.0,1906,7,1.0,4759
LABEL_EVENT,100_2_4_1,20260902,A4,100000,E_E,7,7,1.0,7,1.0,7,5,0.7142857142857143,7,1.0,620,7,1.0,368
LABEL_EVENT,100_2_4_1,20260902,A4,100000,E_W,7,7,1.0,7,1.0,7,6,0.8571428571428571,7,1.0,2960,7,1.0,710
LABEL_EVENT,100_2_4_1,20260902,A4,150000,E_B,7,7,1.0,7,1.0,7,7,1.0,6,0.8571428571428571,53,1,0.16666666666666666,1
LABEL_EVENT,100_2_4_1,20260902,A4,150000,E_C,7,7,1.0,7,1.0,7,6,0.8571428571428571,7,1.0,657,7,1.0,1266
LABEL_EVENT,100_2_4_1,20260902,A4,150000,E_E,7,7,1.0,7,1.0,7,4,0.5714285714285714,3,0.42857142857142855,8,2,0.6666666666666666,2
LABEL_EVENT,100_2_4_1,20260902,A4,150000,E_W,7,7,1.0,7,1.0,7,6,0.8571428571428571,7,1.0,1028,7,1.0,237
LABEL_EVENT,100_2_4_1,20260902,A4,200000,E_B,5,5,1.0,5,1.0,5,5,1.0,3,0.6,12,0,0.0,0
LABEL_EVENT,100_2_4_1,20260902,A4,200000,E_C,5,5,1.0,5,1.0,5,5,1.0,5,1.0,217,5,1.0,103
LABEL_EVENT,100_2_4_1,20260902,A4,200000,E_E,5,5,1.0,5,1.0,5,4,0.8,2,0.4,113,2,1.0,40
LABEL_EVENT,100_2_4_1,20260902,A4,200000,E_W,5,5,1.0,5,1.0,5,3,0.6,5,1.0,45,4,0.8,7
LABEL_EVENT,100_2_4_1,20260902,A4,250000,E_B,5,5,1.0,5,1.0,4,4,1.0,1,0.2,106,1,1.0,6
LABEL_EVENT,100_2_4_1,20260902,A4,250000,E_C,5,3,0.6,3,0.6,3,2,0.6666666666666666,3,1.0,51,3,1.0,39
LABEL_EVENT,100_2_4_1,20260902,A4,250000,E_E,5,4,0.8,4,0.8,3,1,0.3333333333333333,3,0.75,54,3,1.0,23
LABEL_EVENT,100_2_4_1,20260902,A4,250000,E_W,5,5,1.0,5,1.0,4,4,1.0,4,0.8,90,4,1.0,17
LABEL_EVENT,100_2_4_1,20260903,A2,50000,E_B,1,1,1.0,1,1.0,1,0,0.0,0,0.0,0,0,,0
LABEL_EVENT,100_2_4_1,20260903,A2,50000,E_C,1,1,1.0,1,1.0,1,1,1.0,1,1.0,46,1,1.0,293
LABEL_EVENT,100_2_4_1,20260903,A2,50000,E_E,1,1,1.0,1,1.0,1,1,1.0,1,1.0,3,1,1.0,25
LABEL_EVENT,100_2_4_1,20260903,A2,50000,E_W,1,1,1.0,1,1.0,1,0,0.0,0,0.0,0,0,,0
LABEL_EVENT,100_2_4_1,20260903,A2,100000,E_B,2,2,1.0,2,1.0,2,2,1.0,2,1.0,2,1,0.5,1
LABEL_EVENT,100_2_4_1,20260903,A2,100000,E_C,2,2,1.0,2,1.0,2,2,1.0,2,1.0,92,2,1.0,586
LABEL_EVENT,100_2_4_1,20260903,A2,100000,E_E,2,2,1.0,2,1.0,2,1,0.5,0,0.0,0,0,,0
LABEL_EVENT,100_2_4_1,20260903,A2,100000,E_W,2,2,1.0,2,1.0,2,1,0.5,1,0.5,3,1,1.0,31
LABEL_EVENT,100_2_4_1,20260903,A2,150000,E_B,1,1,1.0,1,1.0,1,1,1.0,0,0.0,0,0,,0
LABEL_EVENT,100_2_4_1,20260903,A2,150000,E_C,1,1,1.0,1,1.0,1,1,1.0,1,1.0,46,1,1.0,293
LABEL_EVENT,100_2_4_1,20260903,A2,150000,E_E,1,1,1.0,1,1.0,1,0,0.0,1,1.0,1,1,1.0,21
LABEL_EVENT,100_2_4_1,20260903,A2,150000,E_W,1,1,1.0,1,1.0,1,0,0.0,0,0.0,0,0,,0
LABEL_EVENT,100_2_4_1,20260903,A2,200000,E_B,2,2,1.0,2,1.0,2,1,0.5,0,0.0,0,0,,0
LABEL_EVENT,100_2_4_1,20260903,A2,200000,E_C,2,2,1.0,2,1.0,2,2,1.0,2,1.0,92,2,1.0,586
LABEL_EVENT,100_2_4_1,20260903,A2,200000,E_E,2,2,1.0,2,1.0,2,1,0.5,1,0.5,1,1,1.0,5
LABEL_EVENT,100_2_4_1,20260903,A2,200000,E_W,2,2,1.0,2,1.0,2,2,1.0,2,1.0,2,2,1.0,2
LABEL_EVENT,100_2_4_1,20260903,A2,250000,E_B,2,2,1.0,2,1.0,1,1,1.0,0,0.0,0,0,,0
LABEL_EVENT,100_2_4_1,20260903,A2,250000,E_C,2,2,1.0,2,1.0,1,1,1.0,0,0.0,0,0,,0
LABEL_EVENT,100_2_4_1,20260903,A2,250000,E_E,2,2,1.0,2,1.0,1,1,1.0,1,0.5,1,1,1.0,5
LABEL_EVENT,100_2_4_1,20260903,A2,250000,E_W,2,2,1.0,2,1.0,1,1,1.0,0,0.0,0,0,,0
LABEL_EVENT,100_2_4_1,20260903,A4,50000,E_B,7,7,1.0,7,1.0,7,4,0.5714285714285714,5,0.7142857142857143,3703,2,0.4,98
LABEL_EVENT,100_2_4_1,20260903,A4,50000,E_C,7,7,1.0,7,1.0,7,5,0.7142857142857143,6,0.8571428571428571,162,5,0.8333333333333334,977
LABEL_EVENT,100_2_4_1,20260903,A4,50000,E_E,7,7,1.0,7,1.0,7,2,0.2857142857142857,7,1.0,2553,7,1.0,740
LABEL_EVENT,100_2_4_1,20260903,A4,50000,E_W,7,7,1.0,7,1.0,7,1,0.14285714285714285,6,0.8571428571428571,463,6,1.0,147
LABEL_EVENT,100_2_4_1,20260903,A4,100000,E_B,7,7,1.0,7,1.0,7,7,1.0,4,0.5714285714285714,32,1,0.25,1
LABEL_EVENT,100_2_4_1,20260903,A4,100000,E_C,7,6,0.8571428571428571,6,0.8571428571428571,6,4,0.6666666666666666,5,0.8333333333333334,75,3,0.6,538
LABEL_EVENT,100_2_4_1,20260903,A4,100000,E_E,7,6,0.8571428571428571,6,0.8571428571428571,6,4,0.6666666666666666,6,1.0,817,4,0.6666666666666666,324
LABEL_EVENT,100_2_4_1,20260903,A4,100000,E_W,7,7,1.0,7,1.0,7,4,0.5714285714285714,7,1.0,1421,6,0.8571428571428571,484
LABEL_EVENT,100_2_4_1,20260903,A4,150000,E_B,7,7,1.0,7,1.0,7,7,1.0,4,0.5714285714285714,6,0,0.0,0
LABEL_EVENT,100_2_4_1,20260903,A4,150000,E_C,7,7,1.0,7,1.0,7,5,0.7142857142857143,4,0.5714285714285714,4721,2,0.5,865
LABEL_EVENT,100_2_4_1,20260903,A4,150000,E_E,7,6,0.8571428571428571,6,0.8571428571428571,6,4,0.6666666666666666,6,1.0,651,6,1.0,287
LABEL_EVENT,100_2_4_1,20260903,A4,150000,E_W,7,6,0.8571428571428571,6,0.8571428571428571,6,4,0.6666666666666666,6,1.0,1457,3,0.5,399
LABEL_EVENT,100_2_4_1,20260903,A4,200000,E_B,5,5,1.0,5,1.0,5,4,0.8,4,0.8,9,0,0.0,0
LABEL_EVENT,100_2_4_1,20260903,A4,200000,E_C,5,3,0.6,3,0.6,3,2,0.6666666666666666,2,0.6666666666666666,42,2,1.0,283
LABEL_EVENT,100_2_4_1,20260903,A4,200000,E_E,5,4,0.8,4,0.8,4,2,0.5,4,1.0,1589,4,1.0,750
LABEL_EVENT,100_2_4_1,20260903,A4,200000,E_W,5,4,0.8,4,0.8,4,4,1.0,2,0.5,8,0,0.0,0
LABEL_EVENT,100_2_4_1,20260903,A4,250000,E_B,5,4,0.8,4,0.8,3,3,1.0,1,0.25,1,0,0.0,0
LABEL_EVENT,100_2_4_1,20260903,A4,250000,E_C,5,4,0.8,4,0.8,3,2,0.6666666666666666,2,0.5,2,0,0.0,0
LABEL_EVENT,100_2_4_1,20260903,A4,250000,E_E,5,5,1.0,5,1.0,4,3,0.75,4,0.8,467,3,0.75,223
LABEL_EVENT,100_2_4_1,20260903,A4,250000,E_W,5,4,0.8,4,0.8,3,2,0.6666666666666666,3,0.75,55,2,0.6666666666666666,27
LABEL_EVENT,100_5_3_1,20260901,A2,50000,E_B,1,1,1.0,1,1.0,1,1,1.0,1,1.0,14,1,1.0,8
LABEL_EVENT,100_5_3_1,20260901,A2,50000,E_C,1,1,1.0,1,1.0,1,1,1.0,0,0.0,0,0,,0
LABEL_EVENT,100_5_3_1,20260901,A2,50000,E_E,1,1,1.0,1,1.0,1,0,0.0,0,0.0,0,0,,0
LABEL_EVENT,100_5_3_1,20260901,A2,50000,E_W,1,1,1.0,1,1.0,1,1,1.0,0,0.0,0,0,,0
LABEL_EVENT,100_5_3_1,20260901,A2,100000,E_B,2,2,1.0,2,1.0,2,2,1.0,1,0.5,3,1,1.0,3
LABEL_EVENT,100_5_3_1,20260901,A2,100000,E_C,2,2,1.0,2,1.0,2,2,1.0,2,1.0,456,2,1.0,3859
LABEL_EVENT,100_5_3_1,20260901,A2,100000,E_E,2,2,1.0,2,1.0,2,0,0.0,0,0.0,0,0,,0
LABEL_EVENT,100_5_3_1,20260901,A2,100000,E_W,2,2,1.0,2,1.0,2,2,1.0,1,0.5,1,1,1.0,1
LABEL_EVENT,100_5_3_1,20260901,A2,150000,E_B,1,1,1.0,1,1.0,1,1,1.0,0,0.0,0,0,,0
LABEL_EVENT,100_5_3_1,20260901,A2,150000,E_C,1,1,1.0,1,1.0,1,1,1.0,1,1.0,168,1,1.0,1447
LABEL_EVENT,100_5_3_1,20260901,A2,150000,E_E,1,1,1.0,1,1.0,1,1,1.0,0,0.0,0,0,,0
LABEL_EVENT,100_5_3_1,20260901,A2,150000,E_W,1,1,1.0,1,1.0,1,0,0.0,0,0.0,0,0,,0
LABEL_EVENT,100_5_3_1,20260901,A2,200000,E_B,2,2,1.0,2,1.0,2,2,1.0,0,0.0,0,0,,0
LABEL_EVENT,100_5_3_1,20260901,A2,200000,E_C,2,2,1.0,2,1.0,2,2,1.0,0,0.0,0,0,,0
LABEL_EVENT,100_5_3_1,20260901,A2,200000,E_E,2,2,1.0,2,1.0,2,0,0.0,0,0.0,0,0,,0
LABEL_EVENT,100_5_3_1,20260901,A2,200000,E_W,2,2,1.0,2,1.0,2,2,1.0,1,0.5,2,1,1.0,27
LABEL_EVENT,100_5_3_1,20260901,A2,250000,E_B,2,2,1.0,2,1.0,1,1,1.0,0,0.0,0,0,,0
LABEL_EVENT,100_5_3_1,20260901,A2,250000,E_C,2,1,0.5,1,0.5,1,0,0.0,0,0.0,0,0,,0
LABEL_EVENT,100_5_3_1,20260901,A2,250000,E_E,2,0,0.0,0,0.0,0,0,,0,,0,0,,0
LABEL_EVENT,100_5_3_1,20260901,A2,250000,E_W,2,2,1.0,2,1.0,1,1,1.0,0,0.0,0,0,,0
LABEL_EVENT,100_5_3_1,20260901,A4,50000,E_B,7,7,1.0,7,1.0,7,5,0.7142857142857143,6,0.8571428571428571,25,0,0.0,0
LABEL_EVENT,100_5_3_1,20260901,A4,50000,E_C,7,7,1.0,7,1.0,7,6,0.8571428571428571,7,1.0,133,6,0.8571428571428571,578
LABEL_EVENT,100_5_3_1,20260901,A4,50000,E_E,7,7,1.0,7,1.0,7,3,0.42857142857142855,7,1.0,1747,7,1.0,648
LABEL_EVENT,100_5_3_1,20260901,A4,50000,E_W,7,7,1.0,7,1.0,7,5,0.7142857142857143,7,1.0,3440,6,0.8571428571428571,1045
LABEL_EVENT,100_5_3_1,20260901,A4,100000,E_B,7,7,1.0,7,1.0,7,7,1.0,7,1.0,298,6,0.8571428571428571,15
LABEL_EVENT,100_5_3_1,20260901,A4,100000,E_C,7,6,0.8571428571428571,6,0.8571428571428571,6,6,1.0,6,1.0,6835,6,1.0,2096
LABEL_EVENT,100_5_3_1,20260901,A4,100000,E_E,7,6,0.8571428571428571,6,0.8571428571428571,6,3,0.5,5,0.8333333333333334,133,3,0.6,52
LABEL_EVENT,100_5_3_1,20260901,A4,100000,E_W,7,5,0.7142857142857143,5,0.7142857142857143,5,4,0.8,5,1.0,189,5,1.0,47
LABEL_EVENT,100_5_3_1,20260901,A4,150000,E_B,7,7,1.0,7,1.0,7,6,0.8571428571428571,6,0.8571428571428571,126,5,0.8333333333333334,10
LABEL_EVENT,100_5_3_1,20260901,A4,150000,E_C,7,7,1.0,7,1.0,7,7,1.0,7,1.0,126,7,1.0,109
LABEL_EVENT,100_5_3_1,20260901,A4,150000,E_E,7,7,1.0,7,1.0,7,3,0.42857142857142855,6,0.8571428571428571,15,2,0.3333333333333333,4
LABEL_EVENT,100_5_3_1,20260901,A4,150000,E_W,7,7,1.0,7,1.0,7,7,1.0,7,1.0,5178,5,0.7142857142857143,1961
LABEL_EVENT,100_5_3_1,20260901,A4,200000,E_B,5,5,1.0,5,1.0,5,5,1.0,5,1.0,12,0,0.0,0
LABEL_EVENT,100_5_3_1,20260901,A4,200000,E_C,5,5,1.0,5,1.0,5,5,1.0,5,1.0,529,5,1.0,165
LABEL_EVENT,100_5_3_1,20260901,A4,200000,E_E,5,5,1.0,5,1.0,5,3,0.6,3,0.6,11,3,1.0,6
LABEL_EVENT,100_5_3_1,20260901,A4,200000,E_W,5,5,1.0,5,1.0,5,4,0.8,5,1.0,3689,3,0.6,1404
LABEL_EVENT,100_5_3_1,20260901,A4,250000,E_B,5,5,1.0,5,1.0,4,4,1.0,1,0.2,2,0,0.0,0
LABEL_EVENT,100_5_3_1,20260901,A4,250000,E_C,5,5,1.0,5,1.0,4,4,1.0,4,0.8,482,4,1.0,165
LABEL_EVENT,100_5_3_1,20260901,A4,250000,E_E,5,3,0.6,3,0.6,3,2,0.6666666666666666,2,0.6666666666666666,2077,2,1.0,868
LABEL_EVENT,100_5_3_1,20260901,A4,250000,E_W,5,4,0.8,4,0.8,3,3,1.0,3,0.75,19,1,0.3333333333333333,1
LABEL_EVENT,100_5_3_1,20260902,A2,50000,E_B,1,1,1.0,1,1.0,1,1,1.0,1,1.0,10,0,0.0,0
LABEL_EVENT,100_5_3_1,20260902,A2,50000,E_C,1,1,1.0,1,1.0,1,1,1.0,0,0.0,0,0,,0
LABEL_EVENT,100_5_3_1,20260902,A2,50000,E_E,1,1,1.0,1,1.0,1,0,0.0,0,0.0,0,0,,0
LABEL_EVENT,100_5_3_1,20260902,A2,50000,E_W,1,1,1.0,1,1.0,1,1,1.0,0,0.0,0,0,,0
LABEL_EVENT,100_5_3_1,20260902,A2,100000,E_B,2,2,1.0,2,1.0,2,1,0.5,0,0.0,0,0,,0
LABEL_EVENT,100_5_3_1,20260902,A2,100000,E_C,2,2,1.0,2,1.0,2,2,1.0,1,0.5,135,1,1.0,1041
LABEL_EVENT,100_5_3_1,20260902,A2,100000,E_E,2,2,1.0,2,1.0,2,0,0.0,2,1.0,5,2,1.0,116
LABEL_EVENT,100_5_3_1,20260902,A2,100000,E_W,2,2,1.0,2,1.0,2,1,0.5,1,0.5,2,1,1.0,20
LABEL_EVENT,100_5_3_1,20260902,A2,150000,E_B,1,1,1.0,1,1.0,1,0,0.0,0,0.0,0,0,,0
LABEL_EVENT,100_5_3_1,20260902,A2,150000,E_C,1,1,1.0,1,1.0,1,1,1.0,1,1.0,90,1,1.0,692
LABEL_EVENT,100_5_3_1,20260902,A2,150000,E_E,1,1,1.0,1,1.0,1,0,0.0,0,0.0,0,0,,0
LABEL_EVENT,100_5_3_1,20260902,A2,150000,E_W,1,1,1.0,1,1.0,1,0,0.0,0,0.0,0,0,,0
LABEL_EVENT,100_5_3_1,20260902,A2,200000,E_B,2,2,1.0,2,1.0,2,2,1.0,0,0.0,0,0,,0
LABEL_EVENT,100_5_3_1,20260902,A2,200000,E_C,2,1,0.5,1,0.5,1,0,0.0,1,1.0,41,1,1.0,310
LABEL_EVENT,100_5_3_1,20260902,A2,200000,E_E,2,0,0.0,0,0.0,0,0,,0,,0,0,,0
LABEL_EVENT,100_5_3_1,20260902,A2,200000,E_W,2,1,0.5,1,0.5,1,0,0.0,1,1.0,12,1,1.0,16
LABEL_EVENT,100_5_3_1,20260902,A2,250000,E_B,2,2,1.0,2,1.0,1,0,0.0,0,0.0,0,0,,0
LABEL_EVENT,100_5_3_1,20260902,A2,250000,E_C,2,0,0.0,0,0.0,0,0,,0,,0,0,,0
LABEL_EVENT,100_5_3_1,20260902,A2,250000,E_E,2,1,0.5,1,0.5,0,0,,0,0.0,0,0,,0
LABEL_EVENT,100_5_3_1,20260902,A2,250000,E_W,2,1,0.5,1,0.5,0,0,,0,0.0,0,0,,0
LABEL_EVENT,100_5_3_1,20260902,A4,50000,E_B,7,7,1.0,7,1.0,7,7,1.0,7,1.0,28,0,0.0,0
LABEL_EVENT,100_5_3_1,20260902,A4,50000,E_C,7,7,1.0,7,1.0,7,6,0.8571428571428571,7,1.0,3692,7,1.0,1623
LABEL_EVENT,100_5_3_1,20260902,A4,50000,E_E,7,7,1.0,7,1.0,7,4,0.5714285714285714,7,1.0,1313,7,1.0,598
LABEL_EVENT,100_5_3_1,20260902,A4,50000,E_W,7,7,1.0,7,1.0,7,7,1.0,6,0.8571428571428571,229,5,0.8333333333333334,52
LABEL_EVENT,100_5_3_1,20260902,A4,100000,E_B,7,7,1.0,7,1.0,7,7,1.0,7,1.0,125,0,0.0,0
LABEL_EVENT,100_5_3_1,20260902,A4,100000,E_C,7,7,1.0,7,1.0,7,6,0.8571428571428571,7,1.0,1243,7,1.0,417
LABEL_EVENT,100_5_3_1,20260902,A4,100000,E_E,7,5,0.7142857142857143,5,0.7142857142857143,5,3,0.6,5,1.0,1430,5,1.0,651
LABEL_EVENT,100_5_3_1,20260902,A4,100000,E_W,7,7,1.0,7,1.0,7,6,0.8571428571428571,7,1.0,230,7,1.0,52
LABEL_EVENT,100_5_3_1,20260902,A4,150000,E_B,7,7,1.0,7,1.0,7,7,1.0,7,1.0,121,0,0.0,0
