instance,referenceFamily,Cmax,TEC,TWC
100_2_4_1,DISCOVERY_OBSERVED,736.5777814011745,44339.48424157702,67708.51683344266
100_2_4_1,DISCOVERY_OBSERVED,736.9250964699554,43768.46569864736,70179.81703135892
100_2_4_1,DISCOVERY_OBSERVED,738.5962686237758,44304.433888352,67679.1493495678
100_2_4_1,DISCOVERY_OBSERVED,738.5962686237758,44335.09258157212,67616.32039766535
100_2_4_1,DISCOVERY_OBSERVED,738.9335196074649,43726.59766187504,70117.97980560263
100_2_4_1,DISCOVERY_OBSERVED,739.6144543112458,43641.28262321305,70900.70764195203
100_2_4_1,DISCOVERY_OBSERVED,739.6304307388374,44365.1596194233,67519.21516717586
100_2_4_1,DISCOVERY_OBSERVED,739.679804863386,44392.249055188484,67473.959222193
100_2_4_1,DISCOVERY_OBSERVED,739.6895827615599,44257.122875785826,67814.68671662961
100_2_4_1,DISCOVERY_OBSERVED,739.9450456089802,44005.12899173373,67805.83057592649
100_2_4_1,DISCOVERY_OBSERVED,740.5209090292756,43419.24066453161,72986.88718507881
100_2_4_1,DISCOVERY_OBSERVED,741.123638348245,43551.059076276324,70170.25844472332
100_2_4_1,DISCOVERY_OBSERVED,742.1533971397324,43660.122317227164,70137.57164120591
100_2_4_1,DISCOVERY_OBSERVED,742.2102321459453,44177.613111848535,67319.08155365428
100_2_4_1,DISCOVERY_OBSERVED,742.448916147915,44070.0339721011,67582.54078583144
100_2_4_1,DISCOVERY_OBSERVED,743.9141968871609,43220.20091150644,70221.21402497719
100_2_4_1,DISCOVERY_OBSERVED,745.5149946179523,46060.798742743085,66872.52352884089
100_2_4_1,DISCOVERY_OBSERVED,746.6052107106117,43589.63709993142,69599.33328983681
100_2_4_1,DISCOVERY_OBSERVED,747.6424836642713,44708.37125139514,66957.18529005349
100_2_4_1,DISCOVERY_OBSERVED,747.6424836642713,44823.702424449824,66949.00569325493
100_2_4_1,DISCOVERY_OBSERVED,750.0824208087517,43552.88280588124,69937.3336823457
100_2_4_1,DISCOVERY_OBSERVED,750.1872424308955,43385.93431906204,69658.46230911757
100_2_4_1,DISCOVERY_OBSERVED,752.3125995769401,43994.839238303844,67190.92404611864
100_2_4_1,DISCOVERY_OBSERVED,752.4682149093321,43121.617310742935,70363.06513890985
100_2_4_1,DISCOVERY_OBSERVED,752.4682646423385,43111.572071278526,69761.9865526373
100_2_4_1,DISCOVERY_OBSERVED,753.1903076921717,43089.00021463033,69498.03280229247
100_2_4_1,DISCOVERY_OBSERVED,753.1903275482389,43231.5394656844,69343.67265336991
100_2_4_1,DISCOVERY_OBSERVED,753.1903567021503,43045.861647287784,69842.76338518597
100_2_4_1,DISCOVERY_OBSERVED,753.1903571991932,43005.143292381,70195.04840632068
100_2_4_1,DISCOVERY_OBSERVED,753.1903595589238,43040.29602943068,70042.65690089585
100_2_4_1,DISCOVERY_OBSERVED,753.5482178738656,42983.76751577783,69915.3889440791
100_2_4_1,DISCOVERY_OBSERVED,753.5676081608493,43013.95186811265,69808.87745382081
100_2_4_1,DISCOVERY_OBSERVED,754.7769735361397,43002.68310560669,69899.15440796138
100_2_4_1,DISCOVERY_OBSERVED,755.969043612256,42980.552241396945,70240.95528638548
100_2_4_1,DISCOVERY_OBSERVED,756.1965411919925,42979.261666865284,70994.92400276085
100_2_4_1,DISCOVERY_OBSERVED,756.9082085599622,43692.36938994943,67814.99543698941
100_2_4_1,DISCOVERY_OBSERVED,756.9529684822619,43781.53701745183,67468.54700841248
100_2_4_1,DISCOVERY_OBSERVED,757.4342730956621,43569.20575225732,67719.22878430986
100_2_4_1,DISCOVERY_OBSERVED,757.4342730956621,43645.434253941676,67477.00849426295
100_2_4_1,DISCOVERY_OBSERVED,757.4342730956621,43654.29044617407,67432.69770904217
100_2_4_1,DISCOVERY_OBSERVED,757.4342730956621,43774.87447195839,67417.4646972593
100_2_4_1,DISCOVERY_OBSERVED,757.4342730956621,43805.682168799016,67416.65055754555
100_2_4_1,DISCOVERY_OBSERVED,757.4342730956621,43834.10847587426,67274.16912232841
100_2_4_1,DISCOVERY_OBSERVED,757.4342730956621,43863.96822999228,67242.6874128365
100_2_4_1,DISCOVERY_OBSERVED,757.4342730956621,43900.537089819816,67216.08584058596
100_2_4_1,DISCOVERY_OBSERVED,757.4342730956621,43907.60298607012,67185.68683564191
100_2_4_1,DISCOVERY_OBSERVED,759.0891747523611,43062.09752480826,69676.11026794695
100_2_4_1,DISCOVERY_OBSERVED,759.2843434905532,42982.42764616324,69517.79053034491
100_2_4_1,DISCOVERY_OBSERVED,760.9619973892903,43020.178329425995,69493.08033153435
100_2_4_1,DISCOVERY_OBSERVED,762.1863472126607,42969.57652836053,70524.39155932228
100_2_4_1,DISCOVERY_OBSERVED,762.8380760767616,42904.09323319673,69835.37141717621
100_2_4_1,DISCOVERY_OBSERVED,764.5943095508046,42890.25171695973,70216.28773035997
100_2_4_1,DISCOVERY_OBSERVED,765.7803090469096,42879.22451542441,70852.01597773554
100_2_4_1,DISCOVERY_OBSERVED,766.370811454582,42957.64180670822,69816.50308220126
100_2_4_1,DISCOVERY_OBSERVED,766.7308516234392,42852.85853429016,70675.27905960112
100_2_4_1,DISCOVERY_OBSERVED,766.7308516234392,42861.4493702768,70645.81947224797
100_2_4_1,DISCOVERY_OBSERVED,766.9527360319935,42950.40202704501,69806.52648182749
100_2_4_1,DISCOVERY_OBSERVED,767.0805339959669,42951.74851456029,69803.42236740375
100_2_4_1,DISCOVERY_OBSERVED,767.3420461997616,42926.91949686051,69552.4090298973
100_2_4_1,DISCOVERY_OBSERVED,767.8500789704059,43065.65140800415,69156.96873675255
100_2_4_1,DISCOVERY_OBSERVED,768.303597640866,42867.056202235945,69841.44567444049
100_2_4_1,DISCOVERY_OBSERVED,768.534159664206,42945.41787825937,69295.72389978149
100_2_4_1,DISCOVERY_OBSERVED,768.5357473302274,42997.638373837326,69177.65932609253
100_2_4_1,DISCOVERY_OBSERVED,768.8916216011103,42855.496837537285,70402.03162912221
100_2_4_1,DISCOVERY_OBSERVED,769.6233233495568,42805.0595639579,70299.0967430073
100_2_4_1,DISCOVERY_OBSERVED,769.6963300652549,42751.94622802701,69947.63475167035
100_2_4_1,DISCOVERY_OBSERVED,769.6963340086991,42854.03271703386,69673.02950137698
100_2_4_1,DISCOVERY_OBSERVED,769.6963340455667,42814.13183396313,69806.78140619559
100_2_4_1,DISCOVERY_OBSERVED,769.6963348848651,42803.95085499905,69654.78678380612
100_2_4_1,DISCOVERY_OBSERVED,769.6963348848651,42861.651501267115,69553.95568508004
100_2_4_1,DISCOVERY_OBSERVED,769.6963348848651,42865.28803009584,69502.49269708472
100_2_4_1,DISCOVERY_OBSERVED,769.6963364973606,42840.15295517196,69614.89027336758
100_2_4_1,DISCOVERY_OBSERVED,769.6963405162512,42741.36900167805,70050.93361345424
100_2_4_1,DISCOVERY_OBSERVED,769.6963405162512,42775.29168220821,69738.35417202275
100_2_4_1,DISCOVERY_OBSERVED,769.6963481459826,42727.0952022898,69599.26414088093
100_2_4_1,DISCOVERY_OBSERVED,771.8606491950204,42829.863483860325,69296.97897809699
100_2_4_1,DISCOVERY_OBSERVED,772.6925320073763,42958.88980453955,69264.69107222464
100_2_4_1,DISCOVERY_OBSERVED,773.6471581047396,42749.27465155683,69577.61946921804
100_2_4_1,DISCOVERY_OBSERVED,773.7508275625977,42955.69929430216,69239.49589925684
100_2_4_1,DISCOVERY_OBSERVED,774.6089565965962,42948.22481735582,69134.39349449362
100_2_4_1,DISCOVERY_OBSERVED,776.4725533650324,42812.32662790283,69465.07420539885
100_2_4_1,DISCOVERY_OBSERVED,777.4849201649639,44059.74047645694,67097.7933798829
100_2_4_1,DISCOVERY_OBSERVED,778.2876508509067,43031.022995036496,69069.82257688625
100_2_4_1,DISCOVERY_OBSERVED,778.5227595193072,42625.98528014942,69946.0962899803
100_2_4_1,DISCOVERY_OBSERVED,779.0178731697828,42790.050213001065,69418.09946504948
100_2_4_1,DISCOVERY_OBSERVED,779.0178731697828,42813.73932599815,69362.77043955363
100_2_4_1,DISCOVERY_OBSERVED,779.0178731697828,42886.05308776994,69262.38045845908
100_2_4_1,DISCOVERY_OBSERVED,780.0012400098012,42608.809557450615,69687.72240905577
100_2_4_1,DISCOVERY_OBSERVED,780.041384819455,42627.265208642275,69541.30640694375
100_2_4_1,DISCOVERY_OBSERVED,780.5453629066445,43939.47990638053,67128.05305225633
100_2_4_1,DISCOVERY_OBSERVED,780.6347927169827,43337.790968896705,68498.53454565631
100_2_4_1,DISCOVERY_OBSERVED,781.920690571107,42773.70777056161,69512.56052085046
100_2_4_1,DISCOVERY_OBSERVED,781.9549969011134,42589.14389629267,70730.97419168908
100_2_4_1,DISCOVERY_OBSERVED,782.0088232007922,42621.10089822664,69684.71258456216
100_2_4_1,DISCOVERY_OBSERVED,782.7582671923034,42859.852988760904,69147.34206324091
100_2_4_1,DISCOVERY_OBSERVED,782.7582671923034,43040.470496342314,68928.96419359518
100_2_4_1,DISCOVERY_OBSERVED,782.7582674443977,42622.08830431938,69547.10233931275
100_2_4_1,DISCOVERY_OBSERVED,782.7582674443977,42700.966109335364,69526.49798182273
100_2_4_1,DISCOVERY_OBSERVED,782.7582674443977,42721.864326452574,69484.08518122863
100_2_4_1,DISCOVERY_OBSERVED,783.3713815499802,42541.82590086919,69676.92312001475
100_2_4_1,DISCOVERY_OBSERVED,783.3713815499802,42586.0730489289,69566.59642821268
100_2_4_1,DISCOVERY_OBSERVED,783.7537136059422,42540.66062614959,70004.68710818976
100_2_4_1,DISCOVERY_OBSERVED,783.7810993017713,44232.58281097305,66929.77364994335
100_2_4_1,DISCOVERY_OBSERVED,787.9324464043345,42653.1849180568,69517.5930767603
100_2_4_1,DISCOVERY_OBSERVED,788.7755452586478,43968.673999636056,66974.32114395754
100_2_4_1,DISCOVERY_OBSERVED,789.1773396060992,42609.656303761694,69529.26550006817
100_2_4_1,DISCOVERY_OBSERVED,789.4758597251878,42540.927792298964,69548.26847809102
100_2_4_1,DISCOVERY_OBSERVED,789.9552873616409,42492.13315657014,69853.45194477089
100_2_4_1,DISCOVERY_OBSERVED,791.0881258321022,42441.12402094093,70267.58464456016
100_2_4_1,DISCOVERY_OBSERVED,793.5726502269213,42482.39990656705,70154.3609168079
100_2_4_1,DISCOVERY_OBSERVED,793.7098793708117,43574.35577584269,67648.4039137675
100_2_4_1,DISCOVERY_OBSERVED,793.7100775414544,43463.11576299312,67937.68795003086
100_2_4_1,DISCOVERY_OBSERVED,793.7100775414544,43568.25181240719,67766.89270739499
100_2_4_1,DISCOVERY_OBSERVED,793.7100775414544,43576.970825835735,67448.7878922245
100_2_4_1,DISCOVERY_OBSERVED,793.7100775414544,43621.520716104715,67303.5807490313
100_2_4_1,DISCOVERY_OBSERVED,793.7100775414544,43842.386739499816,67123.10458675455
100_2_4_1,DISCOVERY_OBSERVED,797.1445361439303,42470.80625969758,69954.79260414191
100_2_4_1,DISCOVERY_OBSERVED,797.4468545410746,42512.72242763905,69757.26763667083
100_2_4_1,DISCOVERY_OBSERVED,798.3752093122854,42742.02945982819,69390.69010042101
100_2_4_1,DISCOVERY_OBSERVED,798.744216059163,42456.172536141334,69602.92199513817
100_2_4_1,DISCOVERY_OBSERVED,799.3035881787985,42816.79578168245,69358.1072085723
100_2_4_1,DISCOVERY_OBSERVED,799.6487266726183,42461.90321255311,69568.49829693037
100_2_4_1,DISCOVERY_OBSERVED,800.0489539573363,42767.79989548531,69277.5009800617
100_2_4_1,DISCOVERY_OBSERVED,800.7617232995583,42892.54572154737,68797.532204173
100_2_4_1,DISCOVERY_OBSERVED,800.9872745841889,42858.762223078,69234.30027148881
100_2_4_1,DISCOVERY_OBSERVED,801.5539721016828,42627.7534830569,69323.80253092572
100_2_4_1,DISCOVERY_OBSERVED,801.5539721016828,42716.33135284488,69216.64588937836
100_2_4_1,DISCOVERY_OBSERVED,801.5539721016828,42723.13755155873,69168.41591271033
100_2_4_1,DISCOVERY_OBSERVED,801.5539721016828,42741.34565584597,69104.10984918615
100_2_4_1,DISCOVERY_OBSERVED,801.5539721016828,42748.8692949031,68993.48274447737
100_2_4_1,DISCOVERY_OBSERVED,801.5539721016828,42877.239971657174,68933.55157836682
100_2_4_1,DISCOVERY_OBSERVED,806.1815040468779,42404.61313972594,74644.17597738553
100_2_4_1,DISCOVERY_OBSERVED,807.9353740763632,42374.15835535073,70812.42484385063
100_2_4_1,DISCOVERY_OBSERVED,807.9490707515612,42443.34368391396,69697.97346019043
100_2_4_1,DISCOVERY_OBSERVED,808.3296955731643,42574.53564645173,69534.76661243285
100_2_4_1,DISCOVERY_OBSERVED,808.5585793529174,42404.00624960192,70314.16141445376
100_2_4_1,DISCOVERY_OBSERVED,808.66334636255,42402.661844113405,70402.78262558448
100_2_4_1,DISCOVERY_OBSERVED,809.7096504600514,42371.813902336144,74734.00684731582
100_2_4_1,DISCOVERY_OBSERVED,810.733398389108,42299.37918788632,71280.41458287116
100_2_4_1,DISCOVERY_OBSERVED,813.9856931558078,42430.60080854771,70174.23147166119
100_2_4_1,DISCOVERY_OBSERVED,814.8654066615848,42198.70902871083,72582.17274800985
100_2_4_1,DISCOVERY_OBSERVED,815.3431821850762,42195.97523870873,72718.76332036815
100_2_4_1,DISCOVERY_OBSERVED,815.752146541163,42437.60808734749,70078.73692319886
100_2_4_1,DISCOVERY_OBSERVED,817.992931040426,42370.780880757775,71110.07338622151
100_2_4_1,DISCOVERY_OBSERVED,817.992931040426,42370.97373837827,70755.2826066829
100_2_4_1,DISCOVERY_OBSERVED,820.2044104957716,42410.055761077674,69992.1316911286
100_2_4_1,DISCOVERY_OBSERVED,821.593159490171,42391.0550076864,70418.45162964122
100_2_4_1,DISCOVERY_OBSERVED,821.9700918788516,42236.98775853018,71556.01317168932
100_2_4_1,DISCOVERY_OBSERVED,822.5134156697317,42243.51596494442,71521.21301003112
100_2_4_1,DISCOVERY_OBSERVED,822.7692971427789,42300.44335857655,69648.85573690466
100_2_4_1,DISCOVERY_OBSERVED,823.0519410270983,42171.012989087314,72884.86558505724
100_2_4_1,DISCOVERY_OBSERVED,823.1973014351286,43526.32520032219,67608.81612386733
100_2_4_1,DISCOVERY_OBSERVED,823.3477436691259,42291.981315028424,71379.99728188597
100_2_4_1,DISCOVERY_OBSERVED,823.6385504815454,42292.262145530505,71170.39275872183
100_2_4_1,DISCOVERY_OBSERVED,826.220053119238,42132.53824676504,72632.87499259683
100_2_4_1,DISCOVERY_OBSERVED,826.226020710787,44244.91102619312,66902.43422569586
100_2_4_1,DISCOVERY_OBSERVED,827.6795867695417,41959.516046619305,70849.07385516452
100_2_4_1,DISCOVERY_OBSERVED,827.822489629799,41802.9132078357,71142.42009339083
100_2_4_1,DISCOVERY_OBSERVED,828.6284523980793,42015.986401726324,70750.87005169029
100_2_4_1,DISCOVERY_OBSERVED,828.7667099093334,41863.60229743833,71009.04132727734
100_2_4_1,DISCOVERY_OBSERVED,831.3531475770283,41801.99911750293,71196.38744013611
100_2_4_1,DISCOVERY_OBSERVED,833.0247196448188,41855.07374505023,71036.41356420334
100_2_4_1,DISCOVERY_OBSERVED,835.2007197309466,41776.68354932205,72314.22894400681
100_2_4_1,DISCOVERY_OBSERVED,835.4415852321904,41774.197244092895,71427.82956068152
100_2_4_1,DISCOVERY_OBSERVED,835.8010016275939,41727.68768663681,71558.74781972382
100_2_4_1,DISCOVERY_OBSERVED,836.3687199337149,41796.384193531034,71378.54036299611
100_2_4_1,DISCOVERY_OBSERVED,836.7407952382985,41786.99080455836,71423.17159502767
100_2_4_1,DISCOVERY_OBSERVED,838.1868383373345,42550.447001704895,69389.67841793114
100_2_4_1,DISCOVERY_OBSERVED,849.3487985029062,41737.4177724449,71424.97412732225
100_2_4_1,DISCOVERY_OBSERVED,850.095636299346,41684.81600102757,71473.26445947074
100_2_4_1,DISCOVERY_OBSERVED,850.1294940089596,41654.56277244865,71500.1702549012
100_2_4_1,DISCOVERY_OBSERVED,850.2167020299753,41456.96716689376,71639.02254595644
100_2_4_1,DISCOVERY_OBSERVED,850.2515316187123,41426.458044807136,71665.53663562407
100_2_4_1,DISCOVERY_OBSERVED,850.3011772253401,41799.19788486872,71292.76590630237
100_2_4_1,DISCOVERY_OBSERVED,854.5087145930967,41418.63353034703,71692.88597032687
100_2_4_1,DISCOVERY_OBSERVED,857.8514662203423,41375.570513303486,72081.91682317409
100_2_4_1,DISCOVERY_OBSERVED,858.0437248702922,41374.360043889676,72053.13930701849
100_2_4_1,DISCOVERY_OBSERVED,858.1879792837735,41381.38960219327,72052.47570136261
100_2_4_1,DISCOVERY_OBSERVED,858.2227754652012,41350.887962725705,72079.0014830292
100_2_4_1,DISCOVERY_OBSERVED,866.408912468717,41713.545319590456,71077.09994590715
100_2_4_1,DISCOVERY_OBSERVED,866.4128933356602,41609.860003120906,71236.15709392553
100_2_4_1,DISCOVERY_OBSERVED,866.4129031607443,41660.584445756605,71187.88443601971
100_2_4_1,DISCOVERY_OBSERVED,868.4820960687,41871.948227064786,70819.91043535611
100_2_4_1,DISCOVERY_OBSERVED,871.7557492924316,41393.99008199491,71924.00430742244
100_2_4_1,DISCOVERY_OBSERVED,871.7905960949807,41363.47775127303,71950.5132537988
100_2_4_1,DISCOVERY_OBSERVED,887.6730074645078,41403.75996612018,71878.54428361414
100_2_4_1,DISCOVERY_OBSERVED,887.746686499814,41405.30467989516,71798.83429930743
100_2_4_1,DISCOVERY_OBSERVED,898.9247977981132,41324.53494903061,72176.02415984019
100_2_4_1,DISCOVERY_OBSERVED,898.9809557305266,41300.801716226546,72041.8949344393
100_2_4_1,DISCOVERY_OBSERVED,899.8163790764787,41246.02642002435,72184.0199038687
100_2_4_1,DISCOVERY_OBSERVED,900.2956050592525,41304.86453802301,72010.37250260281
100_2_4_1,DISCOVERY_OBSERVED,900.4604955376375,41155.503462225824,72303.72324693085
100_2_4_1,DISCOVERY_OBSERVED,901.7139411385024,41207.73717093987,72231.88886305921
100_2_4_1,DISCOVERY_OBSERVED,901.7489310898887,41190.55079286416,72299.96700474672
100_2_4_1,DISCOVERY_OBSERVED,901.7688359973527,41243.37241574373,72099.99252365115
100_5_3_1,FORMAL_DECISION,761.3825230832067,128594.43788035876,354813.0483355154
100_5_3_1,FORMAL_DECISION,761.9763239699076,128890.34625908887,342763.4473149611
100_5_3_1,FORMAL_DECISION,763.7438411049559,128875.95820717975,350610.30254518753
100_5_3_1,FORMAL_DECISION,764.2176034225025,128786.27717141542,354693.4236932491
100_5_3_1,FORMAL_DECISION,765.1880638957629,128202.92650347203,348454.8947012357
100_5_3_1,FORMAL_DECISION,765.6810942958559,128042.11743648238,357574.94283953623
100_5_3_1,FORMAL_DECISION,765.8976953007881,128728.73208119482,345692.4089494946
100_5_3_1,FORMAL_DECISION,766.386458834743,128538.35646824082,346449.03194847354
100_5_3_1,FORMAL_DECISION,766.8167499069331,128113.77496697505,348398.85219605063
100_5_3_1,FORMAL_DECISION,767.0455980760289,128644.75379941435,343287.5838385951
100_5_3_1,FORMAL_DECISION,767.0550110167045,127960.69220801775,343300.3852488335
100_5_3_1,FORMAL_DECISION,767.1452971361355,127315.8425067745,348365.2628018291
100_5_3_1,FORMAL_DECISION,768.0974647141514,127828.12178854694,342673.7302815252
100_5_3_1,FORMAL_DECISION,768.7763989408086,127818.92200250647,346947.4600947147
100_5_3_1,FORMAL_DECISION,768.9589696747232,127535.85232461433,334776.10588427447
100_5_3_1,FORMAL_DECISION,768.9793661069073,127132.21716727062,342305.0083277476
100_5_3_1,FORMAL_DECISION,769.0189995414598,126900.5836500758,342997.60579442687
100_5_3_1,FORMAL_DECISION,769.0189995414598,127006.48187777797,341998.99740392866
100_5_3_1,FORMAL_DECISION,769.0189995414598,127045.44441913241,341992.8681818325
100_5_3_1,FORMAL_DECISION,769.0189995414598,127194.81912490408,341430.5038751967
100_5_3_1,FORMAL_DECISION,769.0191270594423,126952.00294861592,342704.29684505705
100_5_3_1,FORMAL_DECISION,769.0191270594423,126975.70481250763,342378.44607900665
100_5_3_1,FORMAL_DECISION,769.0191270594423,127165.00360828548,341605.778566922
100_5_3_1,FORMAL_DECISION,769.1316679180768,126648.03788790255,343060.9239274157
100_5_3_1,FORMAL_DECISION,770.9644701165954,127222.82386104771,340929.33690300887
100_5_3_1,FORMAL_DECISION,771.5271180772266,126868.91649886187,342090.9531814252
100_5_3_1,FORMAL_DECISION,772.373884757411,126907.59383997423,339711.252856305
100_5_3_1,FORMAL_DECISION,778.474050991058,126845.26850616238,342937.7962221223
100_5_3_1,FORMAL_DECISION,781.1895367131523,126772.0744884641,340771.62144581525
100_5_3_1,FORMAL_DECISION,783.5424345246468,126607.04541962183,355725.25398395583
100_5_3_1,FORMAL_DECISION,784.9180308422362,126849.82067111084,338825.6878407692
100_5_3_1,FORMAL_DECISION,785.8860947070074,126620.54686896437,345156.2536067553
100_5_3_1,FORMAL_DECISION,786.7190416485007,126785.92609985333,339244.60221724963
100_5_3_1,FORMAL_DECISION,786.842676893207,125918.35914092803,350432.62095999403
100_5_3_1,FORMAL_DECISION,790.0168355867415,124646.99952429062,342764.1990320493
100_5_3_1,FORMAL_DECISION,790.9865909432463,127283.33213961314,337221.95176946855
100_5_3_1,FORMAL_DECISION,791.8146734150107,127065.32414856582,337740.7836610548
100_5_3_1,FORMAL_DECISION,793.0811030928232,126707.84493899705,341380.5528659548
100_5_3_1,FORMAL_DECISION,796.921406145503,126928.74595502263,336180.1273215044
100_5_3_1,FORMAL_DECISION,798.1458672725034,126523.31455909048,341438.3317595031
100_5_3_1,FORMAL_DECISION,798.5175581841512,123669.04976027171,346795.7963535163
100_5_3_1,FORMAL_DECISION,800.4342624114568,123433.0987002101,347382.32070416515
100_5_3_1,FORMAL_DECISION,800.514274855329,126448.68041111199,341218.112075196
100_5_3_1,FORMAL_DECISION,803.6810414760452,126732.23383842788,340823.0274360995
100_5_3_1,FORMAL_DECISION,804.6978441242409,126154.76480974176,340579.7255574649
100_5_3_1,FORMAL_DECISION,804.6978441242409,126511.30619758448,338193.44004275324
100_5_3_1,FORMAL_DECISION,806.1623496632105,126739.42842955599,337913.87649081385
100_5_3_1,FORMAL_DECISION,808.6821716447778,126145.73798689585,340740.68298291985
100_5_3_1,FORMAL_DECISION,809.0196467408684,124330.79509052023,345179.65857774264
100_5_3_1,FORMAL_DECISION,816.9582286392798,125272.2902918492,338705.1418238968
100_5_3_1,FORMAL_DECISION,820.6412465778147,124161.21210798417,340979.73904586374
100_5_3_1,FORMAL_DECISION,821.5562967907097,123588.36393792518,345740.4617715804
100_5_3_1,FORMAL_DECISION,822.4607411186602,123268.08521221182,334897.7540811892
100_5_3_1,FORMAL_DECISION,823.5399118339968,124044.84989004183,334889.51990019047
100_5_3_1,FORMAL_DECISION,823.5728341882933,127469.68230426425,334368.9546931677
100_5_3_1,FORMAL_DECISION,842.9574224102296,123081.26319669135,358237.43696999416
100_5_3_1,FORMAL_DECISION,845.6954043446907,123215.3070264303,355635.59278442827
100_5_3_1,FORMAL_DECISION,849.7925381874127,122355.90972774083,361084.4776851587
100_5_3_1,FORMAL_DECISION,851.1932184533874,123066.30885586364,339072.3472772428
100_5_3_1,FORMAL_DECISION,851.7052373994813,123057.76815745384,358370.1110927264
100_5_3_1,FORMAL_DECISION,851.7054315894716,122814.54336024972,349180.84969098243
100_5_3_1,FORMAL_DECISION,852.0247049679421,123175.53865233404,337211.68419475877
100_5_3_1,FORMAL_DECISION,852.590382716514,122740.68011972407,354019.14839010045
100_5_3_1,FORMAL_DECISION,852.9827386638019,122618.7558331406,347636.2962278386
100_5_3_1,FORMAL_DECISION,853.2863565268601,122956.60424800604,341886.3502850429
100_5_3_1,FORMAL_DECISION,853.6623130179643,123191.21524121088,335864.4920544294
100_5_3_1,FORMAL_DECISION,856.9178933834351,122897.461896881,343582.2979929526
100_5_3_1,FORMAL_DECISION,857.2183442605078,122504.45991983057,351597.9474466549
100_5_3_1,FORMAL_DECISION,857.5192081611646,122139.760003339,338361.8277230982
100_5_3_1,FORMAL_DECISION,857.8250506741556,122487.13820180029,337741.6313464727
100_5_3_1,FORMAL_DECISION,864.3108299361437,122035.13661858122,343540.87862010545
100_5_3_1,FORMAL_DECISION,868.8810000115825,123188.67716608856,336138.00056979904
100_5_3_1,FORMAL_DECISION,870.1883701336387,122681.55489927228,336458.2745333172
100_5_3_1,FORMAL_DECISION,871.8252882754305,123153.62549917851,334277.06784292636
100_5_3_1,FORMAL_DECISION,874.2264296016374,126236.81758698521,332929.299865045
100_5_3_1,FORMAL_DECISION,875.0935612736134,121662.25359724119,336162.7284922569
100_5_3_1,FORMAL_DECISION,876.169522972386,122869.4326477373,336020.90851934743
100_5_3_1,FORMAL_DECISION,879.1465535994813,121853.38573603019,335135.8261178245
100_5_3_1,FORMAL_DECISION,881.6722836919587,122566.20893845333,329857.89550762204
100_5_3_1,FORMAL_DECISION,882.371600104115,121524.97640766301,346059.1716649969
100_5_3_1,FORMAL_DECISION,882.4548020067066,123961.64687864063,328443.977606558
100_5_3_1,FORMAL_DECISION,884.920253998956,122341.78846086154,329863.3847790866
100_5_3_1,FORMAL_DECISION,885.31838763093,121327.99524549601,342551.6188026919
100_5_3_1,FORMAL_DECISION,889.581954129973,122132.78556877648,333859.7422915829
100_5_3_1,FORMAL_DECISION,892.4528248861512,121638.23391015115,336911.0967526475
100_5_3_1,FORMAL_DECISION,894.0934715147193,121332.12877991481,341386.48149627575
100_5_3_1,FORMAL_DECISION,894.241486686259,121545.29168713134,338705.6311597786
100_5_3_1,FORMAL_DECISION,894.3006488462638,121400.963415822,335815.3638740593
100_5_3_1,FORMAL_DECISION,898.420534403982,121259.62634454109,348429.57191195025
100_5_3_1,FORMAL_DECISION,898.5560397657939,122111.24863082907,332430.9981591649
100_5_3_1,FORMAL_DECISION,898.5688192074546,121996.74016041216,328506.8885836196
100_5_3_1,FORMAL_DECISION,898.6934603784083,120860.4071986282,335865.600230554
100_5_3_1,FORMAL_DECISION,901.1191327649402,121746.49889722504,331895.69123157335
100_5_3_1,FORMAL_DECISION,901.4644866811552,121630.71261114284,329232.17614553124
100_5_3_1,FORMAL_DECISION,901.7053948784425,121051.7725188543,328883.1723633849
100_5_3_1,FORMAL_DECISION,914.2839767691236,120255.7521552869,333261.2032693095
100_5_3_1,FORMAL_DECISION,915.9718160737071,119997.98662968627,331610.8064304275
100_5_3_1,FORMAL_DECISION,918.0498002840419,119676.159457556,341929.13893303636
100_5_3_1,FORMAL_DECISION,919.0050533113725,122220.76420126444,328476.50169603666
100_5_3_1,FORMAL_DECISION,921.7094974346644,120420.02899507075,325659.9729914262
100_5_3_1,FORMAL_DECISION,924.3717830772996,119826.48404015505,334678.82672861137
100_5_3_1,FORMAL_DECISION,925.3798154692095,119862.42014507475,323337.6201106164
100_5_3_1,FORMAL_DECISION,930.4775847772644,119726.55908921255,331469.9055443691
100_5_3_1,FORMAL_DECISION,931.9036943159717,119471.9449505936,333657.31619235245
100_5_3_1,FORMAL_DECISION,941.3664881923908,119602.06375395434,329240.5307438179
100_5_3_1,FORMAL_DECISION,945.5133084597205,119217.26979730818,354994.78942629066
100_5_3_1,FORMAL_DECISION,945.698938545845,119603.57980653015,316264.3256432181
100_5_3_1,FORMAL_DECISION,947.0778587647033,119440.05296527529,333794.7011234886
100_5_3_1,FORMAL_DECISION,950.2716112101367,118672.96042198397,328961.66507847037
100_5_3_1,FORMAL_DECISION,952.4480350835701,119517.4041078905,326379.34904916823
100_5_3_1,FORMAL_DECISION,952.6447504203953,119251.56320199635,327662.90606331045
100_5_3_1,FORMAL_DECISION,955.9410159256884,119114.75866315205,318919.509141045
100_5_3_1,FORMAL_DECISION,957.0413451817734,118911.50452949741,317026.0528566821
