instance,seed,arm,checkpointTargetFE,checkpointObservedFE,frontType,decisionFrontSize,observedFullFrontSize,exactDedupSize,strictNdSize,observedNdSize,observedOnlyNdCount,decisionOnlyNdCount,observedOnlyRatio,C_observed_vs_decision,C_decision_vs_observed,normalizedNearestNeighborDistance,minCmax,minTEC,minTWC,HV_decision,HV_observed,IGD_decision,IGD_observed
50_2_3_1,20260916,C2,50000,50000,checkpoint-observed-full-front,154,208,189,189,198,54,10,0.2727272727272727,1.0,0.7619047619047619,0.027288706638823688,332.07159407247696,21043.631233515232,33426.50861285427,0.9013888817848862,0.9031203107432011,0.12995030942295965,0.1288446350323437
50_2_3_1,20260916,C2,100000,100000,checkpoint-decision-front,235,336,279,279,282,78,31,0.2765957446808511,1.0,0.7311827956989247,0.02700255688538362,332.07159407247696,20957.94923118049,33426.50861285427,0.9453732469541444,0.9471013737353686,0.12153569047335577,0.1201848823396054
50_2_3_1,20260916,C2,100000,100000,checkpoint-observed-full-front,235,336,279,279,282,78,31,0.2765957446808511,1.0,0.7311827956989247,0.02700255688538362,332.07159407247696,20957.94923118049,33426.50861285427,0.9453732469541444,0.9471013737353686,0.12153569047335577,0.1201848823396054
50_2_3_1,20260916,C2,150000,150000,checkpoint-decision-front,226,326,267,267,277,58,7,0.20938628158844766,1.0,0.8202247191011236,0.03307779036935773,332.07159407247696,20919.925139613,33246.95794103547,0.9751195309004793,0.9760686449904835,0.11270564949201547,0.11115617168229681
50_2_3_1,20260916,C2,150000,150000,checkpoint-observed-full-front,226,326,267,267,277,58,7,0.20938628158844766,1.0,0.8202247191011236,0.03307779036935773,332.07159407247696,20919.925139613,33246.95794103547,0.9751195309004793,0.9760686449904835,0.11270564949201547,0.11115617168229681
50_2_3_1,20260916,C2,200000,200000,checkpoint-decision-front,261,372,305,305,311,58,8,0.1864951768488746,1.0,0.8295081967213115,0.025671425131506467,332.07159407247696,20885.186658168772,33150.67196814475,0.9869768923886973,0.987969190339398,0.10881015283552836,0.10809342745681191
50_2_3_1,20260916,C2,200000,200000,checkpoint-observed-full-front,261,372,305,305,311,58,8,0.1864951768488746,1.0,0.8295081967213115,0.025671425131506467,332.07159407247696,20885.186658168772,33150.67196814475,0.9869768923886973,0.987969190339398,0.10881015283552836,0.10809342745681191
50_2_3_1,20260916,C2,250000,250000,terminal-decision-front,297,496,360,360,368,85,14,0.23097826086956522,1.0,0.7861111111111111,0.02803679678040627,330.0666799771134,20828.38024169665,33139.578764000995,0.9990777282970503,1.0002778331852944,0.10730867235354472,0.10754635426608784
50_2_3_1,20260916,C2,250000,250000,terminal-observed-full-front,297,496,360,360,368,85,14,0.23097826086956522,1.0,0.7861111111111111,0.02803679678040627,330.0666799771134,20828.38024169665,33139.578764000995,0.9990777282970503,1.0002778331852944,0.10730867235354472,0.10754635426608784
50_2_3_1,20260916,C3,50000,50000,checkpoint-decision-front,217,295,256,256,261,59,15,0.2260536398467433,1.0,0.7890625,0.01081262267293711,326.29677396392685,21128.791150898123,33536.63698044657,0.8603215647020307,0.8614047373798539,0.15079200161813483,0.15061525602668407
50_2_3_1,20260916,C3,50000,50000,checkpoint-observed-full-front,217,295,256,256,261,59,15,0.2260536398467433,1.0,0.7890625,0.01081262267293711,326.29677396392685,21128.791150898123,33536.63698044657,0.8603215647020307,0.8614047373798539,0.15079200161813483,0.15061525602668407
50_2_3_1,20260916,C3,100000,100000,checkpoint-decision-front,306,417,341,341,356,51,1,0.14325842696629212,1.0,0.8944281524926686,0.032183341367067825,326.29677396392685,21056.02999854065,33451.94195941542,0.9015979121823313,0.9021220148376268,0.1375799783932677,0.13683107321846574
50_2_3_1,20260916,C3,100000,100000,checkpoint-observed-full-front,306,417,341,341,356,51,1,0.14325842696629212,1.0,0.8944281524926686,0.032183341367067825,326.29677396392685,21056.02999854065,33451.94195941542,0.9015979121823313,0.9021220148376268,0.1375799783932677,0.13683107321846574
50_2_3_1,20260916,C3,150000,150000,checkpoint-decision-front,365,497,402,402,419,81,27,0.19331742243436753,1.0,0.8407960199004975,0.01648366657715463,326.29677396392685,20992.899172066253,32983.31236584637,0.93586261795672,0.9375477845120935,0.1277914466881005,0.1268816813949152
50_2_3_1,20260916,C3,150000,150000,checkpoint-observed-full-front,365,497,402,402,419,81,27,0.19331742243436753,1.0,0.8407960199004975,0.01648366657715463,326.29677396392685,20992.899172066253,32983.31236584637,0.93586261795672,0.9375477845120935,0.1277914466881005,0.1268816813949152
50_2_3_1,20260916,C3,200000,200000,checkpoint-decision-front,325,431,347,347,353,35,7,0.09915014164305949,1.0,0.9193083573487032,0.019641324969592665,326.29677396392685,20795.524741717058,32418.467921437696,0.9941612202578387,0.9944684136105459,0.12237765783970102,0.12237811830022927
50_2_3_1,20260916,C3,200000,200000,checkpoint-observed-full-front,325,431,347,347,353,35,7,0.09915014164305949,1.0,0.9193083573487032,0.019641324969592665,326.29677396392685,20795.524741717058,32418.467921437696,0.9941612202578387,0.9944684136105459,0.12237765783970102,0.12237811830022927
50_2_3_1,20260916,C3,250000,250000,terminal-decision-front,405,527,456,456,471,72,6,0.15286624203821655,1.0,0.875,0.008408206371552072,326.29677396392685,20795.524741717058,32368.460400635347,1.010705966989136,1.0112033893499761,0.11030858558144684,0.11013940842882122
50_2_3_1,20260916,C3,250000,250000,terminal-observed-full-front,405,527,456,456,471,72,6,0.15286624203821655,1.0,0.875,0.008408206371552072,326.29677396392685,20795.524741717058,32368.460400635347,1.010705966989136,1.0112033893499761,0.11030858558144684,0.11013940842882122
50_2_3_1,20260917,C0,50000,50000,checkpoint-decision-front,286,320,299,299,302,30,14,0.09933774834437085,1.0,0.9096989966555183,0.01541349695931868,320.27384647688496,21051.38648331196,35525.047487510914,0.7627872124395112,0.7641203448226785,0.19048442206664012,0.18995133827640726
50_2_3_1,20260917,C0,50000,50000,checkpoint-observed-full-front,286,320,299,299,302,30,14,0.09933774834437085,1.0,0.9096989966555183,0.01541349695931868,320.27384647688496,21051.38648331196,35525.047487510914,0.7627872124395112,0.7641203448226785,0.19048442206664012,0.18995133827640726
50_2_3_1,20260917,C0,100000,100000,checkpoint-decision-front,375,449,390,390,397,32,10,0.08060453400503778,1.0,0.9358974358974359,0.012526875877153667,320.27384647688496,20899.092180876498,35149.03359566033,0.8369892389269906,0.8377205289936356,0.1654357006042732,0.16502955273625208
50_2_3_1,20260917,C0,100000,100000,checkpoint-observed-full-front,375,449,390,390,397,32,10,0.08060453400503778,1.0,0.9358974358974359,0.012526875877153667,320.27384647688496,20899.092180876498,35149.03359566033,0.8369892389269906,0.8377205289936356,0.1654357006042732,0.16502955273625208
50_2_3_1,20260917,C0,150000,150000,checkpoint-decision-front,487,601,497,497,511,58,34,0.11350293542074363,1.0,0.9114688128772636,0.010724277184321802,320.27384647688496,20885.32563688193,35105.355605149736,0.8531681347660035,0.8539582087548778,0.15813277193850678,0.15757496498571144
50_2_3_1,20260917,C0,150000,150000,checkpoint-observed-full-front,487,601,497,497,511,58,34,0.11350293542074363,1.0,0.9114688128772636,0.010724277184321802,320.27384647688496,20885.32563688193,35105.355605149736,0.8531681347660035,0.8539582087548778,0.15813277193850678,0.15757496498571144
50_2_3_1,20260917,C0,200000,200000,checkpoint-decision-front,545,797,539,539,562,73,56,0.1298932384341637,1.0,0.9072356215213359,0.016217096365039648,320.27384647688496,20885.32563688193,34954.83000960143,0.8659181271893338,0.8686526010436282,0.1522485152635692,0.1509134286445974
50_2_3_1,20260917,C0,200000,200000,checkpoint-observed-full-front,545,797,539,539,562,73,56,0.1298932384341637,1.0,0.9072356215213359,0.016217096365039648,320.27384647688496,20885.32563688193,34954.83000960143,0.8659181271893338,0.8686526010436282,0.1522485152635692,0.1509134286445974
50_2_3_1,20260917,C0,250000,250000,terminal-decision-front,533,771,482,482,515,118,136,0.229126213592233,1.0,0.8236514522821576,0.033546806564670836,320.27384647688496,20876.258430088317,34954.83000960143,0.8742729745280589,0.882135626886361,0.14922292116616903,0.14209732450465185
50_2_3_1,20260917,C0,250000,250000,terminal-observed-full-front,533,771,482,482,515,118,136,0.229126213592233,1.0,0.8236514522821576,0.033546806564670836,320.27384647688496,20876.258430088317,34954.83000960143,0.8742729745280589,0.882135626886361,0.14922292116616903,0.14209732450465185
50_2_3_1,20260917,C2,50000,50000,checkpoint-decision-front,332,358,334,334,339,21,14,0.061946902654867256,1.0,0.9520958083832335,0.009067136011512919,320.28039345869064,20959.12663149383,35266.423081772075,0.7705738688706122,0.770811499251488,0.1915733663655842,0.19130507740559394
50_2_3_1,20260917,C2,50000,50000,checkpoint-observed-full-front,332,358,334,334,339,21,14,0.061946902654867256,1.0,0.9520958083832335,0.009067136011512919,320.28039345869064,20959.12663149383,35266.423081772075,0.7705738688706122,0.770811499251488,0.1915733663655842,0.19130507740559394
50_2_3_1,20260917,C2,100000,100000,checkpoint-decision-front,367,406,371,371,380,34,21,0.08947368421052632,1.0,0.9326145552560647,0.035211598754591796,320.28039345869064,20959.12663149383,35123.57921367908,0.8152111926966407,0.8160985207683004,0.16378773363189275,0.1632646143158074
50_2_3_1,20260917,C2,100000,100000,checkpoint-observed-full-front,367,406,371,371,380,34,21,0.08947368421052632,1.0,0.9326145552560647,0.035211598754591796,320.28039345869064,20959.12663149383,35123.57921367908,0.8152111926966407,0.8160985207683004,0.16378773363189275,0.1632646143158074
50_2_3_1,20260917,C2,150000,150000,checkpoint-decision-front,309,437,340,340,355,50,4,0.14084507042253522,1.0,0.9,0.02484038592490093,316.925992038194,20932.84649159114,34977.23598824301,0.876166061134566,0.8770475315404062,0.13377641818657954,0.13364291628139693
50_2_3_1,20260917,C2,150000,150000,checkpoint-observed-full-front,309,437,340,340,355,50,4,0.14084507042253522,1.0,0.9,0.02484038592490093,316.925992038194,20932.84649159114,34977.23598824301,0.876166061134566,0.8770475315404062,0.13377641818657954,0.13364291628139693
50_2_3_1,20260917,C2,200000,200000,checkpoint-decision-front,341,440,360,360,377,56,20,0.14854111405835543,1.0,0.8916666666666667,0.02335961758671295,316.925992038194,20890.81514430385,34917.397666294455,0.9007365089417981,0.9023599546114001,0.1274639023830228,0.12713562234054426
50_2_3_1,20260917,C2,200000,200000,checkpoint-observed-full-front,341,440,360,360,377,56,20,0.14854111405835543,1.0,0.8916666666666667,0.02335961758671295,316.925992038194,20890.81514430385,34917.397666294455,0.9007365089417981,0.9023599546114001,0.1274639023830228,0.12713562234054426
50_2_3_1,20260917,C2,250000,250000,terminal-decision-front,449,541,469,469,486,57,20,0.11728395061728394,1.0,0.9147121535181236,0.019695599280826207,316.925992038194,20877.4093207181,34917.397666294455,0.9069244270312897,0.9082321790342378,0.12469593822993434,0.12456111998700635
50_2_3_1,20260917,C2,250000,250000,terminal-observed-full-front,449,541,469,469,486,57,20,0.11728395061728394,1.0,0.9147121535181236,0.019695599280826207,316.925992038194,20877.4093207181,34917.397666294455,0.9069244270312897,0.9082321790342378,0.12469593822993434,0.12456111998700635
50_2_3_1,20260917,C3,50000,50000,checkpoint-decision-front,292,304,289,289,289,11,14,0.03806228373702422,1.0,0.9619377162629758,0.01950285519880232,322.4758058732434,20959.12663149383,35542.75413025185,0.7533870178987976,0.7537664771034421,0.19446528626863432,0.19418578902799488
50_2_3_1,20260917,C3,50000,50000,checkpoint-observed-full-front,292,304,289,289,289,11,14,0.03806228373702422,1.0,0.9619377162629758,0.01950285519880232,322.4758058732434,20959.12663149383,35542.75413025185,0.7533870178987976,0.7537664771034421,0.19446528626863432,0.19418578902799488
50_2_3_1,20260917,C3,100000,100000,checkpoint-decision-front,452,498,444,444,461,42,33,0.0911062906724512,1.0,0.9436936936936937,0.048637209678070246,320.2522813925669,20934.590415913997,35000.24651848449,0.7992126162541844,0.8010895434543578,0.18297999242378235,0.182448739358142
50_2_3_1,20260917,C3,100000,100000,checkpoint-observed-full-front,452,498,444,444,461,42,33,0.0911062906724512,1.0,0.9436936936936937,0.048637209678070246,319.6555599170748,20934.590415913997,35000.24651848449,0.7992126162541844,0.8010895434543578,0.18297999242378235,0.182448739358142
50_2_3_1,20260917,C3,150000,150000,checkpoint-decision-front,439,546,445,445,457,46,28,0.10065645514223195,1.0,0.9235955056179775,0.02992941678760235,320.2522813925669,20851.31391939636,34966.35188867983,0.8379881857369964,0.8393937717981067,0.1636066562714114,0.16343087172455134
50_2_3_1,20260917,C3,150000,150000,checkpoint-observed-full-front,439,546,445,445,457,46,28,0.10065645514223195,1.0,0.9235955056179775,0.02992941678760235,319.6555599170748,20851.31391939636,34966.35188867983,0.8379881857369964,0.8393937717981067,0.1636066562714114,0.16343087172455134
50_2_3_1,20260917,C3,200000,200000,checkpoint-decision-front,551,738,563,563,593,75,33,0.12647554806070826,1.0,0.9200710479573713,0.02896654544853451,320.19335998148523,20792.969342530618,34912.398889558775,0.875418606026708,0.8762062358309233,0.1516746520825692,0.1512302156928472
50_2_3_1,20260917,C3,200000,200000,checkpoint-observed-full-front,551,738,563,563,593,75,33,0.12647554806070826,1.0,0.9200710479573713,0.02896654544853451,319.6555599170748,20792.969342530618,34912.398889558775,0.875418606026708,0.8762062358309233,0.1516746520825692,0.1512302156928472
50_2_3_1,20260917,C3,250000,250000,terminal-decision-front,573,715,577,577,604,70,39,0.11589403973509933,1.0,0.925476603119584,0.032869431175885186,320.19335998148523,20792.969342530618,34887.47386432449,0.8911675625556803,0.8920357720416874,0.14495342365471017,0.14458413014232152
50_2_3_1,20260917,C3,250000,250000,terminal-observed-full-front,573,715,577,577,604,70,39,0.11589403973509933,1.0,0.925476603119584,0.032869431175885186,319.6555599170748,20792.969342530618,34887.47386432449,0.8911675625556803,0.8920357720416874,0.14495342365471017,0.14458413014232152
50_2_3_1,20260918,C0,50000,50000,checkpoint-decision-front,209,289,239,239,256,74,27,0.2890625,1.0,0.7615062761506276,0.021304077122849728,321.51656250529027,21042.349422604064,34960.77728640755,0.766901497273328,0.7694838855231952,0.18944258874161685,0.18939010296817335
50_2_3_1,20260918,C0,50000,50000,checkpoint-observed-full-front,209,289,239,239,256,74,27,0.2890625,1.0,0.7615062761506276,0.021304077122849728,321.51656250529027,21042.349422604064,34960.77728640755,0.766901497273328,0.7694838855231952,0.18944258874161685,0.18939010296817335
50_2_3_1,20260918,C0,100000,100000,checkpoint-decision-front,327,424,341,341,360,58,25,0.16111111111111112,1.0,0.8856304985337243,0.02165045488121627,321.51656250529027,21017.167561694732,33674.68636650357,0.8854123443714119,0.8864359963160273,0.13010729469009388,0.1300642110741431
50_2_3_1,20260918,C0,100000,100000,checkpoint-observed-full-front,327,424,341,341,360,58,25,0.16111111111111112,1.0,0.8856304985337243,0.02165045488121627,321.51656250529027,21017.167561694732,33674.68636650357,0.8854123443714119,0.8864359963160273,0.13010729469009388,0.1300642110741431
50_2_3_1,20260918,C0,150000,150000,checkpoint-decision-front,412,545,441,441,469,79,22,0.16844349680170576,1.0,0.8843537414965986,0.027040886078672492,321.51609896535405,20975.20538265045,33523.77019345151,0.9386965978227142,0.9394071945854218,0.0937480976434636,0.09367042892199984
50_2_3_1,20260918,C0,150000,150000,checkpoint-observed-full-front,412,545,441,441,469,79,22,0.16844349680170576,1.0,0.8843537414965986,0.027040886078672492,321.51609896535405,20975.20538265045,33523.77019345151,0.9386965978227142,0.9394071945854218,0.0937480976434636,0.09367042892199984
50_2_3_1,20260918,C0,200000,200000,checkpoint-decision-front,480,588,500,500,529,63,14,0.11909262759924386,1.0,0.932,0.02189358850017124,319.64992596239597,20965.852597024743,33147.50510407954,0.9704594433197158,0.9707758737457665,0.08666891679802763,0.08666880719216237
50_2_3_1,20260918,C0,200000,200000,checkpoint-observed-full-front,480,588,500,500,529,63,14,0.11909262759924386,1.0,0.932,0.02189358850017124,319.64992596239597,20965.852597024743,33147.50510407954,0.9704594433197158,0.9707758737457665,0.08666891679802763,0.08666880719216237
50_2_3_1,20260918,C0,250000,250000,terminal-decision-front,494,629,530,530,560,67,1,0.11964285714285715,1.0,0.930188679245283,0.0395822618611799,318.12338127167124,20960.316088321197,32815.434462753605,0.9929827154727207,0.9933876195912101,0.07878325688224669,0.07877794163845055
50_2_3_1,20260918,C0,250000,250000,terminal-observed-full-front,494,629,530,530,560,67,1,0.11964285714285715,1.0,0.930188679245283,0.0395822618611799,318.08068896164946,20960.316088321197,32815.434462753605,0.9929827154727207,0.9933876195912101,0.07878325688224669,0.07877794163845055
50_2_3_1,20260918,C2,50000,50000,checkpoint-decision-front,217,304,245,241,244,38,8,0.1557377049180328,1.0,0.8547717842323651,0.04689011312431593,319.8143971043498,21029.891988242452,35300.10164776421,0.7030388772625007,0.7046550647572418,0.22740610338636935,0.22740610338636935
50_2_3_1,20260918,C2,50000,50000,checkpoint-observed-full-front,217,304,245,241,244,38,8,0.1557377049180328,1.0,0.8547717842323651,0.04689011312431593,319.8143971043498,21029.891988242452,35300.10164776421,0.7030388772625007,0.7046550647572418,0.22740610338636935,0.22740610338636935
50_2_3_1,20260918,C2,100000,100000,checkpoint-decision-front,245,307,261,259,278,46,11,0.16546762589928057,1.0,0.8957528957528957,0.022465566628754135,319.56200726431143,20985.88793494649,34644.971765794835,0.8235570333086938,0.8244900879208278,0.15073178755189917,0.15067339640770855
50_2_3_1,20260918,C2,100000,100000,checkpoint-observed-full-front,245,307,261,259,278,46,11,0.16546762589928057,1.0,0.8957528957528957,0.022465566628754135,319.56200726431143,20985.88793494649,34644.971765794835,0.8235570333086938,0.8244900879208278,0.15073178755189917,0.15067339640770855
50_2_3_1,20260918,C2,150000,150000,checkpoint-decision-front,206,244,210,210,226,33,13,0.14601769911504425,1.0,0.919047619047619,0.016437204346010207,319.56200726431143,20931.1004741725,34280.09815932237,0.8855212194952553,0.886149237181966,0.11918584948375376,0.11906496434235125
50_2_3_1,20260918,C2,150000,150000,checkpoint-observed-full-front,206,244,210,210,226,33,13,0.14601769911504425,1.0,0.919047619047619,0.016437204346010207,319.56200726431143,20931.1004741725,34280.09815932237,0.8855212194952553,0.886149237181966,0.11918584948375376,0.11906496434235125
50_2_3_1,20260918,C2,200000,200000,checkpoint-decision-front,247,307,265,260,279,46,9,0.16487455197132617,1.0,0.8961538461538462,0.029433982403137333,319.56200726431143,20909.180944853786,34260.975443031755,0.8971476793965859,0.8980233414239068,0.11571269040420169,0.1153405438931563
50_2_3_1,20260918,C2,200000,200000,checkpoint-observed-full-front,247,307,265,260,279,46,9,0.16487455197132617,1.0,0.8961538461538462,0.029433982403137333,319.56200726431143,20909.180944853786,34260.975443031755,0.8971476793965859,0.8980233414239068,0.11571269040420169,0.1153405438931563
50_2_3_1,20260918,C2,250000,250000,terminal-decision-front,289,347,304,304,323,44,10,0.13622291021671826,1.0,0.9177631578947368,0.033534918417270784,319.56200726431143,20909.180944853786,34088.53602220159,0.9281593785639022,0.9292010241958055,0.09813443100405406,0.09799758868928898
50_2_3_1,20260918,C2,250000,250000,terminal-observed-full-front,289,347,304,304,323,44,10,0.13622291021671826,1.0,0.9177631578947368,0.033534918417270784,319.56200726431143,20909.180944853786,34088.53602220159,0.9281593785639022,0.9292010241958055,0.09813443100405406,0.09799758868928898
50_2_3_1,20260918,C3,50000,50000,checkpoint-decision-front,307,398,313,296,319,58,28,0.18181818181818182,1.0,0.8817567567567568,0.023087015928702197,324.3558332150043,21001.712190211358,34888.05619782027,0.7423528186768947,0.7443346724889242,0.2175679772402387,0.21736277116965172
50_2_3_1,20260918,C3,50000,50000,checkpoint-observed-full-front,307,398,313,296,319,58,28,0.18181818181818182,1.0,0.8817567567567568,0.023087015928702197,324.3558332150043,21001.712190211358,34888.05619782027,0.7423528186768947,0.7443346724889242,0.2175679772402387,0.21736277116965172
50_2_3_1,20260918,C3,100000,100000,checkpoint-decision-front,252,348,280,276,300,70,18,0.23333333333333334,1.0,0.8333333333333334,0.02472038289292459,323.69908959686836,21001.712190211358,34035.743188876426,0.8351204977654645,0.8367683847091743,0.16340315632637922,0.16277300548994583
50_2_3_1,20260918,C3,100000,100000,checkpoint-observed-full-front,252,348,280,276,300,70,18,0.23333333333333334,1.0,0.8333333333333334,0.02472038289292459,322.29706473941036,21001.712190211358,34035.743188876426,0.8351204977654645,0.8367683847091743,0.16340315632637922,0.16277300548994583
50_2_3_1,20260918,C3,150000,150000,checkpoint-decision-front,252,344,276,275,293,59,17,0.20136518771331058,1.0,0.8545454545454545,0.01797313030947912,317.50007997554223,20975.123861858923,33878.68570565411,0.9010690851744416,0.9026298765735017,0.11548631743738073,0.11495940396753329
50_2_3_1,20260918,C3,150000,150000,checkpoint-observed-full-front,252,344,276,275,293,59,17,0.20136518771331058,1.0,0.8545454545454545,0.01797313030947912,317.50007997554223,20975.123861858923,33878.68570565411,0.9010690851744416,0.9026298765735017,0.11548631743738073,0.11495940396753329
50_2_3_1,20260918,C3,200000,200000,checkpoint-decision-front,324,444,342,340,356,47,13,0.13202247191011235,1.0,0.9088235294117647,0.013273629115799624,317.50007997554223,20956.334626665583,33435.7467048643,0.9782129020654861,0.9790554356382599,0.08132794590092966,0.08099900270288336
50_2_3_1,20260918,C3,200000,200000,checkpoint-observed-full-front,324,444,342,340,356,47,13,0.13202247191011235,1.0,0.9088235294117647,0.013273629115799624,317.50007997554223,20956.334626665583,33435.7467048643,0.9782129020654861,0.9790554356382599,0.08132794590092966,0.08099900270288336
50_2_3_1,20260918,C3,250000,250000,terminal-decision-front,324,426,339,339,360,52,16,0.14444444444444443,1.0,0.9085545722713865,0.013732517363049168,317.50007997554223,20938.92477688744,33228.52931203255,0.9948329884522354,0.9957857254142608,0.07755328945046075,0.07774211022905302
50_2_3_1,20260918,C3,250000,250000,terminal-observed-full-front,324,426,339,339,360,52,16,0.14444444444444443,1.0,0.9085545722713865,0.013732517363049168,317.50007997554223,20938.92477688744,33228.52931203255,0.9948329884522354,0.9957857254142608,0.07755328945046075,0.07774211022905302
100_5_3_1,20260916,C0,50000,50000,checkpoint-decision-front,232,271,245,245,259,34,7,0.13127413127413126,1.0,0.9183673469387755,0.01975558287686558,776.6231494081535,115692.16552171274,313453.0213620926,0.4223338206779673,0.42260447170611726,0.279648640040851,0.27962163989816624
100_5_3_1,20260916,C0,50000,50000,checkpoint-observed-full-front,232,271,245,245,259,34,7,0.13127413127413126,1.0,0.9183673469387755,0.01975558287686558,776.6231494081535,115692.16552171274,313453.0213620926,0.4223338206779673,0.42260447170611726,0.279648640040851,0.27962163989816624
100_5_3_1,20260916,C0,100000,100000,checkpoint-decision-front,233,508,247,247,304,75,4,0.24671052631578946,1.0,0.9271255060728745,0.02118409438013817,769.1588166187895,114278.26069797436,309016.7467368478,0.5497308972344086,0.5500602387317448,0.16737414064731884,0.1671229466022502
100_5_3_1,20260916,C0,100000,100000,checkpoint-observed-full-front,233,508,247,247,304,75,4,0.24671052631578946,1.0,0.9271255060728745,0.02118409438013817,769.1588166187895,114278.26069797436,309016.7467368478,0.5497308972344086,0.5500602387317448,0.16737414064731884,0.1671229466022502
100_5_3_1,20260916,C0,150000,150000,checkpoint-decision-front,253,400,266,266,311,72,14,0.2315112540192926,1.0,0.8984962406015038,0.02386406246397612,769.0664179985137,113685.96376480072,307483.70549198345,0.5927749467919778,0.5934771540683228,0.14003290858217127,0.13984970801057844
100_5_3_1,20260916,C0,150000,150000,checkpoint-observed-full-front,253,400,266,266,311,72,14,0.2315112540192926,1.0,0.8984962406015038,0.02386406246397612,769.0664179985137,113685.96376480072,307483.70549198345,0.5927749467919778,0.5934771540683228,0.14003290858217127,0.13984970801057844
100_5_3_1,20260916,C0,200000,200000,checkpoint-decision-front,291,624,310,310,423,136,4,0.3215130023640662,1.0,0.9258064516129032,0.01908313524351973,768.943026654921,113338.36092202316,307334.3185981078,0.6157047774191139,0.6159207910234497,0.12983095724291283,0.129899524645339
100_5_3_1,20260916,C0,200000,200000,checkpoint-observed-full-front,291,624,310,310,423,136,4,0.3215130023640662,1.0,0.9258064516129032,0.01908313524351973,768.943026654921,113338.36092202316,307334.3185981078,0.6157047774191139,0.6159207910234497,0.12983095724291283,0.129899524645339
100_5_3_1,20260916,C0,250000,250000,terminal-decision-front,343,960,361,361,520,182,5,0.35,1.0,0.9362880886426593,0.018442216869573196,766.0549540085175,113129.50817674771,306133.49532927806,0.6302100147618727,0.6304288952459901,0.12840780572056942,0.12851318312615975
